year,country_export,country_import,Product,Tonnage,Exporter Footprint (per unit),Importers Footprint (per unit),Actual WF (m3),Water Saved (m3)
2005,Canada,Swaziland,PEAS,81.75,1198.5304697317051,,97979.86590056689,
2005,Canada,Tanzania,PEAS,307.75,1198.5304697317051,,368847.7520599323,
2005,China,"Korea, Democratic People's Republic of",MAIZE,9964.0,864.9832118773745,1707.6519820195265,8618692.72314616,8396351.625696402
2005,China,"Korea, Democratic People's Republic of",RICE,180.0,1089.826055002166,2283.060491073877,196168.68990038987,214782.198492908
2005,China,"Korea, Democratic People's Republic of",WHEAT FLOUR,8022.0,1301.5082956775225,2204.7192012784803,10440699.547925085,7245557.884730884
2005,China,Mauritania,MILK,84.79,0.0,0.0,0.0,0.0
2005,China,Mauritania,VEGETABLE OIL,247.356,5411.66424252609,,1338607.6203742835,
2005,Denmark,Iraq,PEA WHEAT BLENDED,1296.0,551.5279708611165,5887.511754625894,714780.250236007,6915434.983759152
2005,Denmark,Lesotho,VEGETABLE OIL,91.98,0.0,,0.0,
2005,Denmark,Mali,VEGETABLE OIL,91.98,0.0,4772.542940114962,0.0,438978.49963177426
2005,Denmark,Nepal,VEGETABLE OIL,257.544,0.0,,0.0,
2005,Denmark,Tanzania,PEAS,197.1,566.472003430096,,111651.63187607193,
2005,Denmark,Uganda,PEAS,547.5,566.472003430096,,310143.42187797755,
2005,European Community,Algeria,VEGETABLE OIL,389.2,4996.978833299151,,1944824.1619200297,
2005,European Community,Guinea-Bissau,VEGETABLE OIL,165.6,4996.978833299151,,827499.6947943394,
2005,Germany,"Korea, Democratic People's Republic of",WHEAT,480.0,599.2510697075725,2178.815959368133,287640.5134596348,758191.1470370691
2005,Hungary,Sri Lanka,WHEAT FLOUR,59.1,949.6007702026445,,56121.405518976295,
2005,India,Afghanistan,HIGH ENERGY BISCUITS,2539.5,,,,
2005,Italy,Cape Verde,MAIZE MEAL,24.0,455.29448968044863,,10927.067752330768,
2005,Japan,Honduras,CANNED FISH,80.0,,,,
2005,Japan,Lao People's Democratic Republic,RICE,2084.9,1023.7669233122895,2464.487280843957,2134451.6584137925,3003757.8734177733
2005,Japan,Nicaragua,CANNED FISH,99.98,,,,
2005,Japan,Peru,RICE,499.5,1023.7669233122895,1248.823655216962,511371.5781944886,112415.83758638389
2005,Luxembourg,Ethiopia,WHEAT,750.0,742.4457646311388,4226.952559226829,556834.3234733541,2613380.095946768
2005,Luxembourg,Mauritania,WHEAT,750.0,742.4457646311388,,556834.3234733541,
2005,Netherlands,Chad,SUGAR,11.65,0.0,1850.23299178859,0.0,21555.214354337073
2005,Norway,East Timor,HIGH ENERGY BISCUITS,54.0,,,,
2005,Saudi Arabia,Afghanistan,DRIED FRUITS,1430.0,0.0,7596.506097993663,0.0,10863003.720130939
2005,Sri Lanka,Cape Verde,MAIZE MEAL,6.0,3365.292815475334,,20191.756892852005,
2005,United States of America,Afghanistan,VEGETABLE OIL,994.53,3196.723790366448,,3179237.7112331437,
2005,United States of America,Afghanistan,PEAS,295.9,1105.0226183501086,,326976.1927697971,
2005,United States of America,Bolivia,SOYA-FORTIFIED BULGUR WHEAT,150.0,1807.0259951642697,,271053.8992746405,
2005,United States of America,Bolivia,WHEAT FLOUR,173.0,1984.658988039939,,343346.00493090943,
2005,United States of America,Bolivia,CORN-SOYA BLEND,250.0,1119.2139932688615,2903.095580339847,279803.49831721536,445970.39676774637
2005,United States of America,Bolivia,LENTILS,200.0,1781.7565890595265,,356351.3178119053,
2005,United States of America,Bolivia,WHEAT FLOUR,823.0,1984.658988039939,,1633374.3471568697,
2005,United States of America,Burkina Faso,SOYA-FORTIFIED BULGUR WHEAT,420.0,1807.0259951642697,,758950.9179689933,
2005,United States of America,Burkina Faso,WHEAT-SOYA BLEND,139.0,1807.0259951642697,,251176.6133278335,
2005,United States of America,Burkina Faso,LENTILS,360.0,1781.7565890595265,,641432.3720614295,
2005,United States of America,Burkina Faso,RICE,1240.0,1739.8616421225033,3587.3145721050264,2157428.436231904,2290841.6331783286
2005,United States of America,Burundi,VEGETABLE OIL,250.517,3196.723790366448,,800833.6537912315,
2005,United States of America,Burundi,PEAS,2237.1,1105.0226183501086,,2472046.099511028,
2005,United States of America,Chad,WHEAT,2000.0,1961.3412331771283,4250.299228910117,3922682.4663542565,4577915.991465976
2005,United States of America,"Congo, Democratic Republic of the",MAIZE MEAL,1316.45,517.7466065457517,3309.361430095932,681587.5201871548,3675021.334462635
2005,United States of America,"Congo, Democratic Republic of the",CORN-SOYA BLEND,40.0,1119.2139932688615,3743.8198210622672,44768.55973075446,104984.23311173623
2005,United States of America,"Congo, Democratic Republic of the",VEGETABLE OIL,199.836,3196.723790366448,,638820.4953716695,
2005,United States of America,"Congo, Democratic Republic of the",PEAS,198.25,1105.0226183501086,,219070.73408790902,
2005,United States of America,Eritrea,SORGHUM,6980.0,1129.2576549703522,7275.585394848904,7882218.431693058,42901367.62435229
2005,United States of America,Eritrea,SOFT WHITE WHEAT,17600.0,1961.3412331771283,5898.43602142438,34519605.70391746,69292868.27315162
2005,United States of America,Eritrea,CORN-SOYA BLEND,2000.0,1119.2139932688615,7838.26486086333,2238427.986537723,13438101.735188937
2005,United States of America,Eritrea,LENTILS,2107.7,1781.7565890595265,,3755408.3627607636,
2005,United States of America,Ethiopia,WHEAT,17510.0,1961.3412331771283,4226.952559226829,34343084.992931515,39670854.319130264
2005,United States of America,Ethiopia,HARD RED WINTER WHEAT,32370.0,1961.3412331771283,4226.952559226829,63488615.717943646,73337838.62422882
2005,United States of America,Ethiopia,CORN-SOYA BLEND,3606.769,1119.2139932688615,4498.175784288136,4036746.335288338,12187134.640032798
2005,United States of America,Ethiopia,PEAS,622.5,1105.0226183501086,4142.505794297581,687876.5799229426,1890833.2770273015
2005,United States of America,Ethiopia,VEGETABLE OIL,270.0,3196.723790366448,9211.524549245069,863115.423398941,1623996.2048972275
2005,United States of America,Georgia,WHEAT FLOUR,386.15,1984.658988039939,3244.1084487103253,766376.0682316225,486336.40923786967
2005,United States of America,Guinea,BULGUR WHEAT,989.599,1961.3412331771283,,1940941.323010853,
2005,United States of America,Haiti,RICE,899.599,1739.8616421225033,3762.739359500731,1565177.7933917618,1819778.7716757364
2005,United States of America,Haiti,SOYA-FORTIFIED BULGUR WHEAT,1620.0,1807.0259951642697,,2927382.112166117,
2005,United States of America,Haiti,WHEAT-SOYA BLEND,888.0,1807.0259951642697,,1604639.0837058716,
2005,United States of America,Haiti,VEGETABLE OIL,390.0,3196.723790366448,,1246722.2782429147,
2005,United States of America,Haiti,LENTILS,500.0,1781.7565890595265,,890878.2945297633,
2005,United States of America,Haiti,HARD RED WINTER WHEAT,16600.0,1961.3412331771283,,32558264.47074033,
2005,United States of America,Haiti,SOYA OIL,5195.0,3196.723790366448,,16606980.090953698,
2005,United States of America,India,VEGETABLE OIL,17.0,3196.723790366448,8249.1399248777,54344.30443622962,85891.07428669128
2005,United States of America,Indonesia,RICE,1420.0,1739.8616421225033,2291.2173917604023,2470603.531813955,782925.1644858165
2005,United States of America,Kenya,MAIZE MEAL,974.175,517.7466065457517,2393.120843576921,504375.8004317076,1826942.6973598392
2005,United States of America,Kenya,CORN-SOYA BLEND,2438.225,1119.2139932688615,2707.2936690752495,2728895.5387379695,3872095.5675430303
2005,United States of America,Kenya,PEAS,2745.5,1105.0226183501086,,3033839.5986802233,
2005,United States of America,Kenya,MAIZE,809.7,585.7172293863118,2707.2936690752495,474255.2406340967,1717840.443216133
2005,United States of America,Kenya,PEAS,476.7,1105.0226183501086,,526764.2821674967,
2005,United States of America,Kenya,HARD RED WINTER WHEAT,6790.0,1961.3412331771283,,13317506.973272702,
2005,United States of America,Lesotho,CORN-SOYA BLEND,400.0,1119.2139932688615,6071.576586491675,447685.5973075446,1980945.0372891254
2005,United States of America,Madagascar,RICE,260.0,1739.8616421225033,4564.472817577358,452364.02695185086,734398.9056182622
2005,United States of America,Madagascar,CORN-SOYA BLEND,370.0,1119.2139932688615,,414109.17750947876,
2005,United States of America,Madagascar,HARD RED WINTER WHEAT,2530.0,1961.3412331771283,,4962193.319938134,
2005,United States of America,Malawi,MAIZE MEAL,735.0,517.7466065457517,3321.5695794969647,380543.7558111275,2060809.8851191418
2005,United States of America,Malawi,CORN-SOYA BLEND,70.0,1119.2139932688615,3757.630676319848,78344.9795288203,184689.16781356907
2005,United States of America,Mauritania,WHEAT,10280.112,1961.3412331771283,,20162807.547278993,
2005,United States of America,Mauritania,HARD RED WINTER WHEAT,8792.0,1961.3412331771283,,17244112.122093312,
2005,United States of America,Mozambique,SORGHUM,3000.0,1129.2576549703522,7385.587876149001,3387772.9649110567,18768990.663535945
2005,United States of America,Nicaragua,RICE,260.0,1739.8616421225033,2044.4368261681268,452364.02695185086,79189.54785186211
2005,United States of America,Nicaragua,LENTILS,260.0,1781.7565890595265,,463256.7131554769,
2005,United States of America,Peru,SOYA OIL,1444.0,3196.723790366448,,4616069.153289151,
2005,United States of America,Peru,VEGETABLE OIL,1048.0,3196.723790366448,,3350166.532304038,
2005,United States of America,Rwanda,MAIZE MEAL,1000.0,517.7466065457517,,517746.6065457517,
2005,United States of America,Rwanda,CORN-SOYA BLEND,340.0,1119.2139932688615,,380532.7577114129,
2005,United States of America,Rwanda,VEGETABLE OIL,50.0,3196.723790366448,,159836.1895183224,
2005,United States of America,Rwanda,PINTO BEANS,350.0,1644.186681807485,,575465.3386326197,
2005,United States of America,Rwanda,VEGETABLE OIL,1123.0,3196.723790366448,,3589920.816581521,
2005,United States of America,Senegal,SOYA-FORTIFIED BULGUR WHEAT,451.0,1807.0259951642697,,814968.7238190856,
2005,United States of America,Senegal,WHEAT-SOYA MILK,532.0,2430.4168947915564,,1292981.788029108,
2005,United States of America,Senegal,VEGETABLE OIL,139.0,3196.723790366448,,444344.60686093627,
2005,United States of America,Senegal,LENTILS,447.0,1781.7565890595265,,796445.1953096084,
2005,United States of America,Senegal,VEGETABLE OIL,400.0,3196.723790366448,,1278689.5161465793,
2005,United States of America,Sierra Leone,BULGUR WHEAT,994.0,1961.3412331771283,,1949573.1857780656,
2005,United States of America,Sierra Leone,VEGETABLE OIL,190.0,3196.723790366448,,607377.5201696252,
2005,United States of America,Sierra Leone,HARD RED WINTER WHEAT,3000.0,1961.3412331771283,,5884023.699531385,
2005,United States of America,Sudan,SORGHUM,3120.0,1129.2576549703522,6531.2377200285955,3523283.883507499,16854177.80298172
2005,United States of America,Sudan,CORN-SOYA BLEND,591.5,1119.2139932688615,8154.27020110917,662015.0770185316,4161235.746937542
2005,United States of America,Sudan,VEGETABLE OIL,546.0,3196.723790366448,,1745411.1895400807,
2005,United States of America,Sudan,LENTILS,70.0,1781.7565890595265,,124722.96123416685,
2005,United States of America,Tajikistan,WHEAT FLOUR,1396.65,1984.658988039939,1723.2789936105405,2771873.975645981,-365056.36921981943
2005,United States of America,Tajikistan,WHEAT FLOUR,9146.0,1984.658988039939,1723.2789936105405,18151691.10461328,-2390581.4290512786
2005,United States of America,Uganda,MAIZE MEAL,1105.95,517.7466065457517,,572601.8595092741,
2005,United States of America,Uganda,CORN-SOYA BLEND,2143.475,1119.2139932688615,,2399007.214221973,
2005,United States of America,Uganda,BEANS,1441.15,654.4143339759094,,943109.2174093819,
2005,United States of America,Zambia,SORGHUM,798.9,1129.2576549703522,,902163.9405558143,
2005,United States of America,Zambia,BEANS,198.8,654.4143339759094,,130097.56959441079,
2005,United States of America,Zimbabwe,CORN-SOYA BLEND,2495.425,1119.2139932688615,3394.849075011324,2792914.5791529487,5678676.673857185
2005,Australia,"Korea, Democratic People's Republic of",WHEAT FLOUR,2310.0,2038.3113557636955,2204.7192012784803,4708499.231814137,384402.12313915306
2005,Austria,Angola,CANNED MEAT,260.179,7710.071604407369,4511.700029962007,2005998.7199631047,-832149.1178676197
2005,Canada,Bangladesh,WHEAT,760.0,1341.2082980589053,1360.7953514361636,1019318.306524768,14886.160566716362
2005,Canada,"Congo, Democratic Republic of the",VEGETABLE OIL,536.973,2770.8855292768285,,1487890.7153123664,
2005,Canada,"Congo, Democratic Republic of the",BEANS,503.95,1133.914245344889,,571436.0839415567,
2005,Canada,Egypt,WHEAT,1270.0,1341.2082980589053,1118.309786549389,1703334.5385348096,-283081.1096170857
2005,Canada,Eritrea,PEAS,1064.0,1198.5304697317051,,1275236.4197945343,
2005,Canada,Ethiopia,WHEAT,2375.0,1341.2082980589053,4226.952559226829,3185369.7078899,6853642.620273819
2005,Canada,Kenya,VEGETABLE OIL,184.566,2770.8855292768285,,511411.25859650713,
2005,Canada,Malawi,PEAS,190.65,1198.5304697317051,,228499.8340543496,
2005,Canada,Mali,VEGETABLE OIL,151.023,2770.8855292768285,4772.542940114962,418467.44528797443,302296.30715700745
2005,Canada,Mali,PEAS,224.0,1198.5304697317051,,268470.825219902,
2005,Canada,Mozambique,PEAS,504.0,1198.5304697317051,,604059.3567447794,
2005,Canada,Rwanda,VEGETABLE OIL,150.986,2770.8855292768285,,418364.9225233912,
2005,Canada,Sudan,VEGETABLE OIL,369.144,2770.8855292768285,,1022855.7678193656,
2005,Canada,Sudan,PEAS,392.0,1198.5304697317051,,469823.9441348284,
2005,Canada,Tanzania,VEGETABLE OIL,134.243,2770.8855292768285,,371971.9861067093,
2005,Canada,Tanzania,PEAS,784.0,1198.5304697317051,,939647.8882696568,
2005,China,"Korea, Democratic People's Republic of",MAIZE,23174.0,864.9832118773745,1707.6519820195265,20045120.95204628,19528006.07927423
2005,China,"Korea, Democratic People's Republic of",MAIZE MEAL,10.0,764.6046593810879,1509.4843970666345,7646.046593810879,7448.797376855466
2005,China,"Korea, Democratic People's Republic of",RICE,4289.0,1089.826055002166,2283.060491073877,4674263.94990429,5117782.496311569
2005,China,"Korea, Democratic People's Republic of",WHEAT FLOUR,7065.0,1301.5082956775225,2204.7192012784803,9195156.108961696,6381185.048070767
2005,Cuba,"Korea, Democratic People's Republic of",SUGAR,317.35,3469.5399212377956,,1101058.4940048144,
2005,Denmark,Iraq,PEA WHEAT BLENDED,2052.0,551.5279708611165,5887.511754625894,1131735.396207011,10949438.724285323
2005,Denmark,Mauritania,PEA WHEAT BLENDED,345.6,551.5279708611165,,190608.06672960188,
2005,Denmark,Rwanda,VEGETABLE OIL,239.148,0.0,,0.0,
2005,Denmark,Uganda,VEGETABLE OIL,73.584,0.0,,0.0,
2005,European Community,Occupied Palestinian Territory,VEGETABLE OIL,36.8,4996.978833299151,,183888.82106540876,
2005,India,Afghanistan,HIGH ENERGY BISCUITS,690.5,,,,
2005,Italy,Algeria,CANNED FISH,45.133,,,,
2005,Italy,Algeria,SUGAR,485.98,0.0,,0.0,
2005,Italy,"Congo, Democratic Republic of the",RICE,980.0,1402.7836957765223,7457.803221404149,1374728.0218609918,5933919.135115074
2005,Italy,Mauritania,RICE,2581.0,1402.7836957765223,1697.0587459899987,3620584.718799204,759523.9046009824
2005,Japan,Bolivia,RICE,625.04,1023.7669233122895,3137.7687571925526,639895.2777471134,1321335.7062485195
2005,Japan,Burundi,RICE,127.0,1023.7669233122895,2792.7235344439273,130018.39926066076,224657.489613718
2005,Japan,Lao People's Democratic Republic,RICE,1090.0,1023.7669233122895,2464.487280843957,1115905.9464103954,1570385.1897095174
2005,Japan,Mozambique,RICE,1300.0,1023.7669233122895,8190.923925870123,1330897.0003059763,9317304.103325183
2005,Luxembourg,Ethiopia,WHEAT,742.9,742.4457646311388,4226.952559226829,551562.9585444729,2588640.0977051384
2005,Saudi Arabia,Ethiopia,DRIED FRUITS,250.0,0.0,2514.232587910941,0.0,628558.1469777353
2005,Saudi Arabia,Senegal,DRIED FRUITS DATES,100.0,3504.5900209345828,,350459.00209345826,
2005,Switzerland,Ukraine,DAIRY PRODUCTS,11.0,0.0,0.0,0.0,0.0
2005,United States of America,Afghanistan,WHEAT,18510.0,1961.3412331771283,2735.933782625488,36304426.22610865,14337708.090289142
2005,United States of America,Afghanistan,VEGETABLE OIL,859.946,3196.723790366448,,2749009.836630466,
2005,United States of America,Azerbaijan,WHEAT FLOUR,388.5,1984.658988039939,1132.3479485328207,771040.0168535163,-331122.8388485155
2005,United States of America,Bangladesh,COMMON WHEAT,16000.0,1961.3412331771283,1360.7953514361636,31381459.730834052,-9608734.107855435
2005,United States of America,Bolivia,SOYA-FORTIFIED BULGUR WHEAT,40.0,1807.0259951642697,,72281.03980657079,
2005,United States of America,Bolivia,WHEAT FLOUR,220.0,1984.658988039939,,436624.9773687866,
2005,United States of America,Bolivia,CORN-SOYA BLEND,80.0,1119.2139932688615,2903.095580339847,89537.11946150892,142710.52696567884
2005,United States of America,Bolivia,WHEAT-SOYA BLEND,180.0,1807.0259951642697,,325264.67912956857,
2005,United States of America,Bolivia,LENTILS,248.5,1781.7565890595265,,442766.51238129236,
2005,United States of America,Bolivia,PEAS,205.0,1105.0226183501086,,226529.63676177227,
2005,United States of America,Bolivia,WHEAT FLOUR,3697.6,1984.658988039939,,7338475.074176478,
2005,United States of America,Burkina Faso,RICE,3250.0,1739.8616421225033,3587.3145721050264,5654550.336898136,6004222.0224431995
2005,United States of America,Burundi,CORN-SOYA BLEND,1467.975,1119.2139932688615,,1642978.161768857,
2005,United States of America,Burundi,VEGETABLE OIL,609.991,3196.723790366448,,1949972.74160942,
2005,United States of America,Burundi,PEAS,948.0,1105.0226183501086,,1047561.4421959029,
2005,United States of America,Cape Verde,MAIZE,6959.0,585.7172293863118,,4076006.199299344,
2005,United States of America,Chad,MAIZE MEAL,897.55,517.7466065457517,3402.0522092266096,464703.4667051394,2588808.493686204
2005,United States of America,Chad,CORN-SOYA BLEND,1092.925,1119.2139932688615,3848.6791975520327,1223216.9535933705,2983100.7583911847
2005,United States of America,Chad,VEGETABLE OIL,530.001,3196.723790366448,,1694266.805618008,
2005,United States of America,Chad,LENTILS,998.949,1781.7565890595265,,1779883.962884425,
2005,United States of America,"Congo, Democratic Republic of the",MAIZE MEAL,80.1,517.7466065457517,3309.361430095932,41471.50318431471,223608.34736636945
2005,United States of America,"Congo, Democratic Republic of the",PEAS,199.7,1105.0226183501086,,220673.01688451666,
2005,United States of America,El Salvador,PLAIN DRIED SKIM MILK,220.0,2388.071681656164,0.0,525375.7699643561,-525375.7699643561
2005,United States of America,Eritrea,WHEAT,7000.0,1961.3412331771283,5898.43602142438,13729388.632239899,27559663.51773076
2005,United States of America,Eritrea,CORN-SOYA BLEND,470.0,1119.2139932688615,7838.26486086333,526030.5768363649,3157953.9077694
2005,United States of America,Eritrea,VEGETABLE OIL,1580.0,3196.723790366448,,5050823.588778988,
2005,United States of America,Eritrea,LENTILS,1600.0,1781.7565890595265,,2850810.5424952423,
2005,United States of America,Ethiopia,HARD RED WINTER WHEAT,12540.0,1961.3412331771283,4226.952559226829,24595219.06404119,28410766.028663248
2005,United States of America,Ethiopia,CORN-SOYA BLEND,2580.0,1119.2139932688615,4498.175784288136,2887572.1026336625,8717721.420829728
2005,United States of America,Ethiopia,VEGETABLE OIL,5130.0,3196.723790366448,9211.524549245069,16399193.044579878,30855927.89304732
2005,United States of America,Ethiopia,BEANS,470.0,654.4143339759094,2842.286892899136,307574.7369686774,1028300.1026939165
2005,United States of America,Ethiopia,LENTILS,5470.0,1781.7565890595265,7732.859556999922,9746208.54215561,32552533.23463396
2005,United States of America,Ethiopia,PEAS,470.0,1105.0226183501086,4142.505794297581,519360.63062455103,1427617.0926953119
2005,United States of America,Ethiopia,PEAS,490.0,1105.0226183501086,4142.505794297581,541461.0829915532,1488366.7562142615
2005,United States of America,Ethiopia,HARD RED WINTER WHEAT,3960.0,1961.3412331771283,4226.952559226829,7766911.283381428,8971820.851156816
2005,United States of America,Ethiopia,CORN-SOYA BLEND,30.0,1119.2139932688615,4498.175784288136,33576.41979806584,101368.85373057824
2005,United States of America,Ethiopia,VEGETABLE OIL,140.0,3196.723790366448,9211.524549245069,447541.33065130276,842072.1062430069
2005,United States of America,Ethiopia,VEGETABLE OIL,1320.0,3196.723790366448,9211.524549245069,4219675.4032837115,7939537.001719779
2005,United States of America,Georgia,WHEAT FLOUR,343.0,1984.658988039939,3244.1084487103253,680738.032897699,431991.1650099425
2005,United States of America,Ghana,SOYA-FORTIFIED SORGHUM GRITS,2832.0,1390.9842060608817,,3939267.271564417,
2005,United States of America,Ghana,SOYA-FORTIFIED BULGUR WHEAT,1018.0,1807.0259951642697,,1839552.4630772267,
2005,United States of America,Ghana,VEGETABLE OIL,470.0,3196.723790366448,,1502460.1814722307,
2005,United States of America,Guatemala,RICE,880.0,1739.8616421225033,3041.555734545745,1531078.245067803,1145490.8013324528
2005,United States of America,Guatemala,SOYA-FORTIFIED BULGUR WHEAT,30.0,1807.0259951642697,,54210.77985492809,
2005,United States of America,Guatemala,CORN-SOYA BLEND,1210.0,1119.2139932688615,3077.499483235468,1354248.9318553223,2369525.442859594
2005,United States of America,Guatemala,VEGETABLE OIL,280.0,3196.723790366448,,895082.6613026055,
2005,United States of America,Guatemala,PINTO BEANS,480.0,1644.186681807485,,789209.6072675928,
2005,United States of America,Guatemala,SOYA OIL,1990.0,3196.723790366448,,6361480.342829232,
2005,United States of America,Haiti,SOYA-FORTIFIED BULGUR WHEAT,1245.0,1807.0259951642697,,2249747.3639795156,
2005,United States of America,Haiti,VEGETABLE OIL,400.0,3196.723790366448,,1278689.5161465793,
2005,United States of America,Haiti,LENTILS,630.0,1781.7565890595265,,1122506.6511075017,
2005,United States of America,Haiti,HARD RED WINTER WHEAT,1900.0,1961.3412331771283,,3726548.3430365436,
2005,United States of America,India,BULGUR WHEAT,4808.0,1961.3412331771283,1805.1330836372672,9430128.649115633,-751048.7829876521
2005,United States of America,Indonesia,CORN-SOYA BLEND,150.0,1119.2139932688615,2775.484962882385,167882.09899032922,248440.64544202853
2005,United States of America,Indonesia,VEGETABLE OIL,760.0,3196.723790366448,8022.543145956447,2429510.0806785007,3667622.710248399
2005,United States of America,Indonesia,PEAS,180.0,1105.0226183501086,,198904.07130301953,
2005,United States of America,Kenya,MAIZE,2699.972,585.7172293863118,2707.2936690752495,1581420.1192606192,5728196.98301982
2005,United States of America,Kenya,MAIZE MEAL,5687.998,517.7466065457517,2393.120843576921,2944941.662539022,10667124.909484817
2005,United States of America,Kenya,CORN-SOYA BLEND,260.0,1119.2139932688615,2707.2936690752495,290995.638249904,412900.7157096609
2005,United States of America,Kenya,PEAS,547.45,1105.0226183501086,,604944.632415767,
2005,United States of America,Kenya,CORN-SOYA BLEND,150.0,1119.2139932688615,2707.2936690752495,167882.09899032922,238211.95137095818
2005,United States of America,Kenya,VEGETABLE OIL,40.0,3196.723790366448,,127868.95161465793,
2005,United States of America,Kenya,PINTO BEANS,130.0,1644.186681807485,,213744.26863497304,
2005,United States of America,Lesotho,SORGHUM,2000.0,1129.2576549703522,,2258515.309940704,
2005,United States of America,Liberia,VEGETABLE OIL,80.0,3196.723790366448,,255737.90322931585,
2005,United States of America,Liberia,LENTILS,610.0,1781.7565890595265,,1086871.519326311,
2005,United States of America,Madagascar,RICE,429.0,1739.8616421225033,4564.472817577358,746400.644470554,1211758.1942701326
2005,United States of America,Madagascar,CORN-SOYA BLEND,61.0,1119.2139932688615,,68272.05358940054,
2005,United States of America,Madagascar,VEGETABLE OIL,20.0,3196.723790366448,,63934.47580732896,
2005,United States of America,Madagascar,BEANS,129.0,654.4143339759094,1115.481651814402,84419.4490828923,59477.68400116556
2005,United States of America,Malawi,SORGHUM,5300.0,1129.2576549703522,,5985065.571342867,
2005,United States of America,Malawi,MAIZE MEAL,765.0,517.7466065457517,3321.5695794969647,396076.15400750004,2144924.5743076783
2005,United States of America,Malawi,CORN-SOYA BLEND,500.0,1119.2139932688615,3757.630676319848,559606.9966344307,1319208.3415254934
2005,United States of America,Malawi,VEGETABLE OIL,290.0,3196.723790366448,,927049.89920627,
2005,United States of America,Nepal,RICE,1320.0,1739.8616421225033,2717.948489428407,2296617.3676017043,1291074.6384437927
2005,United States of America,Nepal,LENTILS,199.9,1781.7565890595265,,356173.14215299935,
2005,United States of America,Nicaragua,CORN-SOYA BLEND,320.0,1119.2139932688615,2343.1835983067576,358148.4778460357,391670.27361212677
2005,United States of America,Nicaragua,WHEAT,3572.0,1961.3412331771283,,7005910.884908702,
2005,United States of America,Rwanda,CORN-SOYA BLEND,199.4,1119.2139932688615,,223171.27025781097,
2005,United States of America,Rwanda,VEGETABLE OIL,350.005,3196.723790366448,,1118869.3102472087,
2005,United States of America,Rwanda,PEAS,237.15,1105.0226183501086,,262056.11394172825,
2005,United States of America,Rwanda,MAIZE MEAL,520.0,517.7466065457517,,269228.23540379084,
2005,United States of America,Rwanda,VEGETABLE OIL,90.0,3196.723790366448,,287705.14113298035,
2005,United States of America,Rwanda,VEGETABLE OIL,527.0,3196.723790366448,,1684673.4375231182,
2005,United States of America,Somalia,CORN-SOYA BLEND,204.65,1119.2139932688615,4465.838149131658,229047.1437224725,684886.6334973213
2005,United States of America,Somalia,VEGETABLE OIL,499.976,3196.723790366448,,1598285.1738122553,
2005,United States of America,Somalia,PEAS,199.55,1105.0226183501086,,220507.26349176417,
2005,United States of America,Sudan,WHEAT,170000.905,1961.3412331771283,1808.4462046018339,333429784.6539278,-25992293.227800913
2005,United States of America,Sudan,PLAIN DRIED SKIM MILK,40.025,2388.071681656164,0.0,95582.56905828796,-95582.56905828796
2005,United States of America,Sudan,CORN-SOYA BLEND,4230.225,1119.2139932688615,8154.27020110917,4734527.01467577,29759870.64681127
2005,United States of America,Sudan,LENTILS,560.5,1781.7565890595265,,998674.5681678646,
2005,United States of America,Sudan,PEAS,98.45,1105.0226183501086,,108789.47677656819,
2005,United States of America,Sudan,PEAS,1359.3,1105.0226183501086,,1502057.2451233026,
2005,United States of America,Swaziland,MAIZE,3000.0,585.7172293863118,4226.545469699913,1757151.6881589354,10922484.720940804
2005,United States of America,Tajikistan,VEGETABLE OIL,150.0,3196.723790366448,357389.88819912553,479508.56855496723,53128974.66131386
2005,United States of America,Tanzania,MAIZE,13879.973,585.7172293863118,,8129739.329516815,
2005,United States of America,Uganda,MAIZE MEAL,3226.925,517.7466065457517,,1670729.4683276499,
2005,United States of America,Uganda,CORN-SOYA BLEND,894.1,1119.2139932688615,,1000689.2313816891,
2005,United States of America,Uganda,BEANS,1373.5,654.4143339759094,,898838.0877159114,
2005,United States of America,Uganda,PEAS,908.35,1105.0226183501086,,1003747.2953783212,
2005,United States of America,Uganda,CORN-SOYA BLEND,2870.0,1119.2139932688615,,3212144.1606816323,
2005,United States of America,Uganda,VEGETABLE OIL,20.0,3196.723790366448,,63934.47580732896,
2005,United States of America,Zimbabwe,BULGUR WHEAT,4300.0,1961.3412331771283,1179.9675240593497,8433767.302661652,-3359906.949206448
2005,Algeria,Niger,RICE,3.25,1481.6161616161614,4388.472158178989,4815.252525252525,9447.281988829189
2005,Algeria,Niger,WHEAT FLOUR,20.075,3395.134989143969,2807.4769731028937,68157.33490706517,-11797.234672024588
2005,Australia,"Korea, Democratic People's Republic of",WHEAT FLOUR,343.0,2038.3113557636955,2204.7192012784803,699140.7950269475,57077.891011571206
2005,Canada,Bangladesh,WHEAT,775.0,1341.2082980589053,1360.7953514361636,1039436.4309956515,15179.966367375238
2005,Canada,Côte d'Ivoire,PEAS,449.5,1198.5304697317051,,538739.4461444014,
2005,Canada,"Korea, Democratic People's Republic of",WHEAT,3687.0,1341.2082980589053,2178.815959368133,4945034.994943184,3088259.447247123
2005,Canada,"Congo, Democratic Republic of the",BEANS,392.0,1133.914245344889,,444494.38417519646,
2005,Canada,Eritrea,WHEAT,1933.0,1341.2082980589053,5898.43602142438,2592555.640147864,8809121.189265464
2005,Canada,Ethiopia,VEGETABLE OIL,385.931,2770.8855292768285,9211.524549245069,1069370.6231993358,2485642.2576153628
