population_1980,pop_changes,income_per_capita_1980,income_changes,liv_avg,avg_ag,mat,seasonality_t,mapcp,seasonality_p,cluster,Geo_FIPS,CFS07DDGEO
0.0042598094580849,0.1743447652741433,0.3231197771587743,0.333426681135576,0.0215291845055861,0.0010210776287296,0.7222597366487263,0.2284658276077318,0.4789166348106148,0.1597331914929271,4,01001,019
0.0104516526806199,0.2076975049010207,0.3423088826988548,0.3992543844295865,0.0395774050796177,0.0086405557750625,0.7947160930269509,0.165195309927027,0.5655620437622034,0.1545438649165823,4,01003,012
0.0032563448772551,0.1677202535488148,0.1962240792324357,0.1846536213113032,0.0326682690865606,0.0028924098802482,0.7439425234851348,0.2032785577624553,0.4605286349662707,0.1610873372713636,4,01005,019
0.0020482553719058,0.1695493755444583,0.2287217579696688,0.2238071901144677,0.0108256328525407,7.62430365497536e-05,0.6907757542054777,0.2477029064139342,0.4911173119138581,0.1319961190911243,4,01007,011
0.004821524937158,0.1737473839485014,0.2652429588362736,0.2671614100185528,0.0506504998230272,0.0005889050747172,0.6506027685646761,0.2737408360224324,0.5018438359111936,0.1079407955367094,4,01009,011
0.0013625612620944,0.1675216041924473,0.1360775817600329,0.2072671264045927,0.0216149712944206,0.0007643605689544,0.729692558241147,0.2141716137175309,0.4629115439464726,0.1564591544200165,4,01011,019
0.0028449551597244,0.1670827410400684,0.2013824409367584,0.2422550495326775,0.0217205550345246,0.00014708150342,0.7307699946376437,0.2054369835391336,0.4987948111641918,0.1364617548659575,4,01013,019
0.0159624827556691,0.166084334534689,0.3047560094913855,0.2741274897609129,0.0227236005655129,0.0011737567221748,0.6560495322833709,0.2628467310761967,0.4716877908533836,0.1251129715503806,4,01015,019
0.005186907482117,0.1659905995570091,0.2609099350046425,0.2439353099730458,0.0233670014817718,0.0001968807526094,0.6697086453099245,0.2442496727246025,0.4682175795046938,0.1355434627628995,4,01017,019
0.0024544291599879,0.1697282459605814,0.2882492520375528,0.2768054048377498,0.0191865452720281,0.0012210467068702,0.6427528748187724,0.2749566631448129,0.4752381192186988,0.1088544187651811,4,01019,019
0.0040395367452199,0.1715226831479702,0.2590529247910864,0.2758602583400427,0.0254456813650697,0.0006705526809464,0.6911034537546424,0.2404775277734931,0.4856693547833292,0.1422993985100767,4,01021,011
0.0021975111992023,0.1664721737542636,0.2078819766842051,0.238999544929464,0.012435784889127,1.8336932841079977e-05,0.7352932414450556,0.2169923937585353,0.4961967307679101,0.1231638000866111,4,01023,019
0.0036503481632906,0.1665432632786202,0.2474981945734034,0.2547169811320754,0.0119837545018067,2.895305185433681e-05,0.7462314551846044,0.2017523884499748,0.5164022423608424,0.12822647604757,4,01025,019
0.0017780969748277,0.1675230374489868,0.2283090890333229,0.2713270556936324,0.0259571026061986,4.922018815237258e-05,0.6450715973863478,0.2521475294366705,0.4986757801680626,0.1219320932140222,4,01027,019
0.001629911081777,0.1683184948283804,0.2446095120189828,0.2578149613190044,0.0145969520693813,0.0003699556625831,0.6309209350360471,0.2609671614958102,0.4791043375352801,0.1144444444388068,4,01029,019
0.0050989053903956,0.1715714138703115,0.316929743113587,0.3013617110652151,0.0373172531430159,0.0036119897290013,0.75392246430061,0.1939151737484979,0.4993121381858302,0.1406957793753662,4,01031,019
0.0072369014971723,0.1677684109685403,0.3728463839884452,0.2550320299646445,0.0248220774000803,0.0025744088607147,0.6276836607018726,0.2940703804172542,0.4996440515404214,0.1312065103777799,4,01033,019
0.0020697877986036,0.1665922806522693,0.1920973898689776,0.1972905800399061,0.0217469509695506,7.52779348212757e-05,0.7495978232805706,0.1919772518635832,0.5273233362556968,0.133068073685134,4,01035,019
0.0014670135928458,0.1674476481550118,0.2341896213762509,0.2658837119753561,0.0084895926027391,4.17406497566689e-05,0.6810242100454812,0.2422148922791963,0.4873312106139023,0.127953859405816,4,01037,019
0.0048738179734241,0.1677133739174255,0.2624574435159393,0.264938565477649,0.0452822265371132,0.0013576568565362,0.7543941530456196,0.1906321699875088,0.5219188712199074,0.1303232106077602,4,01039,019
0.0018325298795855,0.167561448724244,0.1750747962447126,0.2981062064620016,0.0312527870707911,0.0008611120172344,0.7278902107207409,0.2077090525226232,0.492678449209245,0.1502024809557021,4,01041,019
0.0081895442013241,0.1738640510308124,0.2890745899102445,0.2510939195575314,0.0866842506254036,0.0008029646380936,0.6392772735397508,0.2813530109958529,0.5114716122519519,0.1012699075273598,4,01043,011
0.0063410990498315,0.1680648084208981,0.2755596822449189,0.2481884692127279,0.0213246160091345,0.0024067706904781,0.7629639927707496,0.190460758262408,0.4846461460281416,0.147626976283457,4,01045,019
0.0071649484191387,0.1631146269849528,0.2075724749819457,0.1753596807505163,0.041962937707593,0.0027627002079408,0.7329943794562174,0.2218018361599906,0.4678833770924847,0.149847690616001,4,01047,019
0.0071217498239623,0.1727372247394984,0.2735995047972764,0.2141806980081912,0.0712096337164076,0.0006452670156603,0.6066860638318999,0.2850695409908694,0.5051950162637543,0.09831922857829,4,01049,019
0.0057484892194094,0.1785745919733621,0.3221912720519962,0.3297511114222704,0.0242710622564125,0.0018155493716126,0.7178904093265283,0.2306006436845131,0.4732260375725917,0.1572423635845311,4,01051,019
0.0050864674047875,0.1671655832680485,0.2467760239347983,0.1500507578674694,0.0216149712944206,0.0015016982895116,0.7668914222160438,0.180613664257621,0.5550781598723621,0.1428135737147084,4,01053,019
0.013728460050327,0.1675465428562337,0.3572681316413906,0.245195505303322,0.0296162390991787,0.0003445413170666,0.65242497666382,0.2725396110861678,0.4891807691691407,0.1223132034511659,4,01055,019
0.0024609825072437,0.1669540346028259,0.2742185082017951,0.2294430636748696,0.0132837543018375,0.0002697459331095,0.6688794661476437,0.2670882816761986,0.5146282227069938,0.0985276043163026,4,01057,019
0.0037370128372048,0.1685707479793232,0.2901062622511091,0.1937375293170441,0.0373040551755029,0.000363602076204,0.6245804452741756,0.2902553140217425,0.5180938559404478,0.1336795897496749,4,01059,019
0.003189072761547,0.1682534249814895,0.3036211699164345,0.2074071481079567,0.049911413642299,0.0042580288260444,0.7741752894679351,0.1831803154721156,0.5130693744692246,0.1553504767090689,4,01061,019
0.0014194015189054,0.1668402340335938,0.0918188383369441,0.1384989673399376,0.0259208081955378,0.0001877122861889,0.7140076661833928,0.243242623320203,0.4821121592451604,0.1329387568766395,4,01063,019
0.0020323400999987,0.1673992040839785,0.1127617868564943,0.2089298841320404,0.0406728363831969,0.0004724172960899,0.7124138547397275,0.2396629135800325,0.4792668606261486,0.1362488223599805,4,01065,019
0.0019919500822177,0.1681648497273516,0.2308882698854843,0.2826863163790387,0.0254192854300437,0.0063928338494375,0.7662012671049238,0.1893128842659992,0.4681374624880683,0.1788727376790391,4,01067,019
0.0099268499330288,0.1764393263808925,0.3561332920664397,0.2926453600308047,0.0365088776328445,0.0099563754716693,0.7859128915016581,0.1788797812479314,0.4824188929659549,0.1707385233416674,4,01069,019
0.0068206970755353,0.1677454788639091,0.2898999277829361,0.2347463856897819,0.0483672514432777,0.0007292308660378,0.611164624337153,0.2931632368872139,0.5139506616521043,0.1117807812461193,4,01071,019
0.0897295005613811,0.1639998062237158,0.4568245125348188,0.3726852662162635,0.010330709070803,0.0003244672011142,0.6770074079958693,0.2609150595037232,0.4932507136137122,0.1124343257858981,4,01073,011
0.0021458868718399,0.1668978509464796,0.2533787269163314,0.2139006546014632,0.0126700488124828,0.0006327850333053,0.6711981887152193,0.2697600635601449,0.5135592327994487,0.1190697854744048,4,01075,019
0.010717798824276,0.171175548414116,0.3756318993087795,0.3023943711275247,0.0529040527758725,0.0006334927745728,0.6171724494051759,0.299489550631398,0.5017408283183895,0.1449275239801593,1,01077,019
0.0039804228781364,0.1684451947064676,0.2230475600949138,0.2624531802429376,0.0456946630218946,0.0035650857849973,0.626213977875315,0.2910974265258418,0.5015302350175456,0.1223559872250585,4,01079,019
0.0101476576130168,0.1926325454148833,0.3090890333230165,0.3183043371722617,0.0142076120277477,0.0006883105527504,0.7020416674941908,0.2284117537951257,0.4711407060827128,0.1454033873580605,4,01081,019
0.0060982239760227,0.182237995688191,0.3030021665119157,0.3174292015262365,0.0370202988739734,0.0085154785910518,0.6245705149848068,0.2981482783719246,0.5027731933040486,0.1482960390918753,4,01083,019
0.0017179131734985,0.1666920353074149,0.0770659238625812,0.2262925753491791,0.065240852908652,0.0033332683498169,0.7385007249111241,0.2177407935104211,0.4662352556076189,0.1591452223614629,4,01085,019
0.0035335915887119,0.1652372799198752,0.1448467966573816,0.2300556586270871,0.0182527890704831,0.0023054350089879,0.7258098150980118,0.2239232727818978,0.4633029727991283,0.1613113229472993,4,01087,019
0.0262880169370591,0.2165799689785955,0.4547611678530898,0.457905975426191,0.0356048168582038,0.0056798166924381,0.6259011737602035,0.2962200721811202,0.5111374098397431,0.129266346835337,6,01089,019
0.003295263735448,0.165949035117365,0.2163416898792943,0.3195295270766968,0.0428439020390859,0.0002623146498002,0.7297571051220434,0.2235475015411364,0.4772135759429201,0.1438920128177815,4,01091,019
0.0039631701884221,0.1675789344540253,0.2601877643660373,0.216018482864844,0.0217667479208201,0.0001182249617385,0.6396496593910751,0.2819780124198406,0.5299694868619538,0.1250703420217435,4,01093,019
0.0087218364886362,0.1763900223559355,0.2885587537398122,0.2702768929184023,0.0506966927093227,0.0004674952772746,0.637405413993764,0.282080407794942,0.4978791881170439,0.1052579295182723,4,01095,019
0.0487585084849129,0.1816879118283509,0.3512844320643764,0.2756852312108376,0.0319555788408585,0.0027256403015672,0.7884600107247127,0.170351460935563,0.5707627826700026,0.1607126005128026,4,01097,012
0.0029748184288149,0.1671713162942063,0.2342927886103373,0.2098925333426681,0.0240236003655437,0.0008776635118777,0.7496574050167822,0.195073051988177,0.5138613884050075,0.1260250241855359,4,01099,019
0.0262976463452717,0.1760741326146412,0.40616940059837,0.3147687891623201,0.0749809529332482,0.0007842416645611,0.7370260769398821,0.2191022200702846,0.4635021208118829,0.1561992512854068,4,01101,019
0.0120130879706624,0.1759904304327374,0.3797585886722377,0.3005390835579514,0.0490502462620756,0.0004584233210269,0.6335028102718913,0.2895837838366871,0.4971764474283582,0.1115110758609763,4,01103,019
0.0019531649658055,0.165949321768673,0.0949138553595377,0.0926068540623796,0.0281776606402614,0.0008459116650108,0.7119123751266111,0.2346915136834452,0.4738189034956199,0.1449239702643422,4,01105,019
0.0028183405453588,0.1672323730227868,0.1866295264623955,0.24582560296846,0.0236375598157883,0.0010912887794763,0.6959246092431134,0.2573006276218507,0.4956313335362965,0.126698190316821,4,01107,019
0.0036968903029853,0.1691403241280999,0.1919942226348911,0.2503062974761088,0.0415669986822029,0.0026685062792413,0.7344690274274593,0.2064427461857351,0.4815650744744894,0.1555782603857644,4,01109,019
0.0026302996016501,0.1684044902207473,0.1774476426287011,0.2695767844015822,0.0299692847301515,0.000218692051673,0.6448928521777125,0.2543963728676143,0.4818832534833734,0.1195869777041345,4,01111,019
0.0062789091217912,0.1706762018357723,0.2259362426493345,0.2535793047922428,0.0110104043977227,0.0027516980482361,0.7322098865960961,0.214879420401702,0.4429967426710098,0.1486187984148636,4,01113,019
0.0054562634285106,0.1813230047134074,0.306922521407201,0.3035670528931984,0.0205624333852586,0.001357512091277,0.6613572719509048,0.265205279271846,0.49280205832061,0.1196906183112539,4,01115,011
0.0088122459324109,0.2106554597471334,0.4383575776333436,0.4872755277067945,0.0194208091953839,0.0017611176341264,0.6790381521717544,0.2532970984525698,0.4909158748434857,0.1170125820416516,6,01117,011
0.0022067393820728,0.1664065306047568,0.1796141545445166,0.1332656561767073,0.0364131923683752,0.0006941011631213,0.7200651426982588,0.2357755993470209,0.4793080636632705,0.1326178130459061,4,01119,019
0.009819054057759,0.16948258578972,0.2413081605282162,0.2499912486435397,0.0277421277123323,0.0028387502241448,0.6705080336040995,0.2550694660539955,0.4833253597826312,0.1179565333529075,4,01121,019
0.0051180304650402,0.1681513771158808,0.2751470133085732,0.2686841460426366,0.0145639571505988,0.0006519262175868,0.6784324045202678,0.243699108811364,0.4786144792050562,0.1505782031758172,4,01123,019
0.0183404116170785,0.188084822415215,0.3138347260909934,0.2965834704379179,0.0179162408989015,0.0009087397875347,0.6955323628130526,0.2524707474902794,0.4926624258059199,0.1191690074807018,4,01125,019
0.0091281440184991,0.166250305641957,0.2973279686371607,0.2594952217593727,0.0160487284958116,0.0001894012142137,0.6664763361204348,0.270157819993888,0.502242131936703,0.0947236282891675,4,01127,011
0.0021951038471491,0.1675038318113582,0.1997317651913752,0.3646340182728322,0.0150984748348754,4.9606228843763735e-05,0.7579442314949055,0.1932101866417665,0.5456106175648546,0.1391791012627358,4,01129,019
0.0019187933281575,0.1664380622486247,0.1013102238728979,0.1825007876220813,0.0272933968168902,0.0001162947582815,0.7406456674147485,0.2103139663937289,0.479807078223966,0.1372362469029596,4,01131,019
0.0028814666658642,0.1681470773462624,0.2658619622407923,0.22876045787097,0.0233406055467458,0.0002029126384124,0.6296349625628092,0.2844386080457511,0.5260139952982755,0.1006365618325113,4,01133,019
0.0069144500638282,0.173262943238168,0.071804394924172,0.1306227465257115,0.0593083665115572,0.0095473653591404,0.39371611288753,0.3962613787715037,0.0866682995277673,0.5563324543409371,5,04001,049
