year,country_export,country_import,Product,Commodity Cereals Non Cereals,Tonnage,Exporter Footprint (per unit),Importers Footprint (per unit),Water Footprint Traded (m3),Water Saved (m3)
2005,Denmark,Nicaragua,VEGETABLE OIL,NON CEREALS,147.168,0.0,,0.0,
2005,Denmark,Nicaragua,PEAS,NON CEREALS,500.0,566.472003430096,,283236.00171504804,
2005,Denmark,Pakistan,VEGETABLE OIL,NON CEREALS,413.1,0.0,,0.0,
2005,Denmark,Sao Tome and Principe,VEGETABLE OIL,NON CEREALS,65.52,0.0,,0.0,
2005,Denmark,Zambia,VEGETABLE OIL,NON CEREALS,257.0,0.0,,0.0,
2005,India,Afghanistan,HIGH ENERGY BISCUITS,NON CEREALS,500.0,,,,
2005,Italy,Burundi,RICE,CEREALS,1606.0,1402.7836957765223,2792.7235344439273,2252870.615417095,2232243.380899852
2005,Italy,El Salvador,CORN-SOYA BLEND,CEREALS,396.0,899.3911038652027,1775.5315980907635,356158.87713062024,346951.6357133221
2005,Italy,Sierra Leone,RICE,CEREALS,976.0,1402.7836957765223,8136.324577198558,1369116.887077886,6571935.9002679065
2005,Italy,Somalia,RICE,CEREALS,169.0,1402.7836957765223,1415.706689955187,237070.44458623228,2183.9860161943116
2005,Japan,"Congo, Democratic Republic of the",RICE,CEREALS,665.481,1023.7669233122895,7457.803221404149,681297.4358927857,4281728.909690469
2005,Japan,Kenya,RICE,CEREALS,750.0,1023.7669233122895,2462.8180358068507,767825.1924842171,1079288.334370921
2005,Japan,Madagascar,RICE,CEREALS,1096.0,1023.7669233122895,4564.472817577358,1122048.5479502692,3880613.6601145146
2005,Libyan Arab Jamahiriya,Niger,MAIZE,CEREALS,300.0,1151.1234817813768,5319.31048659774,345337.044534413,1250456.101444909
2005,Libyan Arab Jamahiriya,Niger,MILLET,CEREALS,440.0,2389.285714285714,,1051285.7142857143,
2005,Libyan Arab Jamahiriya,Niger,RICE,CEREALS,803.0,0.0,4388.472158178989,0.0,3523943.1430177283
2005,Libyan Arab Jamahiriya,Niger,DRIED FRUITS DATES,NON CEREALS,30.0,2104.9920696890495,6198.710242531231,63149.76209067149,122811.54518526545
2005,Libyan Arab Jamahiriya,Niger,MISCELLANEOUS,NON CEREALS,30.0,,,,
2005,Libyan Arab Jamahiriya,Niger,MANIOC,NON CEREALS,250.0,0.0,457.83030658310554,0.0,114457.57664577638
2005,Norway,Benin,CANNED FISH,NON CEREALS,260.075,,,,
2005,Switzerland,Romania,DAIRY PRODUCTS,NON CEREALS,7.0,0.0,3701.0971869189543,0.0,25907.680308432682
2005,United Kingdom,Niger,HARD BISCUITS,NON CEREALS,50.0,,,,
2005,United States of America,Afghanistan,VEGETABLE OIL,NON CEREALS,339.49,3196.723790366448,,1085255.7595915056,
2005,United States of America,Angola,CORN-SOYA BLEND,CEREALS,1100.0,1119.2139932688615,,1231135.3925957477,
2005,United States of America,Angola,VEGETABLE OIL,NON CEREALS,629.996,3196.723790366448,,2013923.2010357007,
2005,United States of America,Angola,PEAS,NON CEREALS,498.149,1105.0226183501086,,550465.9123084883,
2005,United States of America,Angola,VEGETABLE OIL,NON CEREALS,920.0,3196.723790366448,,2940985.887137132,
2005,United States of America,Armenia,WHEAT FLOUR,CEREALS,227.9,1984.658988039939,1071.959071118649,452303.7833743021,-208004.311066362
2005,United States of America,Azerbaijan,WHEAT FLOUR,CEREALS,791.2,1984.658988039939,1132.3479485328207,1570262.1913371999,-674348.494458032
2005,United States of America,Bangladesh,WHEAT,CEREALS,8500.0,1961.3412331771283,1360.7953514361636,16671400.48200559,-5104639.994798199
2005,United States of America,Bangladesh,VEGETABLE OIL,NON CEREALS,340.0,3196.723790366448,,1086886.0887245925,
2005,United States of America,Bangladesh,PEAS,NON CEREALS,340.0,1105.0226183501086,4403.949159051354,375707.6902390369,1121635.0238384237
2005,United States of America,Benin,RICE,CEREALS,2250.0,1739.8616421225033,2404.895401346096,3914688.6947756326,1496325.9582530838
2005,United States of America,Bolivia,SOYA-FORTIFIED BULGUR WHEAT,CEREALS,170.0,1807.0259951642697,,307194.41917792585,
2005,United States of America,Bolivia,WHEAT FLOUR,CEREALS,1335.0,1984.658988039939,,2649519.7490333184,
2005,United States of America,Bolivia,CORN-SOYA BLEND,CEREALS,368.1,1119.2139932688615,2903.095580339847,411982.67092226795,656646.8122008297
2005,United States of America,Bolivia,WHEAT-SOYA BLEND,CEREALS,218.35,1807.0259951642697,,394564.1260441183,
2005,United States of America,Bolivia,LENTILS,NON CEREALS,518.52,1781.7565890595265,,923876.4265591457,
2005,United States of America,Bolivia,PEAS,NON CEREALS,20.0,1105.0226183501086,,22100.452367002174,
2005,United States of America,Burkina Faso,VEGETABLE OIL,NON CEREALS,310.0,3196.723790366448,,990984.3750135989,
2005,United States of America,Burkina Faso,LENTILS,NON CEREALS,72.0,1781.7565890595265,,128286.47441228591,
2005,United States of America,Burkina Faso,RICE,CEREALS,1500.0,1739.8616421225033,3587.3145721050264,2609792.463183755,2771179.3949737847
2005,United States of America,Burundi,CORN-SOYA BLEND,CEREALS,513.524,1119.2139932688615,,574743.2466793988,
2005,United States of America,Burundi,PEAS,NON CEREALS,1789.65,1105.0226183501086,,1977603.728930272,
2005,United States of America,Cambodia,SOYA OIL,NON CEREALS,1000.0,3196.723790366448,,3196723.790366448,
2005,United States of America,Côte d'Ivoire,MAIZE MEAL,CEREALS,499.525,517.7466065457517,,258627.37363476658,
2005,United States of America,Côte d'Ivoire,CORN-SOYA BLEND,CEREALS,99.874,1119.2139932688615,,111780.37836373427,
2005,United States of America,Côte d'Ivoire,BEANS,NON CEREALS,98.6,654.4143339759094,769.8025170091147,64525.25333002466,11377.274847074046
2005,United States of America,"Congo, Democratic Republic of the",MAIZE MEAL,CEREALS,4006.475,517.7466065457517,3309.361430095932,2074338.8354603904,11184535.00018321
2005,United States of America,"Congo, Democratic Republic of the",CORN-SOYA BLEND,CEREALS,99.748,1119.2139932688615,3743.8198210622672,111639.3574005824,261799.18211073664
2005,United States of America,"Congo, Democratic Republic of the",VEGETABLE OIL,NON CEREALS,148.515,3196.723790366448,,474761.433726273,
2005,United States of America,Djibouti,WHEAT FLOUR,CEREALS,635.85,1984.658988039939,,1261945.4175451952,
2005,United States of America,Djibouti,CORN-SOYA BLEND,CEREALS,49.725,1119.2139932688615,2622.306562551339,55652.91581529414,74741.2780075712
2005,United States of America,Djibouti,VEGETABLE OIL,NON CEREALS,30.003,3196.723790366448,,95911.30388236455,
2005,United States of America,Eritrea,SORGHUM,CEREALS,23300.0,1129.2576549703522,7275.585394848904,26311703.360809207,143209436.33917028
2005,United States of America,Eritrea,VEGETABLE OIL,NON CEREALS,929.784,3196.723790366448,,2972262.6327020777,
2005,United States of America,Ethiopia,WHEAT,CEREALS,61000.0,1961.3412331771283,4226.952559226829,119641815.22380483,138202290.88903177
2005,United States of America,Ethiopia,HARD RED WINTER WHEAT,CEREALS,23760.0,1961.3412331771283,4226.952559226829,46601467.70028857,53830925.106940895
2005,United States of America,Ethiopia,CORN-SOYA BLEND,CEREALS,90.0,1119.2139932688615,4498.175784288136,100729.25939419754,304106.56119173474
2005,United States of America,Ethiopia,VEGETABLE OIL,NON CEREALS,909.153,3196.723790366448,9211.524549245069,2906311.0241830274,5468374.154336775
2005,United States of America,Ethiopia,PEAS,NON CEREALS,320.0,1105.0226183501086,4142.505794297581,353607.2378720348,971994.6163031912
2005,United States of America,Ghana,SOYA-FORTIFIED SORGHUM GRITS,CEREALS,1090.0,1390.9842060608817,,1516172.784606361,
2005,United States of America,Ghana,WHEAT-SOYA BLEND,CEREALS,500.0,1807.0259951642697,,903512.9975821349,
2005,United States of America,Ghana,VEGETABLE OIL,NON CEREALS,130.0,3196.723790366448,,415574.09274763823,
2005,United States of America,Guatemala,CORN-SOYA BLEND,CEREALS,160.0,1119.2139932688615,3077.499483235468,179074.23892301784,313325.678394657
2005,United States of America,Guatemala,VEGETABLE OIL,NON CEREALS,130.0,3196.723790366448,,415574.09274763823,
2005,United States of America,Guatemala,PINTO BEANS,NON CEREALS,120.0,1644.186681807485,,197302.4018168982,
2005,United States of America,Guatemala,SOYA OIL,NON CEREALS,530.0,3196.723790366448,,1694263.6088942175,
2005,United States of America,Haiti,MAIZE MEAL,CEREALS,270.0,517.7466065457517,4458.323986654606,139791.58376735295,1063955.8926293908
2005,United States of America,Haiti,SOYA-FORTIFIED BULGUR WHEAT,CEREALS,2100.0,1807.0259951642697,,3794754.5898449663,
2005,United States of America,Haiti,WHEAT-SOYA BLEND,CEREALS,220.0,1807.0259951642697,,397545.7189361393,
2005,United States of America,Haiti,VEGETABLE OIL,NON CEREALS,320.0,3196.723790366448,,1022951.6129172634,
2005,United States of America,Haiti,LENTILS,NON CEREALS,910.0,1781.7565890595265,,1621398.4960441692,
2005,United States of America,Haiti,HARD RED WINTER WHEAT,CEREALS,1600.0,1961.3412331771283,,3138145.9730834053,
2005,United States of America,Honduras,RICE,CEREALS,310.0,1739.8616421225033,3305.758574259671,539357.109057976,485428.048962522
2005,United States of America,Honduras,CORN-SOYA BLEND,CEREALS,200.0,1119.2139932688615,2769.5208332566713,223842.7986537723,330061.36799756193
2005,United States of America,Honduras,BEANS,NON CEREALS,290.0,654.4143339759094,4255.277683551335,189780.1568530137,1044250.3713768735
2005,United States of America,Honduras,RICE,CEREALS,3000.0,1739.8616421225033,3305.758574259671,5219584.92636751,4697690.796411503
2005,United States of America,Honduras,SOYA BEANS,NON CEREALS,6800.0,1652.7107571514111,,11238433.148629596,
2005,United States of America,India,VEGETABLE OIL,NON CEREALS,3240.0,3196.723790366448,8249.1399248777,10357385.080787292,16369828.275816455
2005,United States of America,Indonesia,SOYA-FORTIFIED MAIZE MEAL,CEREALS,1420.0,1085.2286818485813,2694.0604968676703,1541024.7282249855,2284541.1773271062
2005,United States of America,Indonesia,VEGETABLE OIL,NON CEREALS,380.0,3196.723790366448,8022.543145956447,1214755.0403392504,1833811.3551241995
2005,United States of America,Indonesia,LENTILS,NON CEREALS,290.0,1781.7565890595265,,516709.4108272627,
2005,United States of America,Indonesia,PEAS,NON CEREALS,200.0,1105.0226183501086,,221004.5236700217,
2005,United States of America,Iraq,WHEAT FLOUR,CEREALS,866.75,1984.658988039939,5957.506487579069,1720203.177883617,3443465.5702255405
2005,United States of America,Kenya,SORGHUM,CEREALS,5000.0,1129.2576549703522,,5646288.274851761,
2005,United States of America,Kenya,VEGETABLE OIL,NON CEREALS,469.995,3196.723790366448,,1502444.1978532788,
2005,United States of America,Lesotho,SOYA-FORTIFIED MAIZE MEAL,CEREALS,1090.124,1085.2286818485813,5366.989421384037,1183033.8315715028,4667650.144425348
2005,United States of America,Lesotho,VEGETABLE OIL,NON CEREALS,98.76,3196.723790366448,,315708.44153659046,
2005,United States of America,Liberia,BULGUR WHEAT,CEREALS,2720.0,1961.3412331771283,,5334848.154241789,
2005,United States of America,Madagascar,RICE,CEREALS,1109.0,1739.8616421225033,4564.472817577358,1929506.5611138563,3132493.793579434
2005,United States of America,Madagascar,BEANS,NON CEREALS,278.0,654.4143339759094,1115.481651814402,181927.1848453028,128176.71435910098
2005,United States of America,Malawi,SOYA-FORTIFIED MAIZE MEAL,CEREALS,2707.073,1085.2286818485813,3321.5695794969647,2937793.2634578845,6053938.062819702
2005,United States of America,Malawi,VEGETABLE OIL,NON CEREALS,399.496,3196.723790366448,,1277078.3673562345,
2005,United States of America,Malawi,BEANS,NON CEREALS,996.1,654.4143339759094,,651862.1180734034,
2005,United States of America,Malawi,PINTO BEANS,NON CEREALS,550.0,1644.186681807485,,904302.6749941168,
2005,United States of America,Mauritania,PEAS,NON CEREALS,636.799,1105.0226183501086,,703677.2983427307,
2005,United States of America,Nicaragua,RICE,CEREALS,150.0,1739.8616421225033,2044.4368261681268,260979.2463183755,45686.27760684352
2005,United States of America,Nicaragua,CORN-SOYA BLEND,CEREALS,350.0,1119.2139932688615,2343.1835983067576,391724.8976441015,428389.36176326365
2005,United States of America,Nicaragua,VEGETABLE OIL,NON CEREALS,20.0,3196.723790366448,,63934.47580732896,
2005,United States of America,Nicaragua,LENTILS,NON CEREALS,160.0,1781.7565890595265,,285081.05424952426,
2005,United States of America,Occupied Palestinian Territory,WHEAT FLOUR,CEREALS,3976.95,1984.658988039939,2130.9918907594283,7892889.562485435,581958.637470273
2005,United States of America,Pakistan,ENRICHED DRIED SKIM MILK,NON CEREALS,209.0,2388.071681656164,0.0,499106.98146613827,-499106.98146613827
2005,United States of America,Rwanda,VEGETABLE OIL,NON CEREALS,700.0,3196.723790366448,,2237706.6532565136,
2005,United States of America,Senegal,RICE,CEREALS,1320.0,1739.8616421225033,2983.0066701146557,2296617.3676017043,1640951.436949641
2005,United States of America,Sierra Leone,BULGUR WHEAT,CEREALS,520.0,1961.3412331771283,,1019897.4412521067,
2005,United States of America,Sierra Leone,WHEAT,CEREALS,706.0,1961.3412331771283,,1384706.9106230526,
2005,United States of America,Sierra Leone,VEGETABLE OIL,NON CEREALS,30.0,3196.723790366448,,95901.71371099344,
2005,United States of America,Sierra Leone,BEANS,NON CEREALS,102.1,654.4143339759094,,66815.70349894035,
2005,United States of America,Sierra Leone,LENTILS,NON CEREALS,390.0,1781.7565890595265,,694885.0697332154,
2005,United States of America,Sierra Leone,RICE,CEREALS,6500.0,1739.8616421225033,8136.324577198558,11309100.673796272,41577009.077994354
2005,United States of America,Sudan,SORGHUM,CEREALS,9113.0,1129.2576549703522,6531.2377200285955,10290925.00974482,49228244.33287577
2005,United States of America,Sudan,CORN-SOYA BLEND,CEREALS,1633.648,1119.2139932688615,8154.27020110917,1828401.7016756888,11492805.503825903
2005,United States of America,Sudan,VEGETABLE OIL,NON CEREALS,560.0,3196.723790366448,,1790165.322605211,
2005,United States of America,Sudan,LENTILS,NON CEREALS,4500.8,1781.7565890595265,,8019330.056039117,
2005,United States of America,Sudan,PEAS,NON CEREALS,501.0,1105.0226183501086,,553616.3317934044,
2005,United States of America,Swaziland,PEAS,NON CEREALS,597.499,1105.0226183501086,,660249.9094415716,
2005,United States of America,Tajikistan,WHEAT FLOUR,CEREALS,1195.0,1984.658988039939,1723.2789936105405,2371667.490707727,-312349.0933431312
2005,United States of America,Uganda,CORN-SOYA BLEND,CEREALS,5440.924,1119.2139932688615,,6089558.277112387,
2005,United States of America,Uganda,VEGETABLE OIL,NON CEREALS,1499.553,3196.723790366448,,4793656.750015379,
2005,United States of America,Uganda,PEAS,NON CEREALS,1088.699,1105.0226183501086,,1203037.0195751449,
2005,United States of America,Uganda,VEGETABLE OIL,NON CEREALS,70.0,3196.723790366448,,223770.66532565138,
2005,United States of America,Zambia,PEAS,NON CEREALS,497.89,1105.0226183501086,,550179.7114503356,
2005,United States of America,Zimbabwe,MAIZE MEAL,CEREALS,1503.25,517.7466065457517,3776.817501710124,778302.5862899012,4899198.323155843
2005,United States of America,Zimbabwe,CORN-SOYA BLEND,CEREALS,307.65,1119.2139932688615,3394.849075011324,344326.18502916524,700099.1328980686
2005,Belgium,Niger,CORN-SOYA BLEND,CEREALS,10.0,154.80554797243752,5319.31048659774,1548.0554797243753,51645.04938625303
2005,Belgium,Niger,MISCELLANEOUS,NON CEREALS,19.0,,,,
2005,Canada,Afghanistan,VEGETABLE OIL,NON CEREALS,704.777,2770.8855292768285,,1952856.3906671354,
2005,Canada,Algeria,BEANS,NON CEREALS,339.5,1133.914245344889,256.53309452780763,384963.8862945898,-297870.9007023991
2005,Canada,Bangladesh,WHEAT,CEREALS,17095.0,1341.2082980589053,1360.7953514361636,22927955.855316985,334840.6774842319
2005,Canada,Chad,PEAS,NON CEREALS,75.05,1198.5304697317051,,89949.71175336446,
2005,Canada,Côte d'Ivoire,LENTILS,NON CEREALS,820.0,2410.658065337137,,1976739.6135764525,
2005,Canada,Eritrea,VEGETABLE OIL,NON CEREALS,533.478,2770.8855292768285,,1478206.4703875438,
2005,Canada,Haiti,BEANS,NON CEREALS,495.0,1133.914245344889,3784.194385568587,561287.55144572,1311888.6694107307
2005,Canada,Kenya,PEAS,NON CEREALS,1299.4,1198.5304697317051,,1557370.4923693778,
2005,Canada,Mali,PEAS,NON CEREALS,599.9,1198.5304697317051,,718998.4287920499,
2005,Canada,Mozambique,VEGETABLE OIL,NON CEREALS,452.702,2770.8855292768285,,1254385.4208746788,
2005,Canada,Mozambique,PEAS,NON CEREALS,1100.0,1198.5304697317051,,1318383.5167048757,
2005,Canada,Peru,WHEAT,CEREALS,3900.0,1341.2082980589053,3501.0778995519545,5230712.362429731,8423491.445822893
2005,Canada,Uganda,PEAS,NON CEREALS,150.0,1198.5304697317051,,179779.57045975578,
2005,Canada,Zambia,PEAS,NON CEREALS,649.6,1198.5304697317051,,778565.3931377156,
2005,China,"Korea, Democratic People's Republic of",MAIZE,CEREALS,28413.0,864.9832118773745,1707.6519820195265,24576767.999071844,23942747.766048964
2005,China,"Korea, Democratic People's Republic of",RICE,CEREALS,5077.0,1089.826055002166,2283.060491073877,5533046.881245997,6058051.231936078
2005,China,"Korea, Democratic People's Republic of",WHEAT,CEREALS,4695.0,1286.2168770643457,2178.815959368133,6038788.237817103,4190752.6914162813
2005,China,"Korea, Democratic People's Republic of",WHEAT FLOUR,CEREALS,8612.0,1301.5082956775225,2204.7192012784803,11208589.442374824,7778452.319035449
2005,Cuba,"Korea, Democratic People's Republic of",SUGAR,NON CEREALS,464.17,3469.5399212377956,,1610456.3452409476,
2005,Denmark,Benin,VEGETABLE OIL,NON CEREALS,245.7,0.0,,0.0,
2005,Denmark,Benin,PEAS,NON CEREALS,326.25,566.472003430096,,184811.49111906884,
2005,Denmark,Gambia,VEGETABLE OIL,NON CEREALS,229.32,0.0,,0.0,
2005,Denmark,Ghana,VEGETABLE OIL,NON CEREALS,589.68,0.0,,0.0,
2005,Denmark,Kenya,PEAS,NON CEREALS,1131.0,566.472003430096,,640679.8358794387,
2005,Denmark,Lesotho,VEGETABLE OIL,NON CEREALS,441.504,0.0,,0.0,
2005,Denmark,Madagascar,PEA WHEAT BLENDED,CEREALS,324.0,551.5279708611165,,178695.06255900176,
2005,Denmark,Madagascar,VEGETABLE OIL,NON CEREALS,165.564,0.0,,0.0,
2005,Denmark,Madagascar,PEAS,NON CEREALS,195.75,566.472003430096,,110886.8946714413,
2005,Denmark,Pakistan,VEGETABLE OIL,NON CEREALS,1520.208,0.0,,0.0,
2005,Denmark,Rwanda,PEA WHEAT BLENDED,CEREALS,388.8,551.5279708611165,,214434.0750708021,
2005,Denmark,Rwanda,PEAS,NON CEREALS,348.0,566.472003430096,,197132.25719367343,
2005,Denmark,Sierra Leone,PEA WHEAT BLENDED,CEREALS,712.8,551.5279708611165,,393129.1376298038,
2005,Denmark,Sudan,VEGETABLE OIL,NON CEREALS,49.14,0.0,,0.0,
2005,Denmark,Sudan,PEAS,NON CEREALS,130.5,566.472003430096,,73924.59644762753,
2005,Denmark,Uganda,PEAS,NON CEREALS,609.0,566.472003430096,,344981.4500889285,
2005,Denmark,Zambia,PEAS,NON CEREALS,109.5,566.472003430096,,62028.68437559552,
2005,Egypt,Niger,RICE,CEREALS,20.0,1455.9765577024095,4388.472158178989,29119.531154048193,58649.91200953159
2005,Egypt,Niger,WHEAT FLOUR,CEREALS,15.6,1131.6050117872737,2807.4769731028937,17653.03818388147,26143.60259652367
2005,Egypt,Niger,VEGETABLE OIL,NON CEREALS,1200.0,3638.5780384770223,,4366293.646172427,
2005,Germany,Niger,VEGETABLE OIL,NON CEREALS,59.55,3774.538543168403,,224773.7702456784,
2005,Germany,Niger,BEANS,NON CEREALS,30.0,204.5450225421178,819.5686757480219,6136.350676263534,18450.709596177123
2005,Germany,Niger,LENTILS,NON CEREALS,30.0,0.0,,0.0,
2005,India,Afghanistan,HIGH ENERGY BISCUITS,NON CEREALS,1750.0,,,,
2005,Japan,"Congo, Democratic Republic of the",RICE,CEREALS,1972.98,1023.7669233122895,7457.803221404149,2019871.6643566808,12694224.935409276
2005,Japan,Haiti,RICE,CEREALS,3282.1,1023.7669233122895,3762.739359500731,3360105.419003265,8989581.432814084
2005,Japan,Haiti,RICE,CEREALS,640.0,1023.7669233122895,3762.739359500731,655210.8309198653,1752942.3591606028
2005,Netherlands,Uganda,SUGAR,NON CEREALS,258.0,0.0,1084.0224200579682,0.0,279677.7843749558
2005,Norway,Lao People's Democratic Republic,CANNED FISH,NON CEREALS,246.689,,,,
2005,Saudi Arabia,Burkina Faso,CEREALS AND GRAINS,CEREALS,150.0,0.0,,0.0,
2005,United States of America,Afghanistan,WHEAT,CEREALS,15510.0,1961.3412331771283,2735.933782625488,30420402.52657726,12013930.441944063
2005,United States of America,Afghanistan,VEGETABLE OIL,NON CEREALS,1499.995,3196.723790366448,,4795069.70193072,
2005,United States of America,Bolivia,SOYA-FORTIFIED BULGUR WHEAT,CEREALS,100.0,1807.0259951642697,,180702.59951642697,
2005,United States of America,Bolivia,WHEAT FLOUR,CEREALS,9.0,1984.658988039939,,17861.93089235945,
2005,United States of America,Bolivia,WHEAT-SOYA BLEND,CEREALS,100.0,1807.0259951642697,,180702.59951642697,
2005,United States of America,Bolivia,LENTILS,NON CEREALS,150.0,1781.7565890595265,,267263.488358929,
2005,United States of America,Bolivia,PEAS,NON CEREALS,74.66,1105.0226183501086,,82500.9886860191,
2005,United States of America,Bolivia,WHEAT FLOUR,CEREALS,50.0,1984.658988039939,,99232.94940199696,
2005,United States of America,Chad,SORGHUM,CEREALS,5040.0,1129.2576549703522,,5691458.581050575,
2005,United States of America,Colombia,RICE,CEREALS,3709.1,1739.8616421225033,1962.6991572268573,6453320.816796577,826526.6272735593
2005,United States of America,Colombia,VEGETABLE OIL,NON CEREALS,149.904,3196.723790366448,,479201.683071092,
2005,United States of America,Colombia,LENTILS,NON CEREALS,718.6,1781.7565890595265,,1280370.2848981759,
2005,United States of America,"Congo, Democratic Republic of the",MAIZE MEAL,CEREALS,657.975,517.7466065457517,3309.361430095932,340664.32344194094,1836812.76352543
2005,United States of America,"Congo, Democratic Republic of the",CORN-SOYA BLEND,CEREALS,348.875,1119.2139932688615,3743.8198210622672,390465.78190167405,915659.3581714245
2005,United States of America,"Congo, Democratic Republic of the",VEGETABLE OIL,NON CEREALS,480.003,3196.723790366448,,1534437.0095472662,
2005,United States of America,"Congo, Democratic Republic of the",PEAS,NON CEREALS,419.15,1105.0226183501086,,463170.230481448,
2005,United States of America,Ethiopia,WHEAT,CEREALS,68820.0,1961.3412331771283,4226.952559226829,134979503.66724998,155919371.4587404
2005,United States of America,Ethiopia,VEGETABLE OIL,NON CEREALS,2107.837,3196.723790366448,9211.524549245069,6738172.684114643,12678219.587192435
2005,United States of America,Ethiopia,VEGETABLE OIL,NON CEREALS,50.0,3196.723790366448,9211.524549245069,159836.1895183224,300740.037943931
2005,United States of America,Ethiopia,VEGETABLE OIL,NON CEREALS,380.0,3196.723790366448,9211.524549245069,1214755.0403392504,2285624.288373876
2005,United States of America,Georgia,BEANS,NON CEREALS,17.6,654.4143339759094,,11517.692277976006,
2005,United States of America,Georgia,PEAS,NON CEREALS,16.2,1105.0226183501086,,17901.366417271758,
2005,United States of America,Ghana,SOYA-FORTIFIED SORGHUM GRITS,CEREALS,410.0,1390.9842060608817,,570303.5244849615,
2005,United States of America,Ghana,SOYA-FORTIFIED BULGUR WHEAT,CEREALS,500.0,1807.0259951642697,,903512.9975821349,
2005,United States of America,Ghana,WHEAT-SOYA BLEND,CEREALS,410.0,1807.0259951642697,,740880.6580173506,
2005,United States of America,Ghana,VEGETABLE OIL,NON CEREALS,110.0,3196.723790366448,,351639.6169403093,
2005,United States of America,Guatemala,MAIZE,CEREALS,1405.25,585.7172293863118,3077.499483235468,823079.1365951147,3501577.0122215264
2005,United States of America,Guatemala,VEGETABLE OIL,NON CEREALS,30.002,3196.723790366448,,95908.10715857417,
2005,United States of America,Guatemala,RICE,CEREALS,380.0,1739.8616421225033,3041.555734545745,661147.4240065513,494643.75512083183
2005,United States of America,Guatemala,VEGETABLE OIL,NON CEREALS,60.0,3196.723790366448,,191803.42742198688,
2005,United States of America,Guatemala,PINTO BEANS,NON CEREALS,60.0,1644.186681807485,,98651.2009084491,
2005,United States of America,Guatemala,SOYA OIL,NON CEREALS,1470.0,3196.723790366448,,4699183.971838679,
2005,United States of America,Guinea,VEGETABLE OIL,NON CEREALS,560.0,3196.723790366448,,1790165.322605211,
2005,United States of America,Honduras,RICE,CEREALS,691.0,1739.8616421225033,3305.758574259671,1202244.3947066497,1082034.780106783
2005,United States of America,Honduras,CORN-SOYA BLEND,CEREALS,350.0,1119.2139932688615,2769.5208332566713,391724.8976441015,577607.3939957335
2005,United States of America,Honduras,VEGETABLE OIL,NON CEREALS,230.0,3196.723790366448,,735246.471784283,
2005,United States of America,Honduras,BEANS,NON CEREALS,270.0,654.4143339759094,4255.277683551335,176691.87017349552,972233.1043853649
2005,United States of America,India,VEGETABLE OIL,NON CEREALS,1144.0,3196.723790366448,8249.1399248777,3657052.0161792166,5779964.057880872
2005,United States of America,Indonesia,WHEAT,CEREALS,9429.932,1961.3412331771283,,18495314.457656465,
2005,United States of America,Indonesia,SOYA-FORTIFIED MAIZE MEAL,CEREALS,20.0,1085.2286818485813,2694.0604968676703,21704.573636971625,32176.63630038178
2005,United States of America,Indonesia,VEGETABLE OIL,NON CEREALS,360.0,3196.723790366448,8022.543145956447,1150820.5645319214,1737294.9680123995
2005,United States of America,Iraq,WHEAT FLOUR,CEREALS,3799.6,1984.658988039939,5957.506487579069,7540910.290956552,15095231.359248877
2005,United States of America,Kenya,MAIZE MEAL,CEREALS,1746.875,517.7466065457517,2393.120843576921,904438.6033096099,3276044.3703138237
2005,United States of America,Kenya,WHEAT FLOUR,CEREALS,1991.45,1984.658988039939,,3952349.1417321367,
2005,United States of America,Kenya,PEAS,NON CEREALS,1297.35,1105.0226183501086,,1433601.0939165133,
2005,United States of America,Kenya,CORN-SOYA BLEND,CEREALS,2170.0,1119.2139932688615,2707.2936690752495,2428694.3653934295,3446132.896499862
2005,United States of America,Madagascar,RICE,CEREALS,2471.0,1739.8616421225033,4564.472817577358,4299198.117684706,6979614.214548946
2005,United States of America,Madagascar,BEANS,NON CEREALS,248.0,654.4143339759094,1115.481651814402,162294.7548260255,114344.69482394619
2005,United States of America,Malawi,MAIZE MEAL,CEREALS,1624.0,517.7466065457517,3321.5695794969647,840820.4890303006,4553408.50807277
2005,United States of America,Niger,RICE,CEREALS,600.0,1739.8616421225033,4388.472158178989,1043916.985273502,1589166.3096338913
2005,United States of America,Niger,SORGHUM,CEREALS,400.0,1129.2576549703522,,451703.06198814086,
2005,United States of America,Niger,MISCELLANEOUS,NON CEREALS,206.0,,,,
2005,United States of America,Niger,VEGETABLE OIL,NON CEREALS,810.0,3196.723790366448,,2589346.270196823,
2005,United States of America,Niger,LENTILS,NON CEREALS,210.0,1781.7565890595265,,374168.88370250055,
2005,United States of America,Niger,PEAS,NON CEREALS,700.0,1105.0226183501086,,773515.832845076,
2005,United States of America,Occupied Palestinian Territory,WHEAT FLOUR,CEREALS,2825.75,1984.658988039939,2130.9918907594283,5608150.1354538575,413500.1998595969
2005,United States of America,Sierra Leone,VEGETABLE OIL,NON CEREALS,30.0,3196.723790366448,,95901.71371099344,
2005,United States of America,Sri Lanka,WHEAT FLOUR,CEREALS,1777.1,1984.658988039939,,3526937.4876457755,
2005,United States of America,Sri Lanka,LENTILS,NON CEREALS,349.8,1781.7565890595265,,623258.4548530224,
2005,United States of America,Sudan,SORGHUM,CEREALS,31950.0,1129.2576549703522,6531.2377200285955,36079782.07630275,172593263.0786109
2005,United States of America,Sudan,CORN-SOYA BLEND,CEREALS,1530.0,1119.2139932688615,8154.27020110917,1712397.409701358,10763635.99799567
