state,year,agency,scode,area,to-total
IN,1990,USGS,18,157,41.8
IN,1990,USGS,18,159,2.05
IN,1990,USGS,18,161,0.85
IN,1990,USGS,18,163,30.75
IN,1990,USGS,18,165,478.96
IN,1990,USGS,18,167,390.55
IN,1990,USGS,18,169,11.43
IN,1990,USGS,18,171,4.77
IN,1990,USGS,18,173,681.63
IN,1990,USGS,18,175,3.62
IN,1990,USGS,18,177,16.19
IN,1990,USGS,18,179,3.37
IN,1990,USGS,18,181,4.93
IN,1990,USGS,18,183,3.69
IA,1990,USGS,19,1,2.24
IA,1990,USGS,19,3,1.54
IA,1990,USGS,19,5,204.5
IA,1990,USGS,19,7,4.97
IA,1990,USGS,19,9,1.84
IA,1990,USGS,19,11,3.58
IA,1990,USGS,19,13,44.22
IA,1990,USGS,19,15,3.29
IA,1990,USGS,19,17,4.14
IA,1990,USGS,19,19,3.65
IA,1990,USGS,19,21,5.06
IA,1990,USGS,19,23,4.23
IA,1990,USGS,19,25,1.86
IA,1990,USGS,19,27,4.72
IA,1990,USGS,19,29,3.59
IA,1990,USGS,19,31,2.95
IA,1990,USGS,19,33,10.27
IA,1990,USGS,19,35,4.19
IA,1990,USGS,19,37,2.84
IA,1990,USGS,19,39,1.94
IA,1990,USGS,19,41,3.48
IA,1990,USGS,19,43,5.17
IA,1990,USGS,19,45,296.49
IA,1990,USGS,19,47,4.83
IA,1990,USGS,19,49,5.78
IA,1990,USGS,19,51,0.93
IA,1990,USGS,19,53,1.57
IA,1990,USGS,19,55,5.72
IA,1990,USGS,19,57,17.03
IA,1990,USGS,19,59,2.72
IA,1990,USGS,19,61,95.33
IA,1990,USGS,19,63,2.43
IA,1990,USGS,19,65,4.75
IA,1990,USGS,19,67,4.29
IA,1990,USGS,19,69,2.2
IA,1990,USGS,19,71,3.09
IA,1990,USGS,19,73,2.2
IA,1990,USGS,19,75,2.2
IA,1990,USGS,19,77,2.16
IA,1990,USGS,19,79,2.98
IA,1990,USGS,19,81,3.42
IA,1990,USGS,19,83,4.7
IA,1990,USGS,19,85,6.37
IA,1990,USGS,19,87,2.75
IA,1990,USGS,19,89,1.96
IA,1990,USGS,19,91,2.19
IA,1990,USGS,19,93,1.95
IA,1990,USGS,19,95,3.43
IA,1990,USGS,19,97,4.22
IA,1990,USGS,19,99,9.83
IA,1990,USGS,19,101,2.33
IA,1990,USGS,19,103,49.55
IA,1990,USGS,19,105,3.67
IA,1990,USGS,19,107,3.42
IA,1990,USGS,19,109,3.4
IA,1990,USGS,19,111,14.64
IA,1990,USGS,19,113,178.35
IA,1990,USGS,19,115,8.62
IA,1990,USGS,19,117,1.57
IA,1990,USGS,19,119,4.04
IA,1990,USGS,19,121,2.21
IA,1990,USGS,19,123,4.3
IA,1990,USGS,19,125,9.17
IA,1990,USGS,19,127,11.01
IA,1990,USGS,19,129,2.33
IA,1990,USGS,19,131,2.71
IA,1990,USGS,19,133,10.94
IA,1990,USGS,19,135,1.28
IA,1990,USGS,19,137,2.25
IA,1990,USGS,19,139,253.17
IA,1990,USGS,19,141,3.47
IA,1990,USGS,19,143,2.54
IA,1990,USGS,19,145,3.76
IA,1990,USGS,19,147,3.46
IA,1990,USGS,19,149,6.29
IA,1990,USGS,19,151,1.71
IA,1990,USGS,19,153,35.54
IA,1990,USGS,19,155,475.27
IA,1990,USGS,19,157,3.54
IA,1990,USGS,19,159,1.52
IA,1990,USGS,19,161,3.21
IA,1990,USGS,19,163,89.78
IA,1990,USGS,19,165,2.9
IA,1990,USGS,19,167,13.24
IA,1990,USGS,19,169,14.44
IA,1990,USGS,19,171,5.1
IA,1990,USGS,19,173,1.69
IA,1990,USGS,19,175,2.31
IA,1990,USGS,19,177,0.76
IA,1990,USGS,19,179,16.6
IA,1990,USGS,19,181,3.71
IA,1990,USGS,19,183,3.59
IA,1990,USGS,19,185,1.11
IA,1990,USGS,19,187,8.78
IA,1990,USGS,19,189,1.8
IA,1990,USGS,19,191,5.13
IA,1990,USGS,19,193,757.32
IA,1990,USGS,19,195,2.78
IA,1990,USGS,19,197,1.65
KS,1990,USGS,20,1,3.53
KS,1990,USGS,20,3,1.7
KS,1990,USGS,20,5,5.69
KS,1990,USGS,20,7,5.84
KS,1990,USGS,20,9,40.94
KS,1990,USGS,20,11,4.27
KS,1990,USGS,20,13,2.17
KS,1990,USGS,20,15,12.96
KS,1990,USGS,20,17,0.76
KS,1990,USGS,20,19,1.23
KS,1990,USGS,20,21,96.13
KS,1990,USGS,20,23,56.98
KS,1990,USGS,20,25,6.55
KS,1990,USGS,20,27,16.98
KS,1990,USGS,20,29,15.07
KS,1990,USGS,20,31,23.6
KS,1990,USGS,20,33,9.34
KS,1990,USGS,20,35,11.33
KS,1990,USGS,20,37,5.89
KS,1990,USGS,20,39,15.44
KS,1990,USGS,20,41,5.83
KS,1990,USGS,20,43,1.25
KS,1990,USGS,20,45,23.17
KS,1990,USGS,20,47,121.18
KS,1990,USGS,20,49,1.45
KS,1990,USGS,20,51,5.24
KS,1990,USGS,20,53,2.39
KS,1990,USGS,20,55,364
KS,1990,USGS,20,57,131.95
KS,1990,USGS,20,59,3.35
KS,1990,USGS,20,61,8.9
KS,1990,USGS,20,63,23.99
KS,1990,USGS,20,65,13.85
KS,1990,USGS,20,67,203.23
KS,1990,USGS,20,69,277
KS,1990,USGS,20,71,40.25
KS,1990,USGS,20,73,2.13
KS,1990,USGS,20,75,49.68
KS,1990,USGS,20,77,4.15
KS,1990,USGS,20,79,60.07
KS,1990,USGS,20,81,329.67
KS,1990,USGS,20,83,37.26
KS,1990,USGS,20,85,2.06
KS,1990,USGS,20,87,2.92
KS,1990,USGS,20,89,104.94
KS,1990,USGS,20,91,12.53
KS,1990,USGS,20,93,177.49
KS,1990,USGS,20,95,23.05
KS,1990,USGS,20,97,65.05
KS,1990,USGS,20,99,5.07
KS,1990,USGS,20,101,25.85
KS,1990,USGS,20,103,10.02
KS,1990,USGS,20,105,1.4
KS,1990,USGS,20,107,784.82
KS,1990,USGS,20,109,12.08
KS,1990,USGS,20,111,6.39
KS,1990,USGS,20,113,39.59
KS,1990,USGS,20,115,4.74
KS,1990,USGS,20,117,3.9
KS,1990,USGS,20,119,187.36
KS,1990,USGS,20,121,3.66
KS,1990,USGS,20,123,6.6
KS,1990,USGS,20,125,8.93
KS,1990,USGS,20,127,3.48
KS,1990,USGS,20,129,79.41
KS,1990,USGS,20,131,3.73
KS,1990,USGS,20,133,3.17
KS,1990,USGS,20,135,7.03
KS,1990,USGS,20,137,15.21
KS,1990,USGS,20,139,2.13
KS,1990,USGS,20,141,5.27
KS,1990,USGS,20,143,3.36
KS,1990,USGS,20,145,85.01
KS,1990,USGS,20,147,25.38
KS,1990,USGS,20,149,36.86
KS,1990,USGS,20,151,96.28
KS,1990,USGS,20,153,21.05
KS,1990,USGS,20,155,63.43
KS,1990,USGS,20,157,32.71
KS,1990,USGS,20,159,27.9
KS,1990,USGS,20,161,6.98
KS,1990,USGS,20,163,11.05
KS,1990,USGS,20,165,13.18
KS,1990,USGS,20,167,1.24
KS,1990,USGS,20,169,12.31
KS,1990,USGS,20,171,97.36
KS,1990,USGS,20,173,100.28
KS,1990,USGS,20,175,181.84
KS,1990,USGS,20,177,44.7
KS,1990,USGS,20,179,94.76
KS,1990,USGS,20,181,140.53
KS,1990,USGS,20,183,5.45
KS,1990,USGS,20,185,92.2
KS,1990,USGS,20,187,217.95
KS,1990,USGS,20,189,209.69
KS,1990,USGS,20,191,9.65
KS,1990,USGS,20,193,130.64
KS,1990,USGS,20,195,6.46
KS,1990,USGS,20,197,4.24
KS,1990,USGS,20,199,85.77
KS,1990,USGS,20,201,7.79
KS,1990,USGS,20,203,118.41
KS,1990,USGS,20,205,3.08
KS,1990,USGS,20,207,0.89
KS,1990,USGS,20,209,440.25
KY,1990,USGS,21,1,2.15
KY,1990,USGS,21,3,1.46
KY,1990,USGS,21,5,6.19
KY,1990,USGS,21,7,26.58
KY,1990,USGS,21,9,5.87
KY,1990,USGS,21,11,0.92
KY,1990,USGS,21,13,3.38
KY,1990,USGS,21,15,11.41
KY,1990,USGS,21,17,2.44
KY,1990,USGS,21,19,64.56
KY,1990,USGS,21,21,8
KY,1990,USGS,21,23,1.47
KY,1990,USGS,21,25,1.42
KY,1990,USGS,21,27,1.73
KY,1990,USGS,21,29,4.22
KY,1990,USGS,21,31,1.41
KY,1990,USGS,21,33,1.39
KY,1990,USGS,21,35,4.23
KY,1990,USGS,21,37,13.51
KY,1990,USGS,21,39,0.67
KY,1990,USGS,21,41,38.93
KY,1990,USGS,21,43,2.38
KY,1990,USGS,21,45,1.6
KY,1990,USGS,21,47,7.88
KY,1990,USGS,21,49,106.24
KY,1990,USGS,21,51,1.74
KY,1990,USGS,21,53,1.21
KY,1990,USGS,21,55,0.83
KY,1990,USGS,21,57,0.79
KY,1990,USGS,21,59,217.06
KY,1990,USGS,21,61,1.35
KY,1990,USGS,21,63,0.55
KY,1990,USGS,21,65,2.4
KY,1990,USGS,21,67,36.42
KY,1990,USGS,21,69,1.27
KY,1990,USGS,21,71,5.18
KY,1990,USGS,21,73,8.73
KY,1990,USGS,21,75,1.52
KY,1990,USGS,21,77,0.49
KY,1990,USGS,21,79,1.49
KY,1990,USGS,21,81,2.15
KY,1990,USGS,21,83,14.26
KY,1990,USGS,21,85,2.91
KY,1990,USGS,21,87,1.52
KY,1990,USGS,21,89,13.21
KY,1990,USGS,21,91,251.07
KY,1990,USGS,21,93,31.24
KY,1990,USGS,21,95,4.57
KY,1990,USGS,21,97,2.95
KY,1990,USGS,21,99,2.61
KY,1990,USGS,21,101,113.83
KY,1990,USGS,21,103,8.42
KY,1990,USGS,21,105,0.73
KY,1990,USGS,21,107,16.7
KY,1990,USGS,21,109,1.11
KY,1990,USGS,21,111,916.48
KY,1990,USGS,21,113,3.53
KY,1990,USGS,21,115,2.3
KY,1990,USGS,21,117,24.18
KY,1990,USGS,21,119,1.17
KY,1990,USGS,21,121,2.37
KY,1990,USGS,21,123,1.28
KY,1990,USGS,21,125,7.95
KY,1990,USGS,21,127,18.56
KY,1990,USGS,21,129,0.79
KY,1990,USGS,21,131,1.49
KY,1990,USGS,21,133,2.74
KY,1990,USGS,21,135,0.96
KY,1990,USGS,21,137,2.01
KY,1990,USGS,21,139,1.13
KY,1990,USGS,21,141,4.44
KY,1990,USGS,21,143,1.5
KY,1990,USGS,21,145,1001.06
KY,1990,USGS,21,147,1.12
KY,1990,USGS,21,149,0.96
KY,1990,USGS,21,151,8.53
KY,1990,USGS,21,153,0.95
KY,1990,USGS,21,155,2.79
KY,1990,USGS,21,157,20.8
KY,1990,USGS,21,159,3.14
KY,1990,USGS,21,161,41.48
KY,1990,USGS,21,163,9.68
KY,1990,USGS,21,165,0.4
KY,1990,USGS,21,167,19.92
KY,1990,USGS,21,169,1.11
KY,1990,USGS,21,171,1.62
KY,1990,USGS,21,173,2.47
KY,1990,USGS,21,175,0.89
KY,1990,USGS,21,177,489.46
KY,1990,USGS,21,179,7.11
KY,1990,USGS,21,181,1.91
KY,1990,USGS,21,183,7.9
KY,1990,USGS,21,185,3.88
KY,1990,USGS,21,187,1.53
KY,1990,USGS,21,189,0.37
KY,1990,USGS,21,191,1.62
KY,1990,USGS,21,193,3.34
KY,1990,USGS,21,195,7.81
KY,1990,USGS,21,197,1
KY,1990,USGS,21,199,389.68
KY,1990,USGS,21,201,0.25
KY,1990,USGS,21,203,1.76
KY,1990,USGS,21,205,2.69
KY,1990,USGS,21,207,2.62
KY,1990,USGS,21,209,4.88
KY,1990,USGS,21,211,4.08
KY,1990,USGS,21,213,2.75
KY,1990,USGS,21,215,0.99
KY,1990,USGS,21,217,8.92
KY,1990,USGS,21,219,1.78
KY,1990,USGS,21,221,1.64
KY,1990,USGS,21,223,0.69
KY,1990,USGS,21,225,2.45
KY,1990,USGS,21,227,12.03
KY,1990,USGS,21,229,1.7
KY,1990,USGS,21,231,2.3
KY,1990,USGS,21,233,151.22
KY,1990,USGS,21,235,2.61
KY,1990,USGS,21,237,0.51
KY,1990,USGS,21,239,16.25
LA,1990,USGS,22,1,153.5
LA,1990,USGS,22,3,35.01
LA,1990,USGS,22,5,199.84
LA,1990,USGS,22,7,18.12
LA,1990,USGS,22,9,29.73
LA,1990,USGS,22,11,31.63
LA,1990,USGS,22,13,14.05
LA,1990,USGS,22,15,10.83
LA,1990,USGS,22,17,86.2
LA,1990,USGS,22,19,341.16
LA,1990,USGS,22,21,4.6
LA,1990,USGS,22,23,36.36
LA,1990,USGS,22,25,15.47
LA,1990,USGS,22,27,3.03
LA,1990,USGS,22,29,21.58
LA,1990,USGS,22,31,12.77
LA,1990,USGS,22,33,147.28
LA,1990,USGS,22,35,24.89
LA,1990,USGS,22,37,2.9
LA,1990,USGS,22,39,183.83
LA,1990,USGS,22,41,31.42
LA,1990,USGS,22,43,6.36
LA,1990,USGS,22,45,37.59
LA,1990,USGS,22,47,1079.48
LA,1990,USGS,22,49,4.25
LA,1990,USGS,22,51,1059.87
LA,1990,USGS,22,53,162.7
LA,1990,USGS,22,55,37.77
LA,1990,USGS,22,57,65.34
LA,1990,USGS,22,59,1.81
LA,1990,USGS,22,61,7.97
LA,1990,USGS,22,63,7.37
LA,1990,USGS,22,65,11.21
LA,1990,USGS,22,67,77.79
LA,1990,USGS,22,69,20.51
LA,1990,USGS,22,71,555.78
LA,1990,USGS,22,73,131.1
LA,1990,USGS,22,75,113.78
LA,1990,USGS,22,77,247.1
LA,1990,USGS,22,79,364.4
LA,1990,USGS,22,81,1.67
LA,1990,USGS,22,83,22.25
LA,1990,USGS,22,85,7.38
LA,1990,USGS,22,87,261.79
LA,1990,USGS,22,89,2460.31
LA,1990,USGS,22,91,6.15
LA,1990,USGS,22,93,282.37
LA,1990,USGS,22,95,103.21
LA,1990,USGS,22,97,67.33
LA,1990,USGS,22,99,120.9
LA,1990,USGS,22,101,233.03
LA,1990,USGS,22,103,18.31
LA,1990,USGS,22,105,13.55
LA,1990,USGS,22,107,9.32
LA,1990,USGS,22,109,19.27
LA,1990,USGS,22,111,3.03
LA,1990,USGS,22,113,198.05
LA,1990,USGS,22,115,10.39
LA,1990,USGS,22,117,30.55
LA,1990,USGS,22,119,7.72
LA,1990,USGS,22,121,15.87
LA,1990,USGS,22,123,10.37
LA,1990,USGS,22,125,52.37
LA,1990,USGS,22,127,2.97
ME,1990,USGS,23,1,24.78
ME,1990,USGS,23,3,30.17
ME,1990,USGS,23,5,76.91
ME,1990,USGS,23,7,24.23
ME,1990,USGS,23,9,79.81
ME,1990,USGS,23,11,105.45
ME,1990,USGS,23,13,5.43
ME,1990,USGS,23,15,608.46
ME,1990,USGS,23,17,36.17
ME,1990,USGS,23,19,63.83
ME,1990,USGS,23,21,3.15
ME,1990,USGS,23,23,8.15
ME,1990,USGS,23,25,28.66
ME,1990,USGS,23,27,5.88
ME,1990,USGS,23,29,13.17
ME,1990,USGS,23,31,26.09
MD,1990,USGS,24,1,47.5
MD,1990,USGS,24,3,822.9
MD,1990,USGS,24,5,1336.18
MD,1990,USGS,24,9,1132.92
MD,1990,USGS,24,11,9.08
MD,1990,USGS,24,13,15.33
MD,1990,USGS,24,15,9.73
MD,1990,USGS,24,17,1209.41
MD,1990,USGS,24,19,15.9
MD,1990,USGS,24,21,31.36
MD,1990,USGS,24,23,14.32
MD,1990,USGS,24,25,20.68
MD,1990,USGS,24,27,2.91
MD,1990,USGS,24,29,4.68
MD,1990,USGS,24,31,769.13
MD,1990,USGS,24,33,660.35
MD,1990,USGS,24,35,7.72
MD,1990,USGS,24,37,8.53
MD,1990,USGS,24,39,4.6
MD,1990,USGS,24,41,5.61
MD,1990,USGS,24,43,65.98
MD,1990,USGS,24,45,16.91
MD,1990,USGS,24,47,13.76
MD,1990,USGS,24,510,188.58
MA,1990,USGS,25,1,473.92
MA,1990,USGS,25,3,48.89
MA,1990,USGS,25,5,1809.99
MA,1990,USGS,25,7,12.24
MA,1990,USGS,25,9,512.72
MA,1990,USGS,25,11,138.42
MA,1990,USGS,25,13,228.83
MA,1990,USGS,25,15,17.98
MA,1990,USGS,25,17,890.08
MA,1990,USGS,25,19,0.91
MA,1990,USGS,25,21,51.28
MA,1990,USGS,25,23,460.61
MA,1990,USGS,25,25,530.44
MA,1990,USGS,25,27,342.98
MI,1990,USGS,26,1,2.35
MI,1990,USGS,26,3,5.38
MI,1990,USGS,26,5,30.21
MI,1990,USGS,26,7,70.34
MI,1990,USGS,26,9,11.58
MI,1990,USGS,26,11,5.11
MI,1990,USGS,26,13,17.35
MI,1990,USGS,26,15,13.63
MI,1990,USGS,26,17,515.54
MI,1990,USGS,26,19,4.57
MI,1990,USGS,26,21,1467.54
MI,1990,USGS,26,23,30.6
MI,1990,USGS,26,25,50.29
MI,1990,USGS,26,27,18.39
MI,1990,USGS,26,29,115.59
MI,1990,USGS,26,31,6.55
MI,1990,USGS,26,33,15.39
MI,1990,USGS,26,35,5.92
MI,1990,USGS,26,37,14.68
MI,1990,USGS,26,39,2.41
MI,1990,USGS,26,41,45.78
MI,1990,USGS,26,43,15.35
MI,1990,USGS,26,45,19.52
MI,1990,USGS,26,47,7.86
MI,1990,USGS,26,49,81.24
MI,1990,USGS,26,51,4.5
MI,1990,USGS,26,53,6.76
MI,1990,USGS,26,55,28.59
MI,1990,USGS,26,57,10.21
MI,1990,USGS,26,59,47.82
MI,1990,USGS,26,61,11.25
MI,1990,USGS,26,63,47.71
MI,1990,USGS,26,65,149.15
MI,1990,USGS,26,67,15.9
MI,1990,USGS,26,69,6.96
MI,1990,USGS,26,71,3.99
MI,1990,USGS,26,73,9.36
MI,1990,USGS,26,75,41.34
MI,1990,USGS,26,77,77.19
MI,1990,USGS,26,79,10.81
MI,1990,USGS,26,81,115.85
MI,1990,USGS,26,83,0.43
MI,1990,USGS,26,85,1.68
MI,1990,USGS,26,87,21.51
MI,1990,USGS,26,89,6.74
MI,1990,USGS,26,91,26.01
MI,1990,USGS,26,93,28.68
MI,1990,USGS,26,95,2.54
MI,1990,USGS,26,97,12.81
MI,1990,USGS,26,99,203.32
MI,1990,USGS,26,101,30.65
MI,1990,USGS,26,103,364.45
MI,1990,USGS,26,105,36.14
MI,1990,USGS,26,107,14.68
MI,1990,USGS,26,109,10.96
MI,1990,USGS,26,111,175.59
MI,1990,USGS,26,113,5.33
MI,1990,USGS,26,115,1486.72
MI,1990,USGS,26,117,31.97
MI,1990,USGS,26,119,1.86
MI,1990,USGS,26,121,362.65
MI,1990,USGS,26,123,28.57
MI,1990,USGS,26,125,253.36
MI,1990,USGS,26,127,8.73
MI,1990,USGS,26,129,4.8
MI,1990,USGS,26,131,37.06
MI,1990,USGS,26,133,15.32
MI,1990,USGS,26,135,2.43
MI,1990,USGS,26,137,7.97
MI,1990,USGS,26,139,1079.08
MI,1990,USGS,26,141,19.57
MI,1990,USGS,26,143,3.35
MI,1990,USGS,26,145,70.69
MI,1990,USGS,26,147,2023.35
MI,1990,USGS,26,149,40.97
MI,1990,USGS,26,151,18.43
MI,1990,USGS,26,153,13.36
MI,1990,USGS,26,155,18.34
MI,1990,USGS,26,157,17.25
MI,1990,USGS,26,159,40.09
MI,1990,USGS,26,161,69.33
MI,1990,USGS,26,163,1863.67
MI,1990,USGS,26,165,7.15
MN,1990,USGS,27,1,6.83
MN,1990,USGS,27,3,164.82
MN,1990,USGS,27,5,10.92
MN,1990,USGS,27,7,7.46
MN,1990,USGS,27,9,19.61
MN,1990,USGS,27,11,2.11
MN,1990,USGS,27,13,26.05
MN,1990,USGS,27,15,6.35
MN,1990,USGS,27,17,10.89
MN,1990,USGS,27,19,6.64
MN,1990,USGS,27,21,5.59
MN,1990,USGS,27,23,9.06
MN,1990,USGS,27,25,3.8
MN,1990,USGS,27,27,9.82
MN,1990,USGS,27,29,12.42
MN,1990,USGS,27,31,0.67
MN,1990,USGS,27,33,3.2
MN,1990,USGS,27,35,12.24
MN,1990,USGS,27,37,186.83
MN,1990,USGS,27,39,2.42
MN,1990,USGS,27,41,6.02
MN,1990,USGS,27,43,3.6
MN,1990,USGS,27,45,13.16
MN,1990,USGS,27,47,8.29
MN,1990,USGS,27,49,497.06
MN,1990,USGS,27,51,2.68
MN,1990,USGS,27,53,287.87
MN,1990,USGS,27,55,3.57
MN,1990,USGS,27,57,13.65
MN,1990,USGS,27,59,3.76
MN,1990,USGS,27,61,200.92
MN,1990,USGS,27,63,2.33
MN,1990,USGS,27,65,1.34
MN,1990,USGS,27,67,12.16
MN,1990,USGS,27,69,1.81
MN,1990,USGS,27,71,45.18
MN,1990,USGS,27,73,4.59
MN,1990,USGS,27,75,93.43
MN,1990,USGS,27,77,1.22
MN,1990,USGS,27,79,7.06
MN,1990,USGS,27,81,2.54
MN,1990,USGS,27,83,5.46
MN,1990,USGS,27,85,6.82
MN,1990,USGS,27,87,1.07
MN,1990,USGS,27,89,1.04
MN,1990,USGS,27,91,38.86
MN,1990,USGS,27,93,5.16
MN,1990,USGS,27,95,3
MN,1990,USGS,27,97,15.73
MN,1990,USGS,27,99,7.54
MN,1990,USGS,27,101,2.06
MN,1990,USGS,27,103,4.45
MN,1990,USGS,27,105,5.28
MN,1990,USGS,27,107,1.32
MN,1990,USGS,27,109,18.34
MN,1990,USGS,27,111,56.14
MN,1990,USGS,27,113,2.26
MN,1990,USGS,27,115,3.39
MN,1990,USGS,27,117,2.3
MN,1990,USGS,27,119,15.87
MN,1990,USGS,27,121,17.93
MN,1990,USGS,27,123,183.59
MN,1990,USGS,27,125,1.21
MN,1990,USGS,27,127,3.08
MN,1990,USGS,27,129,2.97
MN,1990,USGS,27,131,9.01
MN,1990,USGS,27,133,3.5
MN,1990,USGS,27,135,2.38
MN,1990,USGS,27,137,247.33
MN,1990,USGS,27,139,15.64
MN,1990,USGS,27,141,66.13
MN,1990,USGS,27,143,3.27
MN,1990,USGS,27,145,35.29
MN,1990,USGS,27,147,6.07
MN,1990,USGS,27,149,7.42
MN,1990,USGS,27,151,13.24
MN,1990,USGS,27,153,10.96
MN,1990,USGS,27,155,0.84
MN,1990,USGS,27,157,4.43
MN,1990,USGS,27,159,7.38
MN,1990,USGS,27,161,3.37
MN,1990,USGS,27,163,326.19
MN,1990,USGS,27,165,3.35
MN,1990,USGS,27,167,2.11
MN,1990,USGS,27,169,12.52
MN,1990,USGS,27,171,366.22
MN,1990,USGS,27,173,2.17
MS,1990,USGS,28,1,48.11
MS,1990,USGS,28,3,6.4
MS,1990,USGS,28,5,2.57
MS,1990,USGS,28,7,36.87
MS,1990,USGS,28,9,0.66
MS,1990,USGS,28,11,465.84
MS,1990,USGS,28,13,3.18
MS,1990,USGS,28,15,6.12
MS,1990,USGS,28,17,2.46
MS,1990,USGS,28,19,1.5
MS,1990,USGS,28,21,32.72
MS,1990,USGS,28,23,3.43
MS,1990,USGS,28,25,6.98
MS,1990,USGS,28,27,158.15
MS,1990,USGS,28,29,6.51
MS,1990,USGS,28,31,2.52
MS,1990,USGS,28,33,31.13
MS,1990,USGS,28,35,24.07
MS,1990,USGS,28,37,0.83
MS,1990,USGS,28,39,2.44
MS,1990,USGS,28,41,1.41
MS,1990,USGS,28,43,23.15
MS,1990,USGS,28,45,6.28
MS,1990,USGS,28,47,341.93
MS,1990,USGS,28,49,47.37
MS,1990,USGS,28,51,39.02
MS,1990,USGS,28,53,203.68
MS,1990,USGS,28,55,28.84
MS,1990,USGS,28,57,2.28
MS,1990,USGS,28,59,88.8
MS,1990,USGS,28,61,2.46
MS,1990,USGS,28,63,0.88
MS,1990,USGS,28,65,1.47
MS,1990,USGS,28,67,15.59
MS,1990,USGS,28,69,1.49
MS,1990,USGS,28,71,4.74
MS,1990,USGS,28,73,9.81
MS,1990,USGS,28,75,12.38
MS,1990,USGS,28,77,32.84
MS,1990,USGS,28,79,3.07
MS,1990,USGS,28,81,11.47
MS,1990,USGS,28,83,196.11
MS,1990,USGS,28,85,3.51
MS,1990,USGS,28,87,23.97
MS,1990,USGS,28,89,7.49
MS,1990,USGS,28,91,4.1
MS,1990,USGS,28,93,3.3
MS,1990,USGS,28,95,22.32
MS,1990,USGS,28,97,2.34
MS,1990,USGS,28,99,3.07
MS,1990,USGS,28,101,3.51
MS,1990,USGS,28,103,6.47
MS,1990,USGS,28,105,7.67
MS,1990,USGS,28,107,35.34
MS,1990,USGS,28,109,5.7
MS,1990,USGS,28,111,21.93
MS,1990,USGS,28,113,6.84
MS,1990,USGS,28,115,4.57
MS,1990,USGS,28,117,3.17
MS,1990,USGS,28,119,92.53
MS,1990,USGS,28,121,10.86
MS,1990,USGS,28,123,9.13
MS,1990,USGS,28,125,53.63
MS,1990,USGS,28,127,3.85
MS,1990,USGS,28,129,2.27
MS,1990,USGS,28,131,2.51
MS,1990,USGS,28,133,334.13
MS,1990,USGS,28,135,171.46
MS,1990,USGS,28,137,4.84
MS,1990,USGS,28,139,3.07
MS,1990,USGS,28,141,2.98
MS,1990,USGS,28,143,154.47
MS,1990,USGS,28,145,2.75
MS,1990,USGS,28,147,2.47
MS,1990,USGS,28,149,231.75
MS,1990,USGS,28,151,380.49
MS,1990,USGS,28,153,2.92
MS,1990,USGS,28,155,1.49
MS,1990,USGS,28,157,0.94
MS,1990,USGS,28,159,3.14
MS,1990,USGS,28,161,2.44
MS,1990,USGS,28,163,80.49
MO,1990,USGS,29,1,3.86
MO,1990,USGS,29,3,2.41
MO,1990,USGS,29,5,7.9
MO,1990,USGS,29,7,9.78
MO,1990,USGS,29,9,7.22
MO,1990,USGS,29,11,10.5
MO,1990,USGS,29,13,3.17
MO,1990,USGS,29,15,1.78
MO,1990,USGS,29,17,3.81
MO,1990,USGS,29,19,17.65
MO,1990,USGS,29,21,69.87
MO,1990,USGS,29,23,139.96
MO,1990,USGS,29,25,1.19
MO,1990,USGS,29,27,20.14
MO,1990,USGS,29,29,3.05
MO,1990,USGS,29,31,11.59
MO,1990,USGS,29,33,3.15
MO,1990,USGS,29,35,0.6
MO,1990,USGS,29,37,6.79
MO,1990,USGS,29,39,1.74
MO,1990,USGS,29,41,1.58
MO,1990,USGS,29,43,3.99
MO,1990,USGS,29,45,1.18
MO,1990,USGS,29,47,33.36
MO,1990,USGS,29,49,1.79
MO,1990,USGS,29,51,7.97
MO,1990,USGS,29,53,2.45
MO,1990,USGS,29,55,2.16
MO,1990,USGS,29,57,5.35
MO,1990,USGS,29,59,1.72
MO,1990,USGS,29,61,1.05
MO,1990,USGS,29,63,1.24
MO,1990,USGS,29,65,1.59
MO,1990,USGS,29,67,1.81
MO,1990,USGS,29,69,14.1
MO,1990,USGS,29,71,1077.98
MO,1990,USGS,29,73,2.12
MO,1990,USGS,29,75,1.19
MO,1990,USGS,29,77,231.63
MO,1990,USGS,29,79,2.42
MO,1990,USGS,29,81,1.66
MO,1990,USGS,29,83,290.83
MO,1990,USGS,29,85,1.11
MO,1990,USGS,29,87,1.42
MO,1990,USGS,29,89,1.73
MO,1990,USGS,29,91,4.91
MO,1990,USGS,29,93,12.68
MO,1990,USGS,29,95,467.05
MO,1990,USGS,29,97,31.26
MO,1990,USGS,29,99,789.04
MO,1990,USGS,29,101,4.83
MO,1990,USGS,29,103,0.82
MO,1990,USGS,29,105,4.2
MO,1990,USGS,29,107,3.72
MO,1990,USGS,29,109,6
MO,1990,USGS,29,111,1.35
MO,1990,USGS,29,113,3.46
MO,1990,USGS,29,115,2.21
MO,1990,USGS,29,117,2.3
MO,1990,USGS,29,119,4.03
MO,1990,USGS,29,121,1.9
MO,1990,USGS,29,123,1.3
MO,1990,USGS,29,125,1.19
MO,1990,USGS,29,127,6.87
MO,1990,USGS,29,129,0.58
MO,1990,USGS,29,131,2.47
MO,1990,USGS,29,133,9.54
MO,1990,USGS,29,135,1.91
