"","Pop_change_all","Income_change_all","Ag_change_all","Livstk_change_all","Avg_Rain_all","Avg_Temp_all","cluster_all","Water_change_all"
"9017",-83,2309.5,1300,-8700,27.172,59.3166666666667,2,-6.38
"9018",163,3148.5,-27113,-1300,20.222,62.39,2,-135.65
"9019",61489.5,6150,-4647,5000,14.912,60.8566666666667,2,-45.96
"9020",-389.5,2693.5,-154,-6800,68.296,53.1066666666667,2,5.88
"9021",5646,5129,-1214,500,36.602,55.0016666666667,2,2.74
"9023",62.5,1864,241,-2000,20.622,61.14,2,60.02
"9024",1521.5,2779.5,3682,-6000,50.422,54.8816666666667,2,-39.4
"9029",-47.5,4091.5,407,-200,35.482,58.26,2,11.89
"9031",141213,4170.5,-25853,-1100,8.744,63.055,2,-1123.5
"9033",5420,10253,1246,3500,27.464,56.73,2,27.99
"9034",-485.5,1409,969,2800,21.402,56.4616666666667,2,14.35
"9035",-188.5,3497,2190,-1400,41.766,56.34,2,1.73
"9039",12771,3173,30755,-4000,15.118,59.5833333333333,2,-165.34
"9040",2260.5,6301,6365,1800,24.168,60.2583333333333,2,30.36
"9041",615.5,5176,-362,-1300,40.476,53.35,2,14.87
"9042",102410,4516,-3840,-400,7.168,65.2866666666667,2,-201.62
"9043",27661,5171.5,-487,-2300,36.548,54.74,2,5.03
"9044",-774,2801,-810,3800,33.12,48.5816666666667,2,-11.64
"9045",164200,2741,-19744,-26000,5.616,69.3633333333333,2,125.15
"9046",71402,3562.5,14420,-16000,14.966,62.9366666666667,2,193.12
"9047",3527.5,4166.5,-1117,2000,12.694,60.0133333333333,2,-59.44
"9049",150751,4511,-2511,-5600,9.518,64.035,2,-2200.36
"9050",39001,3038.5,1745,-20000,10.888,62.6166666666667,2,-416.53
"9051",8470,4448,-5870,-5000,10.266,60.6733333333333,2,-475.97
"9053",14422,4205,23230,4000,10.214,59.7116666666667,2,-143.71
"9054",92491.5,9746.5,1466,-3700,17.622,59.2016666666667,2,-79.78
"9055",8134.5,5708,-8757,2600,24.216,58.37,2,-7.73
"9056",1180.5,3638.5,10557,-1500,34.654,56.245,2,5.74000000000001
"9057",-234,2572,510,4200,36.316,48.3016666666667,2,-14.68
"9058",-587,3601,-44461,-8500,32.256,50.0966666666667,2,-181.18
"9059",17248,4018,-20513,7500,15.584,61.6816666666667,2,3.93000000000001
"9060",11377,5737,11464,13000,31.924,57.8766666666667,2,57.53
"9062",1447.5,3575.5,-45538,-1800,15.284,63.73,2,-62.0600000000001
"9063",800.5,4407,-12104,1000,29.198,59.745,2,-286.44
"9066",-963.5,5105.5,332,-4100,30.82,51.23,2,-8.98
"9067",18259.5,3527.5,10926,-1900,11.094,59.39,2,-406.51
"9068",11178,4308,4802,-9600,16.248,62.74,2,-177.8
"9069",3182,2918.5,-10012,-10000,30.322,61.6183333333333,2,65.28
"10932",4005,4564,15880,5400,58.904,52.8733333333333,2,58.34
"10933",22302.5,5426.5,-1614,1600,77.492,49.0616666666667,2,-18.4
"10934",1399,3142,1188,-500,91.402,50.3283333333333,2,-19.86
"10935",1555.5,3912.5,325,-400,57.47,51.1033333333333,2,-2.91999999999999
"10936",428,4369.5,-365,4500,63.404,53.2133333333333,2,-1.71
"10938",239,4141.5,2,1400,80.094,53.4316666666667,2,-3.1
"10940",1403,3071,101,10000,52.668,51.7233333333333,2,35.48
"10944",782,5987,2451,100,61.832,46.4016666666667,2,7.27
"10945",9097,3817,905,-10000,35.626,51.1916666666667,2,101.92
"10947",2462.5,2743.5,-1009,900,49.814,52.0316666666667,2,21.66
"10950",15296.5,3521,2997,4000,65.652,50.5333333333333,2,50.92
"10951",1739.5,2991,16,-500,91.998,51.9816666666667,2,3.01
"10952",6450.5,2827.5,8163,-3000,71.138,49.915,2,28.92
"10954",16924,3470.5,17660,2000,66.158,50.3983333333333,2,129.15
"10956",48916.5,6364.5,1110,-800,65.584,52.0533333333333,2,-0.280000000000001
"10957",5492.5,3806,-47,200,66.592,52.4083333333333,2,30.41
"10959",791,3610,-3490,3000,101.698,50.0733333333333,2,-9.63
"10964",39548,5246.5,-2297,-1600,55.246,51.64,2,100.29
"10966",4578.5,4375.5,6996,3200,59.612,52.445,2,56.82
"11629",2922,3576,-678,-1000,90.172,47.695,2,-2.05
"11630",33567,4590.5,1181,1600,68.338,52.3616666666667,2,-12.17
"11632",3577.5,3611,-4602,-300,80.97,50.33,2,-17.28
"11638",838.5,2810.5,-2361,-600,98.382,50.3233333333333,2,-6.9
"11639",2777,4845,325,-500,30.212,51.0083333333333,2,0.120000000000001
"11640",1125.5,4824,-131,500,112.62,46.0483333333333,2,-1.43
"11641",172937.5,8581.5,-20,-500,81.204,48.1783333333333,2,11.12
"11642",10804.5,5119,-30,-100,47.374,51.975,2,-4.14
"11645",2390,3123,1769,4000,76.692,47.9483333333333,2,56.74
"11647",3019.5,3791,189,300,92.476,49.3233333333333,2,-16.42
"11649",464.5,2506.5,1222,-1900,89.03,50.5883333333333,2,-3.61
"11651",54590.5,4551,170,2500,70.518,47.4,2,-16.14
"11652",701,6830.5,4,-500,29.07,50.5666666666667,2,0.94
"11653",6105.5,4123.5,4305,-2000,88.292,46.3816666666667,2,-2.26
"11654",518.5,5309.5,15,200,96.694,46.2016666666667,2,-0.699999999999999
"11655",58676.5,5245.5,3054,-5000,94.138,46.83,2,-62.95
"11658",20567.5,3274.5,1093,1800,51.606,51.1433333333333,2,-4.1
"11659",168,2853,75,-300,81.936,50.6216666666667,2,-0.14
"11661",14272.5,3917,1014,1000,78.144,44.9616666666667,2,23.73
