"","Pop_change_all","Income_change_all","Ag_change_all","Livstk_change_all","Avg_Rain_all","Avg_Temp_all","cluster_all","Water_change_all"
"215",674.5,2875.5,-5890,3000,11.056,43.265,3,-188.93
"259",3674.5,5347,-5311,0,18.294,38.6516666666667,3,19.48
"265",821.5,3034,-44653,5500,15.164,39.7866666666667,3,-120.06
"271",4043.5,4857,-719,-700,19.798,40.5383333333333,3,-2.39
"497",111,588,-8828,-2200,34.856,43.84,3,21.73
"502",2719.5,5683.5,-14848,-6500,19.944,42.2633333333333,3,143.3
"503",1580.5,3520,-953,-100,34.406,43.695,3,-5.49
"507",-9.5,2345.5,-6898,2500,13.388,41.735,3,45.71
"508",132,4088.5,4665,500,26.192,41.23,3,1.04
"521",1306,2391.5,-10754,1000,10.736,43.3783333333333,3,415.26
"538",771,3451,-6662,-2200,40.078,39.4083333333333,3,98.51
"737",1439.5,3759,-352,-5000,34.34,48.05,3,-0.52
"738",2107,3282,-844,-16000,34.686,47.5066666666667,3,-22.77
"739",519,3956,-214,-5000,32.574,48.5616666666667,3,-0.0899999999999999
"745",-1,3647,-571,-4000,32.094,47.98,3,-0.13
"748",-143,3440,253,-7500,33.468,46.0366666666667,3,0.58
"750",-100,3659,-610,-5000,37.458,45.555,3,-0.24
"752",-106.5,3568.5,-604,-8000,26.092,46,3,0.27
"753",-188,3558.5,18,-14000,36.53,46.7416666666667,3,-0.63
"756",5497.5,4803,-563,-5000,31.998,49.3716666666667,3,-0.6
"762",1370,3634.5,-4,12000,34.814,47.5783333333333,3,13.05
"765",-79,2892,-701,-6000,35.67,46.16,3,-0.49
"772",-269,3446.5,125,-12000,31.986,46.0966666666667,3,-0.0300000000000002
"774",468,3625.5,3123,12000,31.468,49.5966666666667,3,-6.45
"785",-714,2675.5,-241,-19000,29.358,46.185,3,0.21
"787",11467,4037.5,63,-6000,35.13,48.1583333333333,3,5.34999999999997
"790",-94.5,3105,-110,-22000,24.762,45.9683333333333,3,0.600000000000001
"791",768,3868.5,-37,-13000,32.314,49.7283333333333,3,-0.47
"797",-7,3446.5,11607,-4000,29.728,48.9966666666667,3,-4.6
"802",-132,2477.5,679,-6000,25.216,45.3233333333333,3,1.29
"804",-261,3492,-751,-11000,28.046,46.2366666666667,3,-0.04
"805",730.5,3967.5,-91,-19000,26.832,47.5283333333333,3,0.61
"809",-109,3281.5,1,-12000,33.926,48.7516666666667,3,-0.25
"811",-397.5,3025,-157,1000,30.28,47.43,3,0.31
"813",-28.5,3124.5,-18,-17000,32.836,48.5983333333333,3,-0.19
"814",843,3060.5,442,5000,25.952,46.535,3,-0.84
"815",2864.5,3995.5,157,-2000,31.08,48.5566666666667,3,0.449999999999999
"816",342,2867.5,-75,-15000,33.85,47.9966666666667,3,-0.0299999999999994
"824",-53.5,3249.5,-90,-3000,31.378,47.5583333333333,3,0.779999999999999
"826",231.5,3272,-153,-27000,36.33,45.5533333333333,3,-0.51
"827",2800.5,3276.5,245,-22000,28.324,48.255,3,286.81
"828",-41,2754.5,188,1000,33.822,45.3066666666667,3,-1.84
"1159",320.5,3089,-249,-600,30.696,41.2716666666667,3,10.72
"1173",-18.5,3714.5,276,-100,30.986,39.7983333333333,3,-2.23
"1219",1438,4283.5,-74,-1000,29.176,40.9033333333333,3,-1.42
"1220",27221.5,4371.5,1723,-1000,29.746,44.6716666666667,3,-9.88
"1221",1059.5,3598,3244,-900,27.976,40.1833333333333,3,4.29
"1222",2633,3279.5,1033,-600,26.68,39.0266666666667,3,-0.83
"1223",2020.5,3995,-1901,-2300,25.668,43.055,3,3.25
"1224",-232.5,3066.5,910,-300,23.594,43.5416666666667,3,0.0299999999999998
"1225",948.5,3793.5,-562,-2100,30.688,45.435,3,0.809999999999995
"1226",-36.5,4145.5,-797,-2200,27.632,45.2316666666667,3,0.81
"1227",1206,3597.5,24,-1500,30,40.3816666666667,3,-11.23
"1228",11145,6185,-385,-3300,29.594,45.0566666666667,3,2.13
"1229",2679.5,4099,-139,-2200,28.81,40.6933333333333,3,0
"1231",5290,4243.5,912,-1600,29.424,44.1016666666667,3,1.46
"1232",403.5,3360.5,352,-600,27.296,41.4483333333333,3,-0.45
"1233",57,3667.5,2184,-1000,26.738,39.365,3,-1.5
"1235",-263.5,3156,933,-1100,27.338,44.8933333333333,3,0.58
"1236",5425,4131.5,22,-1800,27.702,41.55,3,2.44
"1237",40338.5,4885.5,4536,-300,33.13,45.4116666666667,3,18.71
"1239",2073.5,4293,-41,-2200,26.042,41.6483333333333,3,0.39
"1240",-378,2958.5,-47,-1700,30.53,45.5816666666667,3,0.16
"1241",172.5,3460.5,-90,-2500,36.064,44.6766666666667,3,-10.61
"1242",-238,3436.5,1,-2100,33.12,44.8483333333333,3,-0.0699999999999994
"1243",1718.5,4521,-395,-4000,33.94,44.82,3,31.34
"1244",21.5,3754.5,-484,-400,24.756,42.335,3,0.48
"1245",41884.5,5146.5,-596,-800,29.392,45.1433333333333,3,44.81
"1246",610.5,3619.5,-31,-3500,34.944,46.0083333333333,3,-0.27
"1247",1718.5,4294,-2751,-300,27.964,39.975,3,6.89
"1248",2683,4219.5,-781,-1100,28.124,43.6733333333333,3,0.5
"1249",1564.5,3588,411,-1000,29.216,39.695,3,26.02
"1250",-204.5,3106,101,-1000,25.848,45.0233333333333,3,0.05
"1252",1221,4026.5,2240,-1300,26.628,43.5583333333333,3,0.51
"1255",-428.5,3515.5,1130,-500,23.608,44.4,3,0.62
