,Geo_FIPS,TW_1985,TW_1990,TW_1995,TW_2000,TW_2005,TW_2010,TW_2015
0,1001,32.02,36.19,40.26,37.25,43.66,55.55,56.41
1,1003,21.63,39.98,42.14,34.63,69.01,64.36,84.7
2,1005,6.17,6.17,15.03,7.42,16.49,11.05,9.02
3,1007,2.43,4.15,3.32,4.0,4.98,7.61,5.87
4,1009,6.53,10.52,51.29,32.26,18.95,57.08,60.07
5,1011,2.76,4.63,4.84,3.14,5.44,3.19,4.39
6,1013,2.98,3.61,3.73,3.91,4.39,4.52,4.06
7,1015,22.56,23.88,26.3,24.8,28.95,29.31,30.67
8,1017,21.74,22.26,12.56,12.26,8.4,5.4,5.13
9,1019,2.64,3.13,6.43,6.24,7.2,5.54,7.42
10,1021,5.73,6.65,5.64,5.11,6.25,7.32,6.1
11,1023,47.13,42.89,52.03,51.71,49.57,42.89,48.46
12,1025,22.82,23.58,25.98,22.82,4.9,24.31,26.47
13,1027,2.26,2.96,2.65,1.67,2.7,2.51,2.6
14,1029,3.19,3.43,2.58,2.08,2.37,1.79,1.89
15,1031,14.29,15.03,16.25,12.76,12.95,14.66,13.54
16,1033,1236.71,832.18,91.06,1346.03,1363.16,1344.32,1005.62
17,1035,2.08,2.45,2.21,2.49,2.37,2.4,1.93
18,1037,0.96,0.94,0.93,0.65,1.0,0.93,0.86
19,1039,8.95,18.85,12.37,28.92,13.54,10.32,10.28
20,1041,5.74,6.88,2.51,2.31,3.23,3.16,3.38
21,1043,15.13,21.93,20.29,41.49,32.66,37.88,29.12
22,1045,9.22,12.24,13.75,8.52,12.23,10.25,9.14
23,1047,31.5,33.14,57.16,53.8,17.78,49.12,53.34
24,1049,9.47,13.13,9.84,18.08,16.43,11.94,12.62
25,1051,4.59,6.02,6.29,6.14,14.82,16.02,18.71
26,1053,35.12,37.05,49.23,42.74,42.84,45.21,42.57
27,1055,273.53,310.2,264.51,270.51,173.86,146.3,132.81
28,1057,3.24,3.81,3.06,2.85,3.93,4.65,3.05
29,1059,3.91,4.68,5.28,4.81,7.1,6.43,8.37
30,1061,11.27,10.51,3.9,3.69,7.61,7.45,8.87
31,1063,344.94,404.1,320.39,360.93,398.58,366.36,388.86
32,1065,24.39,33.89,39.17,6.01,28.39,20.25,21.09
33,1067,12.43,4.04,9.48,4.66,5.82,6.49,8.03
34,1069,134.48,122.44,120.04,129.93,131.78,118.04,127.23
35,1071,1194.27,1038.86,1301.59,1563.33,1498.24,1067.46,375.99
36,1073,160.07,143.28,92.12,102.64,81.01,81.33,57.98
37,1075,2.19,3.23,4.33,2.18,2.25,2.08,2.16
38,1077,11.43,12.01,16.13,15.04,17.17,17.5,15.81
39,1079,54.21,55.72,62.14,59.87,67.43,72.81,11.53
40,1081,16.78,11.45,18.89,16.91,21.51,18.19,20.18
41,1083,1173.18,649.81,792.26,2120.52,2013.88,2744.24,2873.04
42,1085,2.47,3.43,8.53,2.43,5.97,4.45,13.19
43,1087,4.69,7.13,6.79,4.78,9.94,7.14,11.05
44,1089,48.58,56.06,54.01,53.78,70.51,79.13,78.26
45,1091,54.3,37.86,31.91,23.4,26.79,25.05,24.28
46,1093,4.97,5.88,6.6,5.57,7.84,6.98,7.38
47,1095,16.27,19.84,22.38,19.28,27.06,30.45,27.58
48,1097,1289.08,1447.8,1105.64,1294.77,1130.94,1096.73,783.99
49,1099,28.71,29.4,63.86,80.51,60.01,50.62,53.13
50,1101,36.1,40.59,59.98,47.0,69.73,37.63,38.84
51,1103,138.57,162.91,140.11,161.63,124.8,123.64,121.55
52,1105,6.17,8.03,8.29,3.63,12.39,10.83,7.41
53,1107,4.56,5.44,6.19,3.37,5.67,6.17,7.11
54,1109,9.92,8.89,11.83,7.13,6.99,7.8,6.93
55,1111,2.19,3.69,2.2,2.24,2.78,2.86,2.65
56,1113,37.36,38.04,34.13,31.72,43.72,40.68,44.48
57,1115,6.56,10.26,8.67,8.12,21.01,18.07,18.33
58,1117,852.47,878.33,720.03,779.74,833.25,688.57,485.33
59,1119,4.22,5.11,9.58,2.29,10.27,8.64,9.79
60,1121,71.57,84.29,77.21,93.32,78.28,46.0,49.97
61,1123,13.0,14.58,13.07,11.3,14.64,12.08,13.29
62,1125,29.12,33.3,37.24,34.84,36.02,39.23,42.02
63,1127,865.91,1041.61,906.72,692.81,969.46,954.97,710.17
64,1129,49.82,73.54,86.46,123.89,99.17,89.63,56.12
65,1131,21.09,21.35,43.01,24.25,23.65,22.23,23.29
66,1133,2.32,5.82,2.65,0.81,1.92,2.17,1.75
67,2020,50.6,50.75,45.21,41.85,107.7,46.24,130.39
68,2050,0.27,0.45,0.37,0.24,0.45,0.48,0.41
69,2060,1.38,2.14,0.08,0.18,0.17,0.19,2.1
70,2070,0.66,0.71,0.3,0.37,0.83,0.39,0.35
71,2090,32.69,33.83,32.02,43.31,38.26,53.62,70.52
72,2100,0.24,0.27,0.51,0.57,3.54,44.39,1.84
73,2110,41.67,5.1,4.65,4.25,603.66,58.81,46.1
74,2130,80.19,50.8,54.11,6.67,14.25,29.92,48.12
75,2150,8.17,6.47,5.26,6.31,9.44,6.1,16.14
76,2170,8.63,5.7,5.66,4.38,6.66,33.75,8.46
77,2180,1.37,1.47,1.25,0.94,0.63,0.74,0.75
78,2220,77.69,61.23,5.12,1.3,9.06,55.25,48.44
79,2240,0.99,0.83,2.66,2.51,0.67,0.95,0.95
80,2290,19.38,17.53,7.65,3.17,0.66,1.77,0.33
81,4001,43.03,61.32,39.03,47.63,35.24,48.96,31.6
82,4003,199.36,171.18,233.96,233.27,254.42,238.4,240.85
83,4005,36.14,40.62,47.32,52.68,47.99,52.18,38.97
84,4007,35.52,73.1,42.88,14.78,28.03,34.69,26.18
85,4009,191.64,198.89,176.36,172.21,172.92,176.21,190.55
86,4011,17.86,24.97,43.65,33.34,31.55,25.89,17.87
87,4012,628.13,715.48,628.59,879.01,628.49,668.84,616.59
88,4013,2490.53,2494.45,2392.04,2151.37,1966.99,1953.58,2058.19
89,4015,101.98,145.28,140.32,153.66,138.64,121.16,164.65
90,4017,59.13,73.03,63.65,69.96,67.48,61.66,51.37
91,4019,232.18,228.92,263.76,300.38,306.76,305.43,300.05
92,4021,985.11,882.08,1262.17,1052.44,1289.19,1130.08,1020.61
93,4023,10.31,9.38,15.37,22.66,19.38,17.44,13.22
94,4025,69.68,192.11,82.39,82.4,91.5,92.29,87.19
95,4027,1328.46,1259.85,1398.58,1463.36,1166.12,1161.35,1121.45
96,5001,378.36,708.05,820.61,1138.43,966.4,939.73,1678.06
97,5003,120.22,119.82,134.75,151.94,232.27,205.15,211.79
98,5005,7.88,5.11,5.53,5.75,5.83,4.84,4.75
99,5007,21.09,419.31,336.29,373.85,440.9,402.47,427.94
100,5009,3.64,3.27,4.6,3.92,3.1,2.8,2.57
101,5011,4.87,1.56,1.46,2.75,1.86,2.07,0.64
102,5013,0.66,0.76,1.09,0.55,0.57,0.65,0.3
103,5015,5.88,7.86,7.28,5.4,11.49,10.71,10.64
104,5017,149.33,193.93,233.45,222.07,319.92,273.05,298.56
105,5019,10.97,10.62,5.16,3.57,6.58,11.62,7.67
106,5021,189.79,210.5,176.1,269.93,478.7,407.5,833.14
107,5023,15.24,4.34,6.74,7.19,8.59,25.95,11.77
108,5025,1.75,1.72,1.3,1.33,0.93,1.43,0.84
109,5027,9.1,5.69,6.27,4.3,5.87,11.25,4.58
110,5029,12.32,13.38,28.54,16.09,19.41,29.16,16.13
111,5031,217.53,266.62,349.64,391.89,409.71,422.73,510.86
112,5033,13.3,5.85,15.89,18.78,8.55,34.73,32.34
113,5035,121.17,68.55,112.4,132.75,160.48,219.74,263.66
114,5037,262.3,357.5,299.15,438.01,644.3,561.71,595.71
115,5039,1.73,1.36,1.18,1.08,1.5,0.8,0.21
116,5041,186.64,298.01,330.34,414.51,413.61,483.99,668.9
117,5043,53.83,54.91,71.0,64.01,89.56,37.25,52.83
118,5045,16.78,14.44,11.9,12.83,17.21,8.78,6.38
119,5047,6.35,6.41,12.56,2.74,3.92,11.14,7.64
120,5049,2.2,73.73,73.75,1.56,2.44,84.42,92.69
121,5051,47.69,245.8,266.28,17.28,19.87,17.58,18.6
122,5053,2.08,1.74,2.26,1.8,2.7,5.32,1.7
123,5055,143.34,123.38,153.73,165.09,227.39,366.98,377.38
124,5057,7.2,10.22,9.44,5.85,7.53,4.66,8.53
125,5059,9.16,6.4,8.1,414.87,323.17,125.01,76.77
126,5061,6.21,7.16,5.85,6.76,5.64,4.43,7.94
127,5063,55.68,50.61,36.57,78.93,104.58,156.7,156.37
128,5065,2.24,2.44,2.93,2.05,5.01,4.64,1.38
129,5067,208.43,281.25,298.28,386.17,405.7,441.98,598.14
130,5069,199.03,295.03,454.52,569.27,349.31,350.63,389.9
131,5071,8.18,5.35,4.23,5.85,5.32,5.57,5.49
132,5073,21.39,5.15,32.72,12.27,41.21,25.12,16.97
133,5075,154.06,235.78,281.39,325.41,248.16,198.54,258.53
134,5077,100.81,169.55,167.08,241.86,272.2,307.0,335.8
135,5079,108.69,128.36,151.37,189.52,206.4,224.19,266.6
136,5081,102.45,6.59,5.04,4.21,14.41,105.18,57.5
137,5083,5.58,7.59,4.92,4.45,5.9,4.18,4.88
138,5085,337.63,330.17,372.94,485.31,534.25,489.49,951.86
139,5087,5.7,4.87,3.65,1.82,2.13,1.77,1.6
140,5089,5.13,1.74,1.74,2.86,2.04,2.03,1.65
141,5091,27.31,70.33,100.37,90.35,125.78,15.52,1.58
142,5093,87.96,126.42,152.77,193.19,279.89,381.18,47.7
143,5095,138.25,200.74,194.01,255.51,316.45,297.51,322.18
144,5097,2.24,1.73,1.66,1.11,1.48,1.0,1.03
145,5099,2.67,2.16,1.68,1.35,2.09,1.35,0.68
146,5101,1.12,1.1,1.03,0.76,1.4,1.36,0.37
147,5103,17.14,3.95,36.4,68.07,59.54,43.44,17.15
148,5105,5.46,15.18,4.38,6.06,14.58,2.02,1.96
149,5107,100.32,243.95,313.73,468.93,210.29,266.66,266.4
150,5109,3.57,2.91,1.87,2.13,1.66,1.84,1.67
151,5111,306.03,450.26,500.54,665.82,772.6,937.26,973.17
152,5113,4.38,4.79,4.86,2.63,3.55,3.95,3.21
153,5115,1015.89,921.69,980.3,999.03,1164.75,987.15,963.44
154,5117,252.7,280.15,297.06,354.62,355.76,334.17,566.01
155,5119,83.99,74.31,86.26,107.11,83.99,82.11,92.77
156,5121,46.3,68.16,80.43,116.03,141.39,156.18,187.33
157,5123,121.08,172.19,201.0,264.13,313.4,363.06,368.12
158,5125,7.93,30.91,9.69,13.79,9.27,31.88,33.53
159,5127,2.87,3.41,2.74,2.33,2.8,1.91,2.55
160,5129,1.38,1.65,1.76,0.95,0.99,1.81,0.71
161,5131,25.21,22.17,32.37,30.19,39.4,3.74,1.46
162,5133,3.76,6.56,4.37,4.57,2.56,4.58,1.9
163,5135,2.95,1.95,2.02,2.23,5.29,3.5,1.94
164,5137,2.33,2.7,1.8,0.98,2.43,2.79,2.31
165,5139,15.41,11.72,15.88,17.83,20.74,20.42,14.98
166,5141,2.52,2.45,2.52,2.01,3.01,4.35,2.59
167,5143,25.57,15.46,27.37,27.68,3.8,3.07,2.32
168,5145,98.67,153.01,114.02,129.05,91.52,88.03,150.7
169,5147,146.93,157.69,274.65,432.61,351.47,246.32,518.8
170,5149,13.72,13.87,9.7,4.46,9.79,4.13,5.8
171,6001,228.62,237.83,237.03,257.55,171.76,254.89,184.21
172,6003,26.04,27.25,23.68,15.13,15.11,4.47,9.85
173,6005,17.56,26.37,26.77,32.17,24.06,32.37,40.66
174,6007,1240.08,860.03,957.73,1077.98,789.94,715.33,811.9
175,6009,9.69,13.57,14.72,17.24,17.29,23.39,17.01
176,6011,994.5,880.76,1049.13,913.57,916.29,835.02,699.37
177,6013,1450.39,1143.59,885.04,1242.13,1679.12,302.73,256.77
178,6015,12.79,13.71,19.72,21.82,9.02,13.67,19.55
179,6017,38.31,62.54,73.79,55.15,46.01,55.73,58.47
180,6019,3397.07,3612.62,3553.88,3744.99,3260.22,2813.24,1824.17
181,6021,855.47,799.02,848.36,683.75,741.2,606.63,666.65
182,6023,121.04,111.76,199.52,152.83,137.18,113.98,74.58
183,6025,2474.84,2457.56,2608.6,2886.61,2144.94,1169.24,1918.32
184,6027,65.82,124.6,149.42,120.87,80.43,111.57,61.99
185,6029,3194.84,3031.43,2514.78,2884.94,2663.55,2159.89,1917.54
186,6031,1448.83,1378.95,1413.44,1536.09,1380.43,1298.85,685.32
187,6033,80.37,60.96,63.57,51.99,45.22,50.85,62.74
188,6035,250.67,291.43,300.85,485.3,246.87,202.61,112.14
189,6037,5984.86,4173.12,4146.57,5364.88,3811.06,3064.01,1940.51
190,6039,1136.66,878.17,980.96,993.38,834.79,748.71,802.09
191,6041,43.16,39.97,40.97,44.48,36.76,42.85,70.84
192,6043,2.91,7.52,8.32,6.43,9.24,5.32,19.67
193,6045,65.79,15.25,52.56,56.63,58.11,81.53,83.26
194,6047,1907.17,1618.97,1688.43,1880.06,1624.9,1494.67,1092.33
195,6049,446.64,450.93,429.0,240.54,313.82,261.53,173.69
196,6051,182.79,212.91,221.43,192.96,211.14,229.71,70.97
197,6053,1450.66,1259.73,1295.09,1781.73,1129.19,545.54,380.2
198,6055,54.76,64.25,67.3,81.07,51.75,96.86,127.22
199,6057,62.41,79.73,40.75,48.31,88.88,48.69,63.56
200,6059,870.29,719.57,668.59,723.42,717.6,765.39,563.77
201,6061,244.99,261.15,200.23,189.0,209.19,191.22,196.25
202,6063,195.06,122.41,130.11,55.31,79.27,118.73,107.09
203,6065,1461.99,1434.91,1432.39,1688.12,1257.45,1099.26,1224.41
204,6067,823.53,718.19,876.08,783.34,774.33,681.06,874.18
205,6069,104.3,78.88,87.5,92.71,69.44,85.44,26.0
206,6071,587.36,628.02,618.0,652.57,586.09,659.42,457.38
207,6073,3549.32,4450.48,3168.58,4393.87,4085.08,2818.19,617.83
208,6075,592.5,535.26,562.92,252.94,1668.32,93.49,68.37
209,6077,1656.13,1786.61,1816.79,1746.04,1483.54,1753.37,1336.84
210,6079,1657.38,2875.31,2703.35,3110.71,2774.1,2579.14,2103.17
211,6081,104.33,109.8,111.47,102.86,151.12,93.08,92.98
212,6083,354.23,295.27,325.73,426.82,239.62,264.25,120.54
213,6085,332.4,320.25,350.29,342.4,296.09,298.22,218.44
214,6087,70.61,53.05,72.24,78.28,73.69,66.38,58.65
215,6089,319.48,385.32,310.82,433.5,236.16,239.01,244.75
216,6091,43.3,4.53,40.62,44.43,63.41,39.03,24.35
217,6093,486.49,457.94,474.59,561.72,384.78,411.07,229.89
218,6095,568.1,577.86,526.52,517.72,467.9,452.77,456.7
219,6097,391.72,198.04,141.16,159.3,114.33,259.54,317.07
220,6099,1372.62,1296.11,1437.92,1615.25,1457.93,1642.69,1152.2
221,6101,1507.95,954.45,1053.87,922.21,833.72,721.95,659.89
222,6103,345.81,347.98,399.83,412.31,538.75,825.59,539.15
223,6105,5.98,26.13,25.54,44.83,21.63,22.53,22.43
224,6107,2327.64,1968.85,2208.74,2409.09,2274.96,2600.28,1532.32
225,6109,7.31,22.92,37.92,32.76,33.84,35.75,26.77
226,6111,1275.52,1078.93,798.67,1110.6,1198.61,719.48,312.97
227,6113,865.33,841.13,1090.05,1028.1,738.78,780.23,602.43
228,6115,361.56,360.55,354.73,372.12,351.72,261.74,327.02
229,8001,128.12,138.05,132.34,133.59,185.27,230.92,170.32
230,8003,349.33,337.39,413.76,224.83,272.12,152.41,140.74
231,8005,90.59,81.74,86.52,111.99,84.94,187.0,147.01
232,8007,32.98,45.73,48.23,66.61,71.48,59.27,44.79
233,8009,90.11,92.28,105.75,111.58,127.78,98.51,126.51
234,8011,366.66,174.27,426.04,324.5,211.34,152.43,169.24
235,8013,219.24,211.98,173.56,182.02,203.73,231.61,165.6
236,8015,60.68,117.23,56.69,72.16,122.91,101.85,140.41
237,8017,24.64,26.69,26.42,32.58,39.25,37.88,30.45
238,8019,14.88,14.28,7.36,1.81,1.71,1.82,1.62
239,8021,528.52,328.71,731.55,254.02,359.25,382.5,310.95
240,8023,161.46,152.01,196.77,100.32,173.01,139.91,93.65
241,8025,117.07,67.1,64.78,97.95,34.26,13.73,14.02
242,8027,33.5,25.8,41.62,49.3,45.32,27.24,35.55
243,8029,762.01,676.71,704.31,678.54,466.04,359.51,360.3
244,8031,166.51,145.36,122.54,159.17,236.44,150.54,164.8
245,8033,6.06,15.71,28.46,54.64,34.74,5.59,4.61
246,8035,14.69,24.6,28.71,43.34,43.37,51.56,52.13
247,8037,224.39,184.24,137.6,140.59,156.83,137.89,144.63
248,8039,11.67,23.54,33.8,18.39,36.63,13.81,18.55
249,8041,108.82,125.07,134.7,138.49,157.08,116.11,104.15
250,8043,90.19,193.7,158.86,160.42,150.85,146.21,103.9
251,8045,560.15,419.86,562.6,420.8,352.12,261.47,266.98
252,8047,0.41,0.45,0.52,0.63,0.62,3.36,0.9
253,8049,144.41,167.92,204.23,110.39,230.67,186.53,224.82
254,8051,237.96,271.92,286.35,241.94,559.74,562.74,532.05
255,8053,3.72,9.48,13.19,9.71,70.35,30.41,29.34
256,8055,57.34,35.73,91.3,68.16,36.5,38.26,41.63
257,8057,345.99,358.08,401.09,322.82,428.52,347.86,343.21
258,8059,140.26,110.11,96.68,144.14,86.85,78.3,89.85
259,8061,9.41,7.36,14.78,28.75,8.61,5.56,2.21
260,8063,146.33,194.73,166.44,186.44,284.75,130.5,114.42
261,8065,21.16,43.69,26.21,41.02,14.67,14.66,22.72
262,8067,370.72,309.92,378.44,220.61,383.49,336.64,332.17
263,8069,341.78,297.01,270.51,272.04,504.35,412.85,162.23
264,8071,149.08,64.9,120.87,121.73,67.67,73.73,33.88
265,8073,7.37,8.76,17.63,20.22,6.41,4.49,6.07
266,8075,243.59,280.29,335.61,309.31,290.42,164.4,150.81
267,8077,1328.64,941.88,972.94,1201.97,926.3,754.73,850.62
268,8079,3.1,6.58,2.06,0.11,21.79,18.48,7.29
269,8081,228.04,247.69,207.44,208.74,165.36,170.12,138.54
270,8083,241.97,323.98,313.98,428.75,249.65,255.08,191.99
271,8085,672.75,691.07,644.15,597.74,705.81,702.86,693.63
272,8087,351.77,310.81,335.85,288.21,293.49,186.03,142.33
273,8089,309.02,351.44,424.63,281.91,393.47,436.79,354.06
274,8091,59.67,55.68,58.01,82.1,103.87,110.99,96.91
275,8093,30.79,22.34,8.65,28.13,21.96,24.4,39.47
276,8095,93.33,102.77,86.21,129.83,104.49,58.93,75.06
277,8097,67.73,82.9,46.63,43.19,130.89,123.36,126.33
278,8099,455.83,344.3,695.25,429.06,488.01,152.26,113.66
279,8101,281.04,221.66,246.09,246.32,301.3,288.87,343.79
280,8103,223.89,212.29,134.56,216.58,241.34,267.16,149.15
281,8105,304.25,342.12,405.39,285.33,729.85,579.2,561.18
282,8107,176.13,299.81,307.01,271.22,203.86,204.0,183.01
283,8109,454.11,456.78,425.71,647.03,509.15,270.92,367.63
284,8111,4.51,3.21,0.29,0.17,0.27,1.56,0.27
285,8113,49.31,31.64,63.04,9.88,28.37,37.94,48.34
286,8115,118.34,94.42,94.63,112.06,99.71,61.42,74.54
287,8117,32.25,34.33,29.16,4.5,66.0,68.7,57.54
288,8119,6.55,8.81,9.23,6.84,6.42,7.6,9.5
289,8121,53.69,52.78,47.66,64.24,120.65,73.4,48.73
290,8123,1343.8,1362.06,1162.37,1064.17,773.04,462.13,416.52
291,8125,285.76,329.84,272.73,321.13,397.34,220.81,331.15
292,9001,748.81,770.56,330.0,,651.96,494.34,457.77
293,9003,87.41,104.08,93.71,,145.41,200.73,260.45
294,9005,88.93,83.73,93.03,,99.4,68.44,24.39
295,9007,733.6,566.54,626.24,,224.36,133.64,68.57
296,9009,637.41,663.44,763.96,,342.67,113.53,168.79
297,9011,1450.24,2617.49,2514.56,,2259.1,2249.81,2111.04
298,9013,16.22,19.1,17.0,,17.64,15.89,9.67
299,9015,18.5,18.61,14.96,,17.86,34.58,27.42
300,10001,26.0,24.76,33.91,29.62,37.59,43.3,46.71
301,10003,940.76,926.78,1079.94,819.74,498.39,404.68,624.65
302,10005,687.15,415.53,381.64,473.27,481.26,269.48,118.75
303,11001,347.92,9.02,10.19,9.87,9.7,0.1,0.05
304,12001,51.46,52.48,48.31,58.1,60.05,53.8,45.65
305,12003,8.26,10.07,5.37,7.5,7.19,5.18,3.62
306,12005,306.52,285.86,318.51,322.87,291.93,301.36,224.29
307,12007,9.25,9.02,7.51,4.65,6.71,4.32,4.73
308,12009,1313.37,1195.89,1332.84,1261.31,957.28,251.36,598.25
309,12011,929.42,1292.09,1515.6,1813.66,1837.86,1279.14,662.11
310,12013,1.68,2.38,4.19,6.13,3.43,4.11,4.73
311,12015,54.16,50.66,49.88,63.93,40.05,58.77,22.59
312,12017,2302.9,1481.36,1685.32,425.19,1707.14,1201.17,1288.93
313,12019,26.57,25.64,21.52,33.59,22.55,23.31,22.16
314,12021,123.69,213.79,208.2,229.91,193.23,256.92,201.61
315,12023,9.86,11.38,16.74,13.75,12.26,13.7,9.46
316,12027,83.78,121.97,70.94,133.38,66.74,97.38,77.35
317,12029,4.21,5.87,3.41,3.29,3.75,4.59,5.84
318,12031,640.09,512.47,720.18,814.49,771.63,758.12,799.86
319,12033,343.06,292.17,269.55,313.77,329.01,311.68,261.64
320,12035,9.87,14.67,14.15,27.88,19.26,23.42,25.11
321,12037,2.98,2.67,2.89,2.25,2.59,2.29,2.25
322,12039,16.12,18.51,16.38,15.61,16.96,17.79,12.36
323,12041,5.41,11.06,9.36,15.89,14.78,9.11,15.93
324,12043,82.08,81.71,99.59,74.63,104.4,162.33,132.61
325,12045,37.88,56.43,36.85,4.43,2.66,2.26,2.74
326,12047,43.38,50.6,46.18,41.7,54.84,37.49,41.75
327,12049,94.18,66.55,51.0,91.15,32.46,52.44,39.32
328,12051,192.0,492.96,557.01,511.9,395.94,424.05,388.23
329,12053,40.86,45.83,41.62,50.45,48.59,38.81,31.07
330,12055,123.67,141.47,119.47,174.26,118.3,107.82,93.07
331,12057,2645.07,2304.94,2628.16,3479.0,2014.0,1960.73,1865.46
332,12059,5.47,6.76,7.24,4.09,3.77,4.5,3.39
333,12061,170.61,328.35,266.46,287.46,285.66,154.51,77.5
334,12063,129.33,141.5,81.05,111.6,119.51,62.81,73.98
335,12065,9.56,12.1,11.61,8.36,13.23,7.31,6.24
336,12067,7.57,9.64,7.45,6.74,7.85,6.4,10.56
337,12069,73.18,97.03,83.11,99.51,85.69,104.86,106.32
338,12071,328.56,572.93,499.26,652.38,709.1,746.56,743.69
339,12073,36.61,39.49,39.3,45.54,43.04,37.59,36.37
340,12075,18.59,24.56,23.42,31.02,28.74,32.51,19.29
341,12077,1.09,3.72,1.63,1.57,1.03,1.51,1.63
342,12079,6.0,7.46,9.33,9.13,14.28,14.03,17.19
343,12081,127.49,141.84,122.73,186.9,141.4,126.5,104.22
344,12083,53.03,51.07,52.07,68.81,54.44,65.35,57.12
345,12085,189.22,209.6,170.03,198.5,138.7,101.11,154.13
346,12087,1.6,45.64,2.1,1.96,1.68,1.19,1.07
347,12089,48.65,44.77,46.9,48.17,54.85,50.33,49.22
348,12091,27.67,31.59,29.94,28.47,26.41,26.26,25.4
349,12093,29.71,44.26,41.22,71.47,54.51,61.92,19.84
350,12095,245.74,282.34,259.56,275.49,257.99,238.31,246.02
351,12097,59.27,76.84,81.48,142.71,146.81,97.63,67.24
352,12099,1033.46,1419.08,1432.6,1711.61,1532.52,706.54,1340.61
353,12101,1258.29,1465.9,1169.25,2097.53,2168.22,1658.76,1851.18
354,12103,519.82,563.97,529.91,465.82,483.83,492.95,514.71
355,12105,398.8,437.5,391.85,362.61,219.26,298.67,218.89
356,12107,90.34,80.24,88.43,89.18,73.86,74.67,70.53
357,12109,51.29,52.65,46.37,55.7,34.92,43.88,64.45
358,12111,1486.18,1510.94,1485.34,1757.69,1352.29,1201.34,1559.0
359,12113,16.83,23.83,23.25,30.72,28.98,26.2,19.86
360,12115,40.83,62.67,47.86,46.4,41.01,31.26,32.52
361,12117,68.72,67.37,69.78,90.21,68.83,69.14,64.35
362,12119,78.62,73.6,66.14,44.39,24.65,31.97,35.99
363,12121,87.9,141.76,142.48,127.71,103.08,138.17,170.96
364,12123,50.16,50.66,53.08,49.81,49.24,42.9,42.89
365,12125,2.11,5.05,2.7,2.54,3.29,2.67,2.68
366,12127,212.08,277.64,156.6,234.69,171.22,228.32,100.22
367,12129,30.34,54.49,72.52,33.17,10.86,5.32,4.44
368,12131,6.57,9.05,11.77,12.22,11.66,13.85,16.48
369,12133,3.21,3.36,4.59,4.1,3.61,3.68,3.72
370,13001,58.56,60.58,62.89,63.7,63.02,60.93,67.35
371,13003,2.43,2.11,3.02,6.55,7.87,2.62,3.09
372,13005,3.2,3.46,2.99,5.85,6.42,2.25,6.04
373,13007,21.94,14.0,24.07,41.85,34.39,36.47,24.54
374,13009,8.11,12.38,7.16,8.77,7.63,6.91,4.39
375,13011,1.4,1.82,2.28,2.1,3.54,3.67,4.15
376,13013,4.24,5.26,5.68,7.54,8.61,6.51,7.92
377,13015,73.69,75.95,57.97,66.03,107.78,109.19,93.09
378,13017,6.44,5.77,17.3,11.23,10.68,5.97,6.16
379,13019,8.54,13.55,12.9,15.26,6.86,4.93,7.39
380,13021,228.3,76.45,106.97,154.71,18.68,41.92,47.39
381,13023,7.47,6.46,9.1,16.13,13.55,8.28,6.83
382,13025,2.11,2.33,2.48,1.75,2.83,1.74,1.54
383,13027,4.99,26.16,6.34,6.38,4.46,8.71,12.58
384,13029,1.54,1.48,1.98,2.84,3.1,3.25,3.56
385,13031,8.92,10.08,17.24,15.48,16.89,8.98,11.08
386,13033,11.94,70.78,75.48,98.07,83.82,74.64,87.27
387,13035,2.09,2.37,5.6,3.82,3.5,3.0,2.99
388,13037,14.55,9.24,18.82,34.53,27.03,27.81,17.63
389,13039,43.88,44.46,47.94,49.23,6.66,6.4,5.43
390,13043,4.54,4.5,3.16,6.37,11.13,2.2,2.91
391,13045,10.29,12.49,13.69,12.1,14.42,15.02,14.16
392,13047,4.17,4.97,10.68,10.67,6.69,6.94,5.85
393,13049,1.42,1.67,1.76,1.48,1.24,1.26,1.52
394,13051,498.67,516.12,605.65,213.7,241.28,278.19,171.2
395,13053,6.85,13.63,13.8,9.66,1.21,0.88,0.92
396,13055,14.28,11.86,4.86,11.54,12.28,10.83,9.81
397,13057,7.5,8.32,13.89,20.39,29.34,24.38,22.35
398,13059,15.58,16.96,18.1,19.41,7.57,15.14,13.12
399,13061,2.5,1.66,5.56,5.85,0.66,4.8,4.22
400,13063,17.24,21.54,25.61,26.53,15.62,7.73,11.39
401,13065,1.12,0.77,1.29,1.86,1.88,3.37,1.15
402,13067,449.93,399.57,440.1,466.78,414.66,55.02,58.14
403,13069,11.47,8.36,13.17,21.26,16.13,9.44,15.37
404,13071,18.0,16.99,39.79,45.91,36.75,24.15,26.84
405,13073,7.46,9.72,11.88,17.27,15.58,19.08,18.76
406,13075,6.41,6.62,11.92,12.04,11.13,8.62,10.16
407,13077,436.21,445.72,352.54,560.37,42.41,53.11,32.32
408,13079,3.08,3.33,5.88,6.06,4.87,3.48,3.63
409,13081,8.35,14.55,19.02,17.41,18.8,21.03,17.71
410,13083,1.34,1.47,1.74,2.64,2.9,2.28,2.25
411,13085,0.72,1.06,1.48,2.3,2.71,2.45,2.36
412,13087,40.45,36.86,64.79,62.66,41.95,73.52,61.82
413,13089,70.8,81.36,85.79,91.67,88.84,2.66,1.68
414,13091,5.91,4.66,7.47,15.89,19.93,13.51,9.33
415,13093,13.72,5.01,12.75,26.43,26.29,29.27,16.64
416,13095,216.55,128.31,134.05,222.15,158.77,82.33,52.86
