,Geo_FIPS,TW_1985,TW_1990,TW_1995,TW_2000,TW_2005,TW_2010,TW_2015
2796,50019,0.0,5.06,4.63,3.24,4.46,3.76,4.16
2797,50021,0.0,21.42,15.81,8.72,10.75,9.7,14.45
2798,50023,0.0,7.0,7.87,8.54,7.22,6.19,4.31
2799,50025,0.0,524.36,460.33,362.33,426.81,349.78,4.4
2800,50027,0.0,6.69,10.55,7.54,6.15,8.88,6.23
2801,51001,10.37,10.86,8.85,8.87,11.55,15.19,17.64
2802,51003,15.0,15.0,16.45,15.49,15.46,19.22,17.54
2803,51005,68.38,61.63,57.08,64.15,47.22,43.05,41.53
2804,51007,1.3,1.5,2.31,1.79,1.44,7.9,1.39
2805,51009,20.11,21.26,18.18,20.09,19.13,17.0,18.99
2806,51011,1.38,1.52,1.85,0.99,2.34,1.5,1.46
2807,51013,0.27,0.28,0.14,0.44,0.14,0.26,0.13
2808,51015,14.72,17.01,17.46,14.23,44.13,40.16,16.12
2809,51017,10.89,1.99,2.1,0.49,259.23,109.11,13.92
2810,51019,15.96,20.38,16.96,5.54,18.46,21.59,22.33
2811,51021,0.93,0.96,1.15,0.4,0.98,2.88,0.84
2812,51023,5.28,22.11,18.44,16.47,19.03,8.65,7.87
2813,51025,4.21,2.52,3.97,20.7,27.64,28.4,26.97
2814,51027,4.05,12.81,3.58,1.51,7.97,0.86,1.84
2815,51029,1.76,1.85,2.25,1.22,2.47,2.34,5.11
2816,51031,10.73,10.25,11.29,8.97,10.65,7.41,9.17
2817,51033,2.8,2.95,3.07,4.28,5.63,8.96,7.04
2818,51035,2.93,3.12,3.53,2.22,3.08,2.44,4.05
2819,51036,3.89,3.73,1.66,0.79,1.08,0.92,2.0
2820,51037,2.73,1.7,1.93,1.27,1.67,1.49,1.47
2821,51041,820.26,796.97,1007.84,997.42,1016.63,897.46,951.03
2822,51043,1.3,1.89,1.95,1.09,1.79,1.87,1.53
2823,51045,3.35,0.45,0.55,0.29,0.52,3.05,4.77
2824,51047,2.92,3.13,3.82,3.35,4.72,5.09,5.32
2825,51049,0.92,1.11,0.91,0.74,2.11,5.9,0.85
2826,51051,3.31,10.24,3.26,3.72,5.53,4.77,6.37
2827,51053,5.78,4.73,4.15,1.96,2.0,2.13,2.08
2828,51057,1.09,1.03,1.07,1.19,1.06,2.03,1.3
2829,51059,40.43,53.57,76.65,79.3,313.79,14.94,1.44
2830,51061,4.54,5.69,6.62,4.95,26.44,6.57,6.72
2831,51063,1.36,1.37,1.62,0.97,1.85,1.77,1.74
2832,51065,130.71,123.24,117.6,137.27,223.52,118.82,63.22
2833,51067,5.7,5.33,5.69,3.99,5.18,5.55,6.3
2834,51069,3.52,3.56,5.54,4.57,7.3,16.16,9.62
2835,51071,388.29,415.31,309.32,329.18,333.61,148.99,112.51
2836,51073,2.27,2.21,2.77,3.05,3.57,3.51,2.81
2837,51075,1.66,2.74,2.93,0.59,2.76,2.01,3.05
2838,51077,1.96,1.9,2.07,1.33,2.19,1.91,1.66
2839,51079,1.04,1.18,1.6,0.7,0.84,1.74,1.54
2840,51081,3.75,1.82,3.39,1.6,4.55,1.79,1.69
2841,51083,7.91,4.1,7.13,16.53,15.61,18.49,15.84
2842,51085,9.23,23.49,26.35,6.97,155.27,8.49,8.77
2843,51087,3.77,4.26,7.99,4.72,45.65,30.96,23.75
2844,51089,51.31,62.78,41.6,20.44,13.56,11.4,5.14
2845,51091,6.46,1.86,5.9,4.81,15.5,9.33,6.96
2846,51093,50.7,50.99,56.34,39.07,97.74,23.9,17.18
2847,51095,7.08,38.87,33.0,11.88,13.05,14.28,6.24
2848,51097,0.68,0.65,0.66,0.63,0.75,1.98,1.89
2849,51099,1.66,3.47,3.73,3.04,5.89,3.88,3.48
2850,51101,15.53,19.35,22.37,21.31,65.56,22.91,23.44
2851,51103,0.95,2.35,2.33,0.87,1.06,1.31,0.57
2852,51105,2.67,4.2,3.75,1.24,3.78,3.68,3.17
2853,51107,14.71,17.43,18.23,23.05,10.65,22.46,11.57
2854,51109,1829.47,1329.05,2077.53,2128.54,2281.42,1823.73,1928.9
2855,51111,2.9,1.68,1.8,1.07,1.99,5.24,1.55
2856,51113,1.78,1.59,1.78,0.82,3.17,2.46,1.32
2857,51115,0.8,0.74,0.77,0.66,0.68,2.07,0.67
2858,51117,12.43,8.04,10.66,10.22,61.11,7.9,5.46
2859,51119,2.15,0.95,1.05,0.85,1.01,1.87,1.25
2860,51121,36.29,24.03,24.59,21.84,35.29,33.07,28.46
2861,51125,2.33,1.85,2.81,0.89,4.79,5.94,1.81
2862,51127,1.11,38.0,40.08,28.8,31.3,30.0,20.94
2863,51131,4.25,6.84,6.35,3.23,4.74,4.15,3.23
2864,51133,1.34,1.15,1.21,0.75,3.72,4.19,2.48
2865,51135,1.76,2.55,3.22,1.13,1.66,2.37,1.28
2866,51137,2.64,2.89,3.41,1.38,3.3,5.56,4.05
2867,51139,3.01,3.48,4.58,3.4,3.68,4.0,3.19
2868,51141,2.91,2.24,2.38,1.96,2.64,3.39,2.25
2869,51143,14.96,10.83,10.55,10.26,60.09,7.58,7.93
2870,51145,2.01,1.68,1.74,1.6,2.9,4.28,2.35
2871,51147,2.07,2.19,2.75,2.12,1.45,4.88,2.56
2872,51149,15.3,21.55,22.07,17.94,58.14,17.4,0.85
2873,51153,245.67,372.32,330.12,310.26,254.9,66.15,89.43
2874,51155,6.77,5.9,8.69,5.1,6.75,6.77,5.56
2875,51157,0.64,0.72,0.93,0.59,1.0,0.81,0.83
2876,51159,0.66,0.93,2.05,0.46,1.12,0.78,0.93
2877,51161,9.18,6.68,8.07,14.11,20.11,17.22,26.85
2878,51163,7.7,6.85,7.17,5.94,37.09,5.04,3.98
2879,51165,24.03,30.72,29.05,30.67,44.2,38.04,36.92
2880,51167,10.98,18.35,15.69,17.97,22.04,11.54,6.14
2881,51169,2.81,2.86,2.69,1.87,2.47,2.19,2.04
2882,51171,5.63,6.68,6.92,5.59,18.78,30.54,21.14
2883,51173,8.03,5.93,5.74,6.52,25.81,19.79,6.99
2884,51175,21.25,18.72,25.37,7.8,39.94,8.57,5.1
2885,51177,5.32,5.66,7.98,4.58,9.61,13.88,15.08
2886,51179,8.17,7.23,10.76,8.17,20.23,13.72,25.04
2887,51181,1525.63,847.89,1757.6,1967.17,2062.88,1908.46,2023.75
2888,51183,2.31,2.49,1.63,1.46,2.2,2.07,1.81
2889,51185,6.18,18.56,6.78,2.45,8.41,4.96,5.31
2890,51187,25.63,8.81,8.31,10.85,11.2,11.37,11.79
2891,51191,11.08,10.4,12.5,10.17,82.5,59.86,75.95
2892,51193,2.21,2.95,2.58,1.86,1.78,4.77,2.96
2893,51195,7.16,31.73,8.3,5.93,7.43,5.28,6.43
2894,51197,9.85,4.95,4.96,3.5,12.51,16.57,9.74
2895,51199,532.0,848.92,515.26,937.77,1011.02,781.36,394.47
2896,51510,257.91,363.07,282.13,360.37,249.89,0.02,0.55
2897,51520,0.0,0.0,0.0,0.0,0.05,0.0,0.06
2898,51530,0.89,0.63,0.36,0.0,1.4,0.16,1.06
2899,51540,0.0,0.0,0.0,0.0,0.0,0.17,0.44
2900,51550,319.63,476.0,556.34,538.82,553.25,543.98,10.59
2901,51570,0.0,0.0,0.0,0.04,0.0,0.01,0.04
2902,51580,2.1,1.08,3.44,2.38,39.84,1.97,2.14
2903,51590,17.72,17.68,18.92,15.37,3.74,7.23,5.53
2904,51595,0.99,1.3,1.38,1.38,1.03,0.04,0.7
2905,51600,0.02,0.03,0.07,0.0,0.08,0.11,0.0
2906,51610,0.0,0.0,0.0,0.0,0.0,0.02,0.0
2907,51620,1.26,1.21,1.21,1.11,1.16,1.05,0.93
2908,51630,2.53,3.91,4.18,0.98,0.0,0.33,0.8
2909,51640,2.45,2.27,2.58,2.16,1.74,1.94,1.83
2910,51650,4.9,1.57,1.64,1.17,0.26,0.26,0.05
2911,51660,0.0,0.0,0.0,0.41,0.1,0.41,0.36
2912,51670,156.35,132.21,156.04,153.51,186.12,130.46,138.73
2913,51678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2914,51680,2.47,2.71,1.35,0.49,0.12,0.17,0.03
2915,51683,3.15,0.0,0.11,2.65,0.13,0.06,0.51
2916,51685,0.56,0.53,0.41,0.45,0.41,0.02,0.18
2917,51690,0.0,0.0,0.09,0.0,0.0,0.0,2.06
2918,51700,71.89,39.35,37.27,39.5,38.03,28.62,27.56
2919,51710,12.42,15.95,13.58,2.64,2.36,1.02,0.42
2920,51720,1.17,0.96,0.91,1.09,0.89,0.79,0.53
2921,51730,0.02,0.05,0.05,0.0,0.0,0.09,0.16
2922,51735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2923,51740,0.57,0.57,2.47,1.63,19.17,1.43,63.95
2924,51750,2.78,2.73,3.12,2.84,2.27,2.1,2.48
2925,51760,60.96,62.4,70.39,89.16,224.98,65.59,76.67
2926,51770,7.68,7.76,9.18,0.36,5.6,5.26,5.22
2927,51775,4.06,5.11,3.36,2.7,3.9,4.64,3.92
2928,51790,0.0,0.0,0.0,0.0,0.13,0.23,0.16
2929,51800,86.72,88.45,88.9,80.85,98.68,82.82,46.78
2930,51810,1.13,2.29,8.18,3.6,4.11,1.66,3.0
2931,51820,15.15,14.28,11.51,7.53,7.1,6.0,2.47
2932,51830,0.17,1.55,1.58,0.08,1.69,0.99,0.15
2933,51840,0.11,0.1,0.24,0.19,0.15,0.1,0.0
2934,53001,318.62,323.23,346.25,197.23,158.29,217.29,166.1
2935,53003,6.66,5.78,5.74,5.23,5.19,4.91,5.99
2936,53005,901.23,869.2,1078.14,780.05,842.58,415.54,356.37
2937,53007,99.83,132.58,127.62,79.83,91.12,68.58,54.17
2938,53009,72.09,53.29,101.55,15.91,20.22,21.02,18.97
2939,53011,135.83,118.73,195.05,183.04,165.47,134.14,121.97
2940,53013,8.54,14.42,17.14,5.35,4.66,8.35,5.86
2941,53015,184.47,186.08,208.4,169.8,147.78,146.59,129.31
2942,53017,56.38,64.12,63.01,33.11,38.95,35.15,27.95
2943,53019,9.21,18.22,13.25,6.03,5.99,6.32,4.32
2944,53021,664.85,762.74,844.38,457.11,551.93,479.3,383.89
2945,53023,3.02,3.53,2.02,1.04,1.22,3.03,1.33
2946,53025,1460.37,1638.64,1795.09,962.89,1161.24,1074.91,871.24
2947,53027,98.31,30.54,103.8,25.76,67.72,34.26,27.36
2948,53029,6.15,12.91,14.25,9.3,9.53,9.03,9.15
2949,53031,19.58,21.71,32.14,11.7,22.64,5.59,4.16
2950,53033,220.94,337.61,291.56,360.48,227.88,259.68,270.8
2951,53035,20.48,32.27,40.44,29.58,28.02,32.13,27.99
2952,53037,373.07,460.74,452.58,208.97,280.79,132.02,157.76
2953,53039,65.61,80.61,98.87,34.08,40.56,40.58,31.46
2954,53041,33.58,49.48,54.28,24.85,47.14,39.16,95.9
2955,53043,64.75,71.15,71.55,39.08,36.82,32.31,18.59
2956,53045,16.96,18.45,18.67,16.64,19.5,43.84,27.42
2957,53047,135.35,150.2,139.73,87.65,92.61,98.7,65.15
2958,53049,7.1,7.46,9.78,8.54,7.57,9.22,5.61
2959,53051,6.33,5.91,5.11,3.08,4.31,4.0,3.19
2960,53053,179.3,187.63,218.94,227.17,198.49,197.16,181.02
2961,53055,1.16,2.04,3.04,2.35,1.94,1.78,2.72
2962,53057,31.05,28.3,45.87,44.06,44.15,45.33,43.07
2963,53059,21.31,22.12,13.31,13.36,9.65,23.05,22.35
2964,53061,124.28,110.83,173.17,144.48,127.65,201.92,138.97
2965,53063,187.16,207.95,188.69,176.22,191.65,185.05,192.3
2966,53065,32.26,39.83,29.36,25.23,29.6,29.94,20.18
2967,53067,33.13,39.72,49.58,44.89,46.23,52.31,48.21
2968,53069,1.5,3.02,3.25,0.72,1.28,0.69,0.55
2969,53071,232.59,295.48,353.55,154.04,156.37,160.18,137.6
2970,53073,124.91,85.71,160.81,88.09,81.26,85.49,109.22
2971,53075,14.13,18.75,15.46,9.15,10.81,8.91,11.4
2972,53077,1060.43,1433.59,1474.98,626.55,658.32,608.35,455.99
2973,54001,5.76,6.3,2.24,,1.85,2.12,3.35
2974,54003,6.54,12.91,20.77,,19.67,28.8,16.63
2975,54005,12.6,71.89,4.05,,5.13,3.04,6.34
2976,54007,0.73,7.05,5.75,,8.61,2.33,1.64
2977,54009,2.5,40.02,50.28,,81.25,12.47,11.73
2978,54011,18.38,19.96,82.51,,58.78,29.32,13.69
2979,54013,0.56,1.34,1.56,,0.77,0.81,0.67
2980,54015,0.61,6.49,1.38,,1.52,1.14,0.8
2981,54017,0.42,0.6,0.87,,0.78,1.11,2.97
2982,54019,501.77,33.39,33.47,,40.28,7.76,12.98
2983,54021,0.51,0.98,1.23,,1.5,2.88,1.1
2984,54023,920.42,1056.8,1005.82,,1165.86,1120.92,1125.39
2985,54025,5.75,16.13,11.17,,9.33,8.88,6.68
2986,54027,1.5,1.97,2.66,,3.54,2.63,3.22
2987,54029,392.5,6.24,175.76,,185.3,78.68,23.71
2988,54031,1.66,3.17,13.54,,23.43,16.44,6.51
2989,54033,31.66,36.48,59.5,,56.44,55.43,20.87
2990,54035,4.84,4.84,50.51,,31.78,4.06,3.05
2991,54037,5.19,5.59,13.74,,16.35,9.87,6.77
2992,54039,1024.86,623.77,637.62,,502.19,590.83,340.19
2993,54041,1.64,4.25,5.66,,4.11,2.47,1.74
2994,54043,1.11,1.94,2.09,,1.81,1.92,1.1
2995,54045,13.86,44.73,6.21,,6.56,9.4,11.63
2996,54047,29.5,26.48,7.32,,5.57,3.58,3.96
2997,54049,64.21,66.55,55.58,,46.34,16.39,12.17
2998,54051,794.77,704.56,750.54,,723.2,433.86,203.71
2999,54053,1073.49,1088.22,661.74,,1094.03,643.09,135.64
3000,54055,6.23,8.41,21.87,,12.39,10.17,5.29
3001,54057,2.32,8.26,5.17,,4.44,4.33,2.61
3002,54059,6.79,65.11,6.5,,6.97,6.61,6.75
3003,54061,25.84,52.34,132.11,,168.75,115.35,110.34
3004,54063,0.71,1.37,3.44,,5.03,3.1,1.55
3005,54065,1.32,1.3,2.69,,4.77,4.36,5.38
3006,54067,11.31,39.96,5.15,,5.09,4.84,4.03
3007,54069,10.92,12.0,43.84,,18.42,10.48,9.5
3008,54071,2.9,3.43,4.85,,11.8,9.67,2.5
3009,54073,102.65,105.16,123.38,,100.65,67.68,29.68
3010,54075,2.36,2.45,5.13,,6.09,5.66,3.83
3011,54077,166.67,182.86,147.22,,111.16,7.92,3.64
3012,54079,55.55,47.16,70.08,,56.95,47.69,36.87
3013,54081,23.73,26.16,14.61,,15.44,12.3,17.8
3014,54083,8.97,12.12,15.15,,18.36,13.55,12.68
3015,54085,0.57,3.43,3.98,,2.58,1.61,1.96
3016,54087,1.38,2.32,3.47,,2.29,2.25,1.5
3017,54089,1.06,1.31,1.55,,3.79,5.66,3.11
3018,54091,2.5,3.57,7.29,,11.08,2.26,3.22
3019,54093,1.07,8.54,16.81,,17.59,1.5,1.42
3020,54095,9.85,5.26,24.98,,20.06,13.52,7.03
3021,54097,3.4,7.49,3.91,,6.53,4.97,2.89
3022,54099,3.64,11.64,20.83,,19.99,12.97,4.49
3023,54101,1.73,13.98,1.7,,1.64,3.54,1.33
3024,54103,2.61,12.42,91.84,,25.62,4.02,3.15
3025,54105,0.77,0.97,2.51,,0.77,0.53,0.56
3026,54107,49.75,25.81,168.58,,51.63,63.28,55.25
3027,54109,14.48,27.16,6.49,,5.92,2.94,3.68
3028,55001,12.21,24.99,38.21,41.64,45.82,50.86,68.6
3029,55003,16.26,30.44,34.54,46.84,55.15,35.05,33.91
3030,55005,9.7,10.03,16.4,16.49,19.58,11.61,11.17
3031,55007,6.45,1.51,5.42,9.42,13.81,10.71,9.69
3032,55009,458.73,445.41,496.54,521.82,519.67,312.8,172.46
3033,55011,365.51,400.46,178.21,233.53,538.23,344.05,239.0
3034,55013,1.19,1.42,2.17,2.84,2.54,2.74,2.55
3035,55015,4.84,5.2,5.9,7.7,7.33,5.85,16.38
3036,55017,13.23,11.63,11.23,10.99,15.95,19.33,12.28
3037,55019,5.86,6.48,5.13,5.34,6.52,6.05,7.4
3038,55021,19.74,24.07,17.1,9.99,28.26,28.99,25.78
3039,55023,2.88,3.77,2.79,3.48,3.68,3.4,3.08
3040,55025,114.21,117.48,112.67,125.41,298.07,72.21,72.42
3041,55027,11.09,12.38,13.67,14.25,15.57,12.28,11.95
3042,55029,3.29,3.29,4.92,6.85,6.73,5.09,3.84
3043,55031,9.48,7.07,6.71,9.12,9.19,7.04,3.62
3044,55033,8.07,16.38,15.06,13.55,31.85,19.18,15.05
3045,55035,16.73,15.47,18.05,30.59,18.85,13.94,12.13
3046,55037,0.28,0.32,0.55,0.53,0.36,0.19,0.15
3047,55039,16.36,17.25,17.22,41.39,13.48,14.43,16.18
3048,55041,0.79,0.89,1.01,1.85,1.8,0.83,0.65
3049,55043,199.09,215.45,251.53,274.88,264.37,136.87,138.6
3050,55045,6.8,8.77,6.45,6.22,11.0,7.47,7.48
3051,55047,3.47,4.44,5.29,4.42,9.44,11.81,9.22
3052,55049,6.08,8.14,3.31,3.79,10.5,7.82,8.9
3053,55051,0.4,0.42,0.8,0.94,1.01,2.11,0.88
3054,55053,2.67,3.54,9.34,3.01,7.47,18.03,21.22
3055,55055,15.99,20.01,22.66,52.22,30.8,17.33,19.8
3056,55057,6.34,8.04,8.35,7.4,12.43,19.14,24.11
3057,55059,22.9,27.52,35.09,33.94,30.6,30.16,32.44
3058,55061,509.04,575.88,725.93,701.83,828.7,550.93,6.43
3059,55063,52.21,58.94,69.02,67.16,69.9,34.85,32.48
3060,55065,3.67,3.24,3.15,3.06,3.69,3.39,4.03
3061,55067,6.9,10.59,13.27,13.94,34.81,22.27,24.58
3062,55069,14.56,35.11,10.85,9.93,12.51,14.11,14.94
3063,55071,1021.77,1127.53,1260.78,1324.04,2142.73,787.09,1012.15
3064,55073,135.1,124.28,183.41,177.76,232.91,126.82,64.27
3065,55075,39.66,45.63,22.25,41.31,48.46,15.45,11.28
3066,55077,1.76,2.57,1.62,4.54,10.37,6.38,9.8
3067,55078,0.24,0.24,0.28,1.03,1.15,0.51,0.42
3068,55079,2002.02,1651.55,1973.99,2057.1,1224.2,1753.03,1897.92
3069,55081,6.01,7.36,6.37,6.1,10.25,43.97,42.83
3070,55083,9.3,14.02,6.21,5.84,8.43,6.4,6.66
3071,55085,24.78,24.54,32.84,32.39,33.64,17.24,26.98
3072,55087,90.04,57.18,67.67,71.51,100.74,67.18,62.71
3073,55089,379.97,325.61,223.54,128.09,301.74,473.88,501.93
3074,55091,1.12,2.81,1.42,1.41,3.04,3.23,3.35
3075,55093,4.13,5.11,4.28,4.56,4.87,5.7,4.81
3076,55095,5.35,8.52,4.8,10.22,11.55,9.62,9.15
3077,55097,39.88,48.48,85.22,83.95,139.14,79.6,79.79
3078,55099,10.65,6.89,9.33,9.37,13.03,15.36,20.14
3079,55101,29.85,38.17,37.68,39.86,42.33,28.61,23.97
3080,55103,11.33,14.87,2.73,2.78,5.47,3.84,4.41
3081,55105,200.25,81.98,151.95,162.61,95.96,28.28,29.33
3082,55107,3.42,1.76,4.19,3.28,3.93,3.56,3.34
3083,55109,6.47,6.52,7.66,8.09,17.67,17.32,13.59
3084,55111,11.05,21.91,13.2,13.86,25.69,16.38,17.11
3085,55113,1.21,1.29,1.5,2.77,2.75,4.27,4.42
3086,55115,6.6,8.58,6.0,5.93,8.5,12.19,7.32
3087,55117,324.82,293.16,464.69,512.99,402.28,328.54,312.94
3088,55119,2.56,2.23,2.2,2.31,3.25,2.54,2.28
3089,55121,5.54,5.73,5.62,6.15,11.27,7.56,9.01
3090,55123,141.01,106.47,200.62,206.23,215.17,101.86,115.42
3091,55125,1.29,1.59,1.47,8.39,8.31,6.53,4.87
3092,55127,10.3,16.15,14.57,15.03,17.41,12.95,15.13
3093,55129,1.67,2.56,2.46,4.27,4.59,4.41,5.28
3094,55131,9.43,9.91,12.78,16.26,13.82,13.31,12.51
3095,55133,27.95,30.82,43.48,37.9,36.37,40.09,39.31
3096,55135,9.22,11.6,10.2,11.59,19.33,11.07,12.65
3097,55137,25.4,26.32,25.65,31.79,52.0,40.25,53.92
3098,55139,57.61,67.17,68.67,73.41,76.57,35.29,30.53
3099,55141,135.5,174.5,121.86,132.85,268.8,174.36,200.82
3100,56001,287.85,179.47,179.7,343.63,275.1,189.3,541.59
3101,56003,565.25,1492.03,741.34,411.24,385.37,392.79,597.64
3102,56005,58.68,31.59,60.89,114.77,109.11,121.42,77.71
3103,56007,370.73,598.33,786.88,320.12,366.9,375.7,903.64
3104,56009,307.43,210.11,225.83,398.21,305.47,156.09,190.43
3105,56011,42.28,39.72,45.6,78.36,42.64,50.46,38.76
3106,56013,823.11,598.3,594.12,432.67,413.64,510.0,984.9
3107,56015,265.39,424.71,165.67,400.45,312.28,395.2,670.58
3108,56017,123.27,204.83,204.53,104.59,90.68,78.28,70.96
3109,56019,203.13,299.87,300.17,123.76,121.41,118.37,229.34
3110,56021,161.17,106.55,112.82,217.15,272.52,236.43,190.24
3111,56023,317.64,484.95,498.91,196.39,201.85,204.28,494.44
3112,56025,161.85,179.92,192.89,226.77,119.53,172.29,157.83
3113,56027,46.11,25.76,28.43,62.4,84.45,68.9,44.49
3114,56029,653.87,741.58,868.56,390.34,340.46,304.98,657.35
3115,56031,186.44,129.91,129.75,275.49,229.4,350.18,393.46
3116,56033,401.99,302.35,856.92,226.93,198.82,198.21,296.6
3117,56035,477.37,449.77,448.97,241.85,170.61,167.14,658.9
3118,56037,132.36,166.83,74.12,170.73,156.83,169.04,151.96
3119,56039,102.33,93.45,89.0,45.88,67.51,31.22,111.52
3120,56041,269.46,185.81,180.23,188.86,114.13,217.86,387.9
3121,56043,230.65,644.44,259.12,170.16,181.27,165.48,268.65
3122,56045,33.21,12.2,14.11,24.81,31.94,27.89,25.36
3123,72001,1.46,1.71,1.92,2.27,2.52,1.2,2.14
3124,72003,0.3,0.09,0.63,0.2,3.7,1.12,23.0
3125,72005,0.38,15.58,14.75,19.31,3.0,28.66,5.74
3126,72007,1.38,0.87,2.13,3.74,18.44,21.81,14.17
3127,72009,2.4,2.85,3.49,4.26,5.03,4.42,2.54
3128,72011,0.57,0.37,0.51,0.62,1.18,2.8,1.5
3129,72013,19.1,16.62,18.27,18.64,105.84,120.49,122.75
3130,72015,1.94,3.95,1.03,1.8,1.88,1.93,1.31
3131,72017,7.98,7.61,6.45,6.67,8.07,2.17,3.97
3132,72019,1.53,2.72,1.73,2.66,3.54,3.9,4.49
3133,72021,0.72,2.15,0.85,0.9,7.45,0.62,1.09
3134,72023,3.31,4.0,4.32,5.44,5.56,6.79,6.2
3135,72025,8.01,7.1,7.8,12.31,11.21,9.77,10.14
3136,72027,1.16,1.97,2.04,1.85,4.0,2.62,0.62
3137,72029,6.54,6.17,6.11,5.25,10.31,6.84,5.36
3138,72031,0.52,0.66,0.15,0.0,0.27,0.12,1.16
3139,72033,0.0,0.06,0.12,442.45,530.34,604.71,192.58
3140,72035,4.25,5.21,5.34,5.38,9.75,2.87,3.13
3141,72037,0.23,0.21,1.57,0.14,0.06,0.04,0.04
3142,72039,1.42,2.43,1.89,2.63,3.2,2.67,3.25
3143,72041,2.97,3.87,3.26,3.65,5.88,6.31,4.28
3144,72043,3.63,3.83,2.01,3.49,1.54,1.41,2.03
3145,72045,1.4,1.57,1.26,1.85,2.62,3.58,3.43
3146,72047,3.19,3.52,3.57,3.69,4.72,4.19,4.19
3147,72049,0.08,0.1,0.14,0.0,0.0,0.01,0.0
3148,72051,5.14,2.4,8.41,11.23,6.69,3.93,3.21
3149,72053,6.79,5.74,6.73,6.07,7.48,12.4,9.58
3150,72054,1.43,1.58,1.63,1.47,1.21,2.24,1.66
3151,72055,6.42,6.59,4.74,4.05,9.69,6.03,8.76
3152,72057,19.42,16.58,15.02,12.06,11.03,16.81,15.17
3153,72059,582.17,798.15,742.45,685.9,694.04,594.15,579.42
3154,72061,517.87,536.32,547.27,493.92,0.22,8.22,5.17
3155,72063,1.0,1.07,1.74,2.34,3.56,3.19,2.71
3156,72065,3.26,4.22,6.02,4.44,5.31,4.62,4.69
3157,72067,1.45,0.81,0.64,0.69,0.97,0.92,1.25
3158,72069,2.8,3.03,3.07,3.44,5.38,5.72,0.67
3159,72071,0.46,3.6,4.0,7.54,29.22,8.35,8.1
3160,72073,1.27,1.54,1.45,1.66,2.56,2.67,2.75
3161,72075,12.4,21.51,8.71,5.29,12.71,12.0,11.59
3162,72077,2.2,4.1,4.64,3.68,6.13,1.84,1.75
3163,72079,2.72,1.8,3.39,6.36,8.73,9.89,14.67
3164,72081,2.05,1.57,1.77,2.73,3.04,3.67,3.75
3165,72083,0.6,0.69,0.95,1.42,1.44,1.55,1.63
3166,72085,0.56,0.89,0.87,0.41,0.53,2.36,5.93
3167,72087,0.11,0.04,0.03,0.0,0.06,0.02,0.03
3168,72089,2.31,2.41,1.91,1.83,2.71,2.78,2.14
3169,72091,13.06,9.14,10.33,9.42,4.79,5.25,3.87
3170,72093,1.24,1.26,1.46,1.47,1.57,1.67,1.5
3171,72095,1.09,1.22,1.07,1.12,1.71,1.85,2.11
3172,72097,17.07,17.48,17.92,19.33,22.12,25.17,22.11
3173,72099,0.33,0.68,1.24,3.8,1.7,2.37,1.43
3174,72101,2.49,2.55,3.86,3.57,4.42,3.87,3.68
3175,72103,12.3,13.05,12.38,11.85,15.45,18.56,12.92
3176,72105,2.0,1.8,2.24,2.27,1.34,1.87,0.77
3177,72107,2.61,2.29,2.25,2.62,3.84,4.55,4.14
3178,72109,24.68,20.57,17.01,9.52,4.63,3.72,6.11
3179,72111,2.33,2.34,2.72,3.84,10.79,11.84,15.87
3180,72113,36.46,26.51,32.31,35.17,14.55,5.54,6.09
3181,72115,57.33,18.85,27.66,28.72,5.02,4.08,4.13
3182,72117,0.56,0.8,1.02,0.92,1.31,1.92,0.98
3183,72119,6.27,16.68,15.93,24.76,18.82,14.03,10.87
3184,72121,1.78,2.83,2.54,3.83,2.16,3.99,5.19
3185,72123,528.56,669.77,488.73,598.26,532.33,573.23,484.44
3186,72125,3.53,3.08,3.21,4.79,3.41,2.92,1.56
3187,72127,0.31,0.92,1.17,0.03,537.86,503.7,455.22
3188,72129,4.44,3.19,3.77,3.43,8.33,6.11,5.14
3189,72131,3.03,2.73,4.12,3.67,5.12,5.21,7.02
3190,72133,20.04,18.53,14.19,9.18,18.96,16.7,19.37
3191,72135,53.56,51.11,42.66,68.7,68.91,81.54,61.68
3192,72137,423.47,505.5,523.1,5.62,0.69,2.25,0.23
3193,72139,73.09,79.78,89.3,99.26,105.4,103.34,75.59
3194,72141,2.58,3.25,3.07,2.64,4.52,4.2,4.17
3195,72143,7.79,2.22,2.09,1.32,2.22,1.58,0.73
3196,72145,8.97,7.04,10.31,6.96,5.77,6.52,4.63
3197,72147,0.02,0.11,0.04,0.0,0.02,0.02,0.01
3198,72149,18.23,16.03,18.83,17.55,21.53,33.18,30.63
3199,72151,3.13,4.68,8.98,3.36,6.17,5.68,8.04
3200,72153,21.89,24.82,16.42,18.02,12.32,5.16,6.48
