,population_1980,pop_changes,income_per_capita_1980,income_changes,liv_avg,avg_ag,mat,mapcp,cluster,Geo_FIPS
0,0.004259809458084992,0.1743447652741433,0.3231197771587743,0.333426681135576,0.02152918450558614,0.0010210776287296114,0.7222597366487263,0.4789166348106148,1,01001
1,0.010451652680619946,0.20769750490102076,0.3423088826988548,0.39925438442958655,0.03957740507961774,0.008640555775062583,0.7947160930269509,0.5655620437622034,1,01003
2,0.003256344877255137,0.16772025354881487,0.19622407923243573,0.18465362131130325,0.03266826908656067,0.0028924098802482474,0.7439425234851348,0.4605286349662707,1,01005
3,0.0020482553719058,0.16954937554445834,0.22872175796966882,0.2238071901144677,0.010825632852540708,7.62430365497536e-05,0.6907757542054777,0.49111731191385816,1,01007
4,0.004821524937158081,0.1737473839485014,0.26524295883627363,0.26716141001855287,0.05065049982302726,0.0005889050747172107,0.6506027685646761,0.5018438359111936,1,01009
5,0.0013625612620944362,0.16752160419244738,0.13607758176003298,0.20726712640459272,0.021614971294420658,0.0007643605689544918,0.729692558241147,0.46291154394647266,1,01011
6,0.0028449551597244647,0.16708274104006843,0.20138244093675844,0.24225504953267757,0.021720555034524684,0.000147081503420031,0.7307699946376437,0.49879481116419183,1,01013
7,0.015962482755669145,0.166084334534689,0.30475600949138554,0.27412748976091295,0.02272360056551291,0.0011737567221748143,0.6560495322833709,0.4716877908533836,1,01015
8,0.005186907482117052,0.1659905995570091,0.2609099350046425,0.2439353099730458,0.023367001481771805,0.0001968807526094903,0.6697086453099245,0.4682175795046938,1,01017
9,0.0024544291599879363,0.16972824596058145,0.28824925203755286,0.27680540483774985,0.019186545272028108,0.0012210467068702311,0.6427528748187724,0.4752381192186988,1,01019
10,0.004039536745219901,0.17152268314797028,0.2590529247910864,0.2758602583400427,0.025445681365069778,0.0006705526809464404,0.6911034537546424,0.48566935478332923,1,01021
11,0.002197511199202364,0.1664721737542636,0.2078819766842051,0.23899954492946407,0.012435784889127074,1.8336932841079977e-05,0.7352932414450556,0.4961967307679101,1,01023
12,0.0036503481632906894,0.1665432632786202,0.24749819457340344,0.25471698113207547,0.01198375450180672,2.8953051854336806e-05,0.7462314551846044,0.5164022423608424,1,01025
13,0.0017780969748277906,0.16752303744898683,0.22830908903332298,0.27132705569363247,0.025957102606198646,4.922018815237258e-05,0.6450715973863478,0.49867578016806263,1,01027
14,0.0016299110817770803,0.16831849482838043,0.2446095120189828,0.25781496131900444,0.014596952069381315,0.00036995566258319257,0.6309209350360471,0.4791043375352801,1,01029
15,0.005098905390395601,0.17157141387031152,0.31692974311358707,0.3013617110652151,0.037317253143015976,0.003611989729001365,0.75392246430061,0.49931213818583026,1,01031
16,0.0072369014971723645,0.1677684109685403,0.3728463839884452,0.2550320299646445,0.024822077400080387,0.0025744088607147814,0.6276836607018726,0.4996440515404214,1,01033
17,0.0020697877986036017,0.16659228065226933,0.19209738986897762,0.19729058003990618,0.02174695096955069,7.52779348212757e-05,0.7495978232805706,0.5273233362556968,1,01035
18,0.0014670135928458844,0.16744764815501187,0.23418962137625093,0.26588371197535615,0.008489592602739179,4.17406497566689e-05,0.6810242100454812,0.48733121061390233,1,01037
19,0.004873817973424171,0.16771337391742552,0.2624574435159393,0.264938565477649,0.045282226537113286,0.0013576568565362769,0.7543941530456196,0.5219188712199074,1,01039
20,0.0018325298795855876,0.16756144872424403,0.17507479624471267,0.2981062064620016,0.0312527870707911,0.0008611120172344006,0.7278902107207409,0.49267844920924503,1,01041
21,0.008189544201324178,0.17386405103081246,0.28907458991024454,0.2510939195575314,0.08668425062540369,0.0008029646380936074,0.6392772735397508,0.5114716122519519,1,01043
22,0.0063410990498315185,0.16806480842089816,0.27555968224491895,0.24818846921272797,0.021324616009134593,0.0024067706904781715,0.7629639927707496,0.48464614602814166,1,01045
23,0.007164948419138716,0.16311462698495283,0.2075724749819457,0.17535968075051633,0.04196293770759303,0.0027627002079408185,0.7329943794562174,0.4678833770924847,1,01047
24,0.007121749823962381,0.17273722473949848,0.2735995047972764,0.21418069800819123,0.07120963371640768,0.0006452670156603197,0.6066860638318999,0.5051950162637543,1,01049
25,0.00574848921940941,0.1785745919733621,0.3221912720519962,0.3297511114222704,0.024271062256412512,0.0018155493716126136,0.7178904093265283,0.4732260375725917,1,01051
26,0.005086467404787554,0.1671655832680485,0.2467760239347983,0.15005075786746946,0.021614971294420658,0.0015016982895116025,0.7668914222160438,0.5550781598723621,1,01053
27,0.01372846005032703,0.16754654285623377,0.35726813164139065,0.24519550530332201,0.029616239099178727,0.00034454131706660807,0.65242497666382,0.4891807691691407,1,01055
28,0.002460982507243789,0.16695403460282598,0.2742185082017951,0.2294430636748696,0.013283754301837519,0.00026974593310957127,0.6688794661476437,0.5146282227069938,1,01057
29,0.0037370128372048233,0.16857074797932328,0.2901062622511091,0.19373752931704413,0.037304055175502976,0.00036360207620404647,0.6245804452741756,0.5180938559404478,1,01059
30,0.0031890727615470978,0.1682534249814895,0.30362116991643456,0.20740714810795674,0.049911413642299084,0.004258028826044467,0.7741752894679351,0.5130693744692246,1,01061
31,0.0014194015189054035,0.16684023403359383,0.09181883833694415,0.13849896733993766,0.025920808195537888,0.0001877122861889503,0.7140076661833928,0.48211215924516043,1,01063
32,0.002032340099998729,0.16739920408397854,0.11276178685649435,0.20892988413204044,0.040672836383196985,0.000472417296089929,0.7124138547397275,0.4792668606261486,1,01065
33,0.0019919500822177597,0.16816484972735163,0.23088826988548433,0.28268631637903874,0.025419285430043775,0.006392833849437568,0.7662012671049238,0.4681374624880683,1,01067
34,0.009926849933028803,0.17643932638089252,0.3561332920664397,0.29264536003080477,0.03650887763284454,0.009956375471669342,0.7859128915016581,0.4824188929659549,1,01069
35,0.006820697075535351,0.16774547886390917,0.2898999277829361,0.2347463856897819,0.04836725144327774,0.0007292308660378964,0.611164624337153,0.5139506616521043,1,01071
36,0.08972950056138113,0.16399980622371588,0.45682451253481887,0.3726852662162635,0.010330709070803096,0.00032446720111426787,0.6770074079958693,0.49325071361371225,1,01073
37,0.0021458868718399323,0.16689785094647963,0.2533787269163314,0.21390065460146324,0.012670048812482878,0.0006327850333053389,0.6711981887152193,0.5135592327994487,1,01075
38,0.010717798824276006,0.171175548414116,0.37563189930877955,0.30239437112752476,0.05290405277587251,0.0006334927745728894,0.6171724494051759,0.5017408283183895,1,01077
39,0.003980422878136496,0.16844519470646765,0.22304756009491383,0.2624531802429376,0.04569466302189463,0.0035650857849973392,0.626213977875315,0.5015302350175456,1,01079
40,0.010147657613016819,0.19263254541488337,0.30908903332301657,0.3183043371722617,0.014207612027747726,0.0006883105527504338,0.7020416674941908,0.4711407060827128,1,01081
41,0.006098223976022774,0.18223799568819105,0.30300216651191575,0.31742920152623655,0.03702029887397341,0.008515478591051846,0.6245705149848068,0.5027731933040486,1,01083
42,0.001717913173498531,0.16669203530741492,0.07706592386258121,0.22629257534917913,0.06524085290865207,0.0033332683498169496,0.7385007249111241,0.46623525560761897,1,01085
43,0.003533591588711926,0.16523727991987525,0.1448467966573816,0.23005565862708716,0.018252789070483146,0.002305435008987993,0.7258098150980118,0.46330297279912835,1,01087
44,0.026288016937059108,0.2165799689785955,0.4547611678530898,0.457905975426191,0.03560481685820384,0.0056798166924381,0.6259011737602035,0.5111374098397431,4,01089
45,0.003295263735448058,0.16594903511736508,0.2163416898792943,0.31952952707669685,0.04284390203908598,0.0002623146498002915,0.7297571051220434,0.4772135759429201,1,01091
46,0.003963170188422108,0.1675789344540253,0.26018776436603736,0.21601848286484404,0.021766747920820194,0.00011822496173854198,0.6396496593910751,0.5299694868619538,1,01093
47,0.008721836488636295,0.1763900223559355,0.28855875373981227,0.27027689291840234,0.05069669270932277,0.00046749527727469166,0.637405413993764,0.49787918811704396,1,01095
48,0.04875850848491292,0.18168791182835092,0.3512844320643764,0.27568523121083766,0.031955578840858506,0.0027256403015672673,0.7884600107247127,0.5707627826700026,1,01097
49,0.002974818428814934,0.1671713162942063,0.23429278861033737,0.2098925333426681,0.02402360036554371,0.0008776635118777964,0.7496574050167822,0.5138613884050075,1,01099
50,0.026297646345271788,0.1760741326146412,0.40616940059837,0.31476878916232015,0.07498095293324829,0.0007842416645611363,0.7370260769398821,0.4635021208118829,1,01101
51,0.012013087970662402,0.17599043043273743,0.3797585886722377,0.30053908355795145,0.04905024626207564,0.0004584233210269995,0.6335028102718913,0.49717644742835826,1,01103
52,0.00195316496580557,0.165949321768673,0.09491385535953778,0.09260685406237966,0.0281776606402614,0.0008459116650108737,0.7119123751266111,0.4738189034956199,1,01105
53,0.002818340545358859,0.1672323730227868,0.1866295264623955,0.24582560296846007,0.023637559815788366,0.0010912887794763781,0.6959246092431134,0.49563133353629657,1,01107
54,0.003696890302985317,0.1691403241280999,0.19199422263489113,0.2503062974761088,0.04156699868220294,0.0026685062792413763,0.7344690274274593,0.48156507447448943,1,01109
55,0.0026302996016501056,0.16840449022074733,0.1774476426287011,0.2695767844015822,0.029969284730151556,0.00021869205167309068,0.6448928521777125,0.4818832534833734,1,01111
56,0.006278909121791284,0.1706762018357723,0.22593624264933454,0.2535793047922428,0.01101040439772275,0.0027516980482361706,0.7322098865960961,0.4429967426710098,1,01113
57,0.005456263428510672,0.18132300471340748,0.30692252140720105,0.3035670528931984,0.02056243338525867,0.001357512091277005,0.6613572719509048,0.49280205832061,1,01115
58,0.008812245932410916,0.21065545974713343,0.43835757763334365,0.48727552770679455,0.01942080919538391,0.0017611176341264603,0.6790381521717544,0.4909158748434857,1,01117
59,0.0022067393820728505,0.16640653060475688,0.17961415454451662,0.13326565617670738,0.03641319236837527,0.0006941011631213011,0.7200651426982588,0.47930806366327056,1,01119
60,0.009819054057759062,0.16948258578972006,0.2413081605282162,0.24999124864353972,0.027742127712332303,0.002838750224144877,0.6705080336040995,0.4833253597826312,1,01121
61,0.005118030465040233,0.16815137711588082,0.2751470133085732,0.2686841460426366,0.014563957150598808,0.0006519262175868171,0.6784324045202678,0.47861447920505623,1,01123
62,0.018340411617078556,0.18808482241521501,0.31383472609099344,0.2965834704379179,0.01791624089890157,0.0009087397875347847,0.6955323628130526,0.49266242580591996,1,01125
63,0.009128144018499162,0.16625030564195706,0.29732796863716077,0.2594952217593727,0.016048728495811647,0.0001894012142137866,0.6664763361204348,0.502242131936703,1,01127
64,0.0021951038471491936,0.16750383181135822,0.1997317651913752,0.36463401827283226,0.015098474834875428,4.9606228843763735e-05,0.7579442314949055,0.5456106175648546,1,01129
65,0.0019187933281575261,0.16643806224862473,0.10131022387289795,0.18250078762208138,0.0272933968168902,0.00011629475828158618,0.7406456674147485,0.479807078223966,1,01131
66,0.002881466665864216,0.16814707734626247,0.26586196224079234,0.22876045787097,0.0233406055467458,0.00020291263841247712,0.6296349625628092,0.5260139952982755,1,01133
67,0.006914450063828265,0.173262943238168,0.07180439492417207,0.1306227465257115,0.05930836651155722,0.009547365359140412,0.39371611288753006,0.08666829952776739,3,04001
68,0.01140523157723688,0.1793256184000328,0.319405756731662,0.30284944166345784,0.09304567096667114,0.06769435845924211,0.6580951718933089,0.10709584970963304,2,04003
69,0.009977136842583917,0.18691901154602805,0.30836686268441144,0.29789617390695555,0.06183247779841904,0.0019796166654538557,0.4506712875613196,0.0932836760434097,3,04005
