,Geo_FIPS,Geo_QName,population_2020,population_2010,population_2000,population_1990,population_1980,pop_changes
1504,29117,"Livingston County, Missouri",14969,14961,14558,14592,15739,-770
1505,29119,"Mcdonald County, Missouri",22882,23016,21681,16938,14917,7965
1506,29121,"Macon County, Missouri",15154,15539,15762,15345,16313,-1159
1507,29123,"Madison County, Missouri",12176,12269,11800,11127,10725,1451
1508,29125,"Maries County, Missouri",8791,9203,8903,7976,7551,1240
1509,29127,"Marion County, Missouri",28572,28579,28289,27682,28638,-66
1510,29129,"Mercer County, Missouri",3623,3731,3757,3723,4685,-1062
1511,29131,"Miller County, Missouri",25369,24805,23564,20700,18532,6837
1512,29133,"Mississippi County, Missouri",13328,14143,13427,14442,15726,-2398
1513,29135,"Moniteau County, Missouri",15907,15468,14827,12298,12068,3839
1514,29137,"Monroe County, Missouri",8630,9078,9311,9104,9716,-1086
1515,29139,"Montgomery County, Missouri",11414,12247,12136,11355,11537,-123
1516,29141,"Morgan County, Missouri",20438,20631,19309,15574,13807,6631
1517,29143,"New Madrid County, Missouri",17275,18847,19760,20928,22945,-5670
1518,29145,"Newton County, Missouri",58288,57561,52636,44445,40555,17733
1519,29147,"Nodaway County, Missouri",22199,23031,21912,21709,21996,203
1520,29149,"Oregon County, Missouri",10561,10739,10344,9470,10238,323
1521,29151,"Osage County, Missouri",13613,13768,13062,12018,12014,1599
1522,29153,"Ozark County, Missouri",9138,9688,9542,8598,7961,1177
1523,29155,"Pemiscot County, Missouri",16330,18587,20047,21921,24987,-8657
1524,29157,"Perry County, Missouri",19227,18919,18132,16648,16784,2443
1525,29159,"Pettis County, Missouri",42421,41587,39403,35437,36378,6043
1526,29161,"Phelps County, Missouri",44587,44473,39825,35248,33633,10954
1527,29163,"Pike County, Missouri",18158,18590,18351,15969,17568,590
1528,29165,"Platte County, Missouri",102848,86894,73781,57867,46341,56507
1529,29167,"Polk County, Missouri",32031,30729,26992,21826,18822,13209
1530,29169,"Pulaski County, Missouri",52359,49114,41165,41307,42011,10348
1531,29171,"Putnam County, Missouri",4746,5040,5223,5079,6092,-1346
1532,29173,"Ralls County, Missouri",10258,10127,9626,8476,8911,1347
1533,29175,"Randolph County, Missouri",24769,25495,24663,24370,25460,-691
1534,29177,"Ray County, Missouri",22900,23667,23354,21971,21378,1522
1535,29179,"Reynolds County, Missouri",6274,6698,6689,6661,7230,-956
1536,29181,"Ripley County, Missouri",13484,14057,13509,12303,12458,1026
1537,29183,"St. Charles County, Missouri",398472,350606,283883,212907,144107,254365
1538,29185,"St. Clair County, Missouri",9455,9757,9652,8457,8622,833
1539,29186,"Ste. Genevieve County, Missouri",17887,18205,17842,16037,15180,2707
1540,29187,"St. Francois County, Missouri",66653,64239,55641,48904,42600,24053
1541,29189,"St. Louis County, Missouri",996179,999454,1016315,993529,973896,22283
1542,29195,"Saline County, Missouri",22932,23126,23756,23523,24919,-1987
1543,29197,"Schuyler County, Missouri",4550,4361,4170,4236,4979,-429
1544,29199,"Scotland County, Missouri",4923,4831,4983,4822,5415,-492
1545,29201,"Scott County, Missouri",38538,39370,40422,39376,39647,-1109
1546,29203,"Shannon County, Missouri",8207,8404,8324,7613,7885,322
1547,29205,"Shelby County, Missouri",5975,6439,6799,6942,7826,-1851
1548,29207,"Stoddard County, Missouri",29255,30089,29705,28895,29009,246
1549,29209,"Stone County, Missouri",31875,32003,28658,19078,15587,16288
1550,29211,"Sullivan County, Missouri",6163,6728,7219,6326,7434,-1271
1551,29213,"Taney County, Missouri",55563,49324,39703,25561,20467,35096
1552,29215,"Texas County, Missouri",25518,25662,23003,21476,21070,4448
1553,29217,"Vernon County, Missouri",20560,20917,20454,19041,19806,754
1554,29219,"Warren County, Missouri",35090,31635,24525,19534,14900,20190
1555,29221,"Washington County, Missouri",24819,24981,23344,20380,17983,6836
1556,29223,"Wayne County, Missouri",13058,13433,13259,11543,11277,1781
1557,29225,"Webster County, Missouri",39127,35678,31045,23753,20414,18713
1558,29227,"Worth County, Missouri",2001,2188,2382,2440,3008,-1007
1559,29229,"Wright County, Missouri",18256,18731,17955,16758,16188,2068
1560,29510,"St. Louis City, Missouri",304709,318809,348189,396685,453085,-148376
1561,30001,"Beaverhead County, Montana",9454,9132,9202,8424,8186,1268
1562,30003,"Big Horn County, Montana",13302,12663,12671,11337,11096,2206
1563,30005,"Blaine County, Montana",6698,6472,7009,6728,6999,-301
1564,30007,"Broadwater County, Montana",6080,5287,4385,3318,3267,2813
1565,30009,"Carbon County, Montana",10689,9994,9552,8080,8099,2590
1566,30011,"Carter County, Montana",1305,1289,1360,1503,1799,-494
1567,30013,"Cascade County, Montana",81576,80562,80357,77691,80696,880
1568,30015,"Chouteau County, Montana",5731,5765,5970,5452,6092,-361
1569,30017,"Custer County, Montana",11563,11548,11696,11697,13109,-1546
1570,30019,"Daniels County, Montana",1705,1649,2017,2266,2835,-1130
1571,30021,"Dawson County, Montana",8824,8933,9059,9505,11805,-2981
1572,30023,"Deer Lodge County, Montana",9153,9270,9417,10278,12518,-3365
1573,30025,"Fallon County, Montana",2975,2813,2837,3103,3763,-788
1574,30027,"Fergus County, Montana",11167,11513,11893,12083,13076,-1909
1575,30029,"Flathead County, Montana",102001,89215,74471,59218,51966,50035
1576,30031,"Gallatin County, Montana",111401,87676,67831,50463,42865,68536
1577,30033,"Garfield County, Montana",1051,1224,1279,1589,1656,-605
1578,30035,"Glacier County, Montana",13706,13251,13247,12121,10628,3078
1579,30037,"Golden Valley County, Montana",814,810,1042,912,1026,-212
1580,30039,"Granite County, Montana",3325,3044,2830,2548,2700,625
1581,30041,"Hill County, Montana",16422,16007,16673,17654,17985,-1563
1582,30043,"Jefferson County, Montana",12069,11166,10049,7939,7029,5040
1583,30045,"Judith Basin County, Montana",1968,1967,2329,2282,2646,-678
1584,30047,"Lake County, Montana",30383,28493,26507,21041,19056,11327
1585,30049,"Lewis And Clark County, Montana",68714,61643,55716,47495,43039,25675
1586,30051,"Liberty County, Montana",2455,2261,2158,2295,2329,126
1587,30053,"Lincoln County, Montana",19845,19507,18837,17481,17752,2093
1588,30055,"Mccone County, Montana",1826,1714,1977,2276,2702,-876
1589,30057,"Madison County, Montana",8530,7588,6851,5989,5448,3082
1590,30059,"Meagher County, Montana",1795,2024,1932,1819,2154,-359
1591,30061,"Mineral County, Montana",4330,4193,3884,3315,3675,655
1592,30063,"Missoula County, Montana",119062,107288,95802,78687,76016,43046
1593,30065,"Musselshell County, Montana",4682,4339,4497,4106,4428,254
1594,30067,"Park County, Montana",16513,15752,15694,14562,12660,3853
1595,30069,"Petroleum County, Montana",464,598,493,519,655,-191
1596,30071,"Phillips County, Montana",4032,4206,4601,5163,5367,-1335
1597,30073,"Pondera County, Montana",5911,6145,6424,6433,6731,-820
1598,30075,"Powder River County, Montana",1634,1659,1858,2090,2520,-886
1599,30077,"Powell County, Montana",6843,7077,7180,6620,6958,-115
1600,30079,"Prairie County, Montana",1162,1089,1199,1383,1836,-674
1601,30081,"Ravalli County, Montana",43424,40013,36070,25010,22493,20931
1602,30083,"Richland County, Montana",11097,9498,9667,10716,12243,-1146
1603,30085,"Roosevelt County, Montana",11091,10273,10620,10999,10467,624
1604,30087,"Rosebud County, Montana",9065,9134,9383,10505,9899,-834
1605,30089,"Sanders County, Montana",11804,11366,10227,8669,8675,3129
1606,30091,"Sheridan County, Montana",3389,3505,4105,4732,5414,-2025
1607,30093,"Silver Bow County, Montana",34895,33797,34606,33941,38092,-3197
1608,30095,"Stillwater County, Montana",9562,8934,8195,6536,5598,3964
1609,30097,"Sweet Grass County, Montana",3676,3717,3609,3154,3216,460
1610,30099,"Teton County, Montana",6127,6105,6445,6271,6491,-364
1611,30101,"Toole County, Montana",4812,5143,5267,5046,5559,-747
1612,30103,"Treasure County, Montana",614,848,861,874,981,-367
1613,30105,"Valley County, Montana",7424,7345,7675,8239,10250,-2826
1614,30107,"Wheatland County, Montana",2138,2118,2259,2246,2359,-221
1615,30109,"Wibaux County, Montana",1037,1067,1068,1191,1476,-439
1616,30111,"Yellowstone County, Montana",160390,144050,129352,113419,108035,52355
1617,31001,"Adams County, Nebraska",31541,31126,31151,29625,30656,885
1618,31003,"Antelope County, Nebraska",6315,6742,7452,7965,8675,-2360
1619,31005,"Arthur County, Nebraska",439,426,444,462,513,-74
1620,31007,"Banner County, Nebraska",645,720,819,852,918,-273
1621,31009,"Blaine County, Nebraska",467,539,583,675,867,-400
1622,31011,"Boone County, Nebraska",5228,5553,6259,6667,7391,-2163
1623,31013,"Box Butte County, Nebraska",10845,11372,12158,13130,13696,-2851
1624,31015,"Boyd County, Nebraska",1882,2107,2438,2835,3331,-1449
1625,31017,"Brown County, Nebraska",2887,3192,3525,3657,4377,-1490
1626,31019,"Buffalo County, Nebraska",49594,45437,42259,37447,34797,14797
1627,31021,"Burt County, Nebraska",6503,6964,7791,7868,8813,-2310
1628,31023,"Butler County, Nebraska",7997,8382,8767,8601,9330,-1333
1629,31025,"Cass County, Nebraska",26022,25246,24334,21318,20297,5725
1630,31027,"Cedar County, Nebraska",8483,8906,9615,10131,11375,-2892
1631,31029,"Chase County, Nebraska",3707,3927,4068,4381,4758,-1051
1632,31031,"Cherry County, Nebraska",5801,5783,6148,6307,6758,-957
1633,31033,"Cheyenne County, Nebraska",9428,10049,9830,9494,10057,-629
1634,31035,"Clay County, Nebraska",6193,6554,7039,7123,8106,-1913
1635,31037,"Colfax County, Nebraska",10681,10201,10441,9139,9890,791
1636,31039,"Cuming County, Nebraska",8882,9243,10203,10117,11664,-2782
1637,31041,"Custer County, Nebraska",10788,11001,11793,12270,13877,-3089
1638,31043,"Dakota County, Nebraska",20124,20674,20253,16742,16573,3551
1639,31045,"Dawes County, Nebraska",8685,9149,9060,9021,9609,-924
1640,31047,"Dawson County, Nebraska",23638,24245,24365,19940,22304,1334
1641,31049,"Deuel County, Nebraska",1770,1963,2098,2237,2462,-692
1642,31051,"Dixon County, Nebraska",5682,6000,6339,6143,7137,-1455
1643,31053,"Dodge County, Nebraska",36565,36621,36160,34500,35847,718
1644,31055,"Douglas County, Nebraska",565739,505545,463585,416444,397038,168701
1645,31057,"Dundy County, Nebraska",1928,1963,2292,2582,2861,-933
1646,31059,"Fillmore County, Nebraska",5542,5953,6634,7103,7920,-2378
1647,31061,"Franklin County, Nebraska",2970,3229,3574,3938,4377,-1407
1648,31063,"Frontier County, Nebraska",2636,2808,3099,3101,3647,-1011
1649,31065,"Furnas County, Nebraska",4712,4942,5324,5553,6486,-1774
1650,31067,"Gage County, Nebraska",21548,22591,22993,22794,24456,-2908
1651,31069,"Garden County, Nebraska",1916,2060,2292,2460,2802,-886
1652,31071,"Garfield County, Nebraska",2081,2081,1902,2141,2363,-282
1653,31073,"Gosper County, Nebraska",2001,2058,2143,1928,2140,-139
1654,31075,"Grant County, Nebraska",691,661,747,769,877,-186
1655,31077,"Greeley County, Nebraska",2361,2542,2714,3006,3462,-1101
1656,31079,"Hall County, Nebraska",61338,56899,53534,48925,47690,13648
1657,31081,"Hamilton County, Nebraska",9219,9160,9403,8862,9301,-82
1658,31083,"Harlan County, Nebraska",3380,3460,3786,3810,4292,-912
1659,31085,"Hayes County, Nebraska",889,1025,1068,1222,1356,-467
1660,31087,"Hitchcock County, Nebraska",2788,2925,3111,3750,4079,-1291
1661,31089,"Holt County, Nebraska",10123,10479,11551,12599,13552,-3429
1662,31091,"Hooker County, Nebraska",741,690,783,793,990,-249
1663,31093,"Howard County, Nebraska",6428,6302,6567,6055,6773,-345
1664,31095,"Jefferson County, Nebraska",7102,7708,8333,8759,9817,-2715
1665,31097,"Johnson County, Nebraska",5118,5211,4488,4673,5285,-167
1666,31099,"Kearney County, Nebraska",6588,6552,6882,6629,7053,-465
1667,31101,"Keith County, Nebraska",8048,8356,8875,8584,9364,-1316
1668,31103,"Keya Paha County, Nebraska",875,740,983,1029,1301,-426
1669,31105,"Kimball County, Nebraska",3576,3814,4089,4108,4882,-1306
1670,31107,"Knox County, Nebraska",8400,8762,9374,9534,11457,-3057
1671,31109,"Lancaster County, Nebraska",315976,279428,250291,213641,192884,123092
1672,31111,"Lincoln County, Nebraska",35042,36167,34632,32508,36455,-1413
1673,31113,"Logan County, Nebraska",896,682,774,878,983,-87
1674,31115,"Loup County, Nebraska",690,635,712,683,859,-169
1675,31117,"Mcpherson County, Nebraska",420,489,533,546,593,-173
1676,31119,"Madison County, Nebraska",35023,34720,35226,32655,31382,3641
1677,31121,"Merrick County, Nebraska",7826,7784,8204,8042,8945,-1119
1678,31123,"Morrill County, Nebraska",4711,5071,5440,5423,6085,-1374
1679,31125,"Nance County, Nebraska",3525,3755,4038,4275,4740,-1215
1680,31127,"Nemaha County, Nebraska",6978,7249,7576,7980,8367,-1389
1681,31129,"Nuckolls County, Nebraska",4204,4583,5057,5786,6726,-2522
1682,31131,"Otoe County, Nebraska",15965,15741,15396,14252,15183,782
1683,31133,"Pawnee County, Nebraska",2640,2767,3087,3317,3937,-1297
1684,31135,"Perkins County, Nebraska",2889,2983,3200,3367,3637,-748
1685,31137,"Phelps County, Nebraska",9050,9234,9747,9715,9769,-719
1686,31139,"Pierce County, Nebraska",7132,7308,7857,7827,8481,-1349
1687,31141,"Platte County, Nebraska",33250,31675,31662,29820,28852,4398
1688,31143,"Polk County, Nebraska",5208,5412,5639,5675,6320,-1112
1689,31145,"Red Willow County, Nebraska",10725,11069,11448,11705,12615,-1890
1690,31147,"Richardson County, Nebraska",7913,8455,9531,9937,11315,-3402
1691,31149,"Rock County, Nebraska",1430,1651,1756,2019,2383,-953
1692,31151,"Saline County, Nebraska",14221,14098,13843,12715,13131,1090
1693,31153,"Sarpy County, Nebraska",183956,152180,122595,102583,86015,97941
1694,31155,"Saunders County, Nebraska",21356,20543,19830,18285,18716,2640
1695,31157,"Scotts Bluff County, Nebraska",35884,36569,36951,36025,38344,-2460
1696,31159,"Seward County, Nebraska",17217,16628,16496,15450,15789,1428
1697,31161,"Sheridan County, Nebraska",5215,5538,6198,6750,7544,-2329
1698,31163,"Sherman County, Nebraska",3015,3144,3318,3718,4226,-1211
1699,31165,"Sioux County, Nebraska",1298,1340,1475,1549,1845,-547
1700,31167,"Stanton County, Nebraska",5946,6207,6455,6244,6549,-603
1701,31169,"Thayer County, Nebraska",5000,5262,6055,6635,7582,-2582
1702,31171,"Thomas County, Nebraska",586,756,729,851,973,-387
1703,31173,"Thurston County, Nebraska",7218,6907,7171,6936,7186,32
1704,31175,"Valley County, Nebraska",4100,4284,4647,5169,5633,-1533
1705,31177,"Washington County, Nebraska",20546,20148,18780,16607,15508,5038
1706,31179,"Wayne County, Nebraska",9388,9573,9851,9364,9858,-470
1707,31181,"Webster County, Nebraska",3497,3815,4061,4279,4858,-1361
1708,31183,"Wheeler County, Nebraska",689,751,886,948,1060,-371
1709,31185,"York County, Nebraska",13671,13886,14598,14428,14798,-1127
1710,32001,"Churchill County, Nevada",24606,24946,23982,17938,13917,10689
1711,32003,"Clark County, Nevada",2228866,1895521,1375765,741459,463087,1765779
1712,32005,"Douglas County, Nevada",48486,47042,41259,27637,19421,29065
1713,32007,"Elko County, Nevada",52537,47707,45291,33530,17269,35268
1714,32009,"Esmeralda County, Nevada",1030,892,971,1344,777,253
1715,32011,"Eureka County, Nevada",1839,1724,1651,1547,1198,641
1716,32013,"Humboldt County, Nevada",16834,15986,16106,12844,9434,7400
1717,32015,"Lander County, Nevada",5565,5545,5794,6266,4076,1489
1718,32017,"Lincoln County, Nevada",5177,5060,4165,3775,3732,1445
1719,32019,"Lyon County, Nevada",55667,51515,34501,20001,13594,42073
1720,32021,"Mineral County, Nevada",4487,4812,5071,6475,6217,-1730
1721,32023,"Nye County, Nevada",45514,43878,32485,17781,9048,36466
1722,32027,"Pershing County, Nevada",6591,6703,6693,4336,3408,3183
1723,32029,"Storey County, Nevada",4086,4016,3399,2526,1503,2583
1724,32031,"Washoe County, Nevada",464182,412844,339486,254667,193623,270559
1725,32033,"White Pine County, Nevada",9570,9765,9181,9264,8167,1403
1726,32510,"Carson City, Nevada",55244,55375,52457,40443,32022,23222
1727,33001,"Belknap County, New Hampshire",61174,60142,56325,49216,42884,18290
1728,33003,"Carroll County, New Hampshire",48461,47772,43666,35410,27931,20530
1729,33005,"Cheshire County, New Hampshire",76040,77445,73825,70121,62116,13924
1730,33007,"Coos County, New Hampshire",31486,33445,33111,34828,35147,-3661
1731,33009,"Grafton County, New Hampshire",90331,88356,81743,74929,65806,24525
1732,33011,"Hillsborough County, New Hampshire",415305,399555,380841,336073,276608,138697
1733,33013,"Merrimack County, New Hampshire",150902,146785,136225,120005,98302,52600
1734,33015,"Rockingham County, New Hampshire",308211,294638,277359,245845,190345,117866
1735,33017,"Strafford County, New Hampshire",130161,122158,112233,104233,85408,44753
1736,33019,"Sullivan County, New Hampshire",43173,43643,40458,38592,36063,7110
1737,34001,"Atlantic County, New Jersey",264650,273162,252552,224327,194119,70531
1738,34003,"Bergen County, New Jersey",931275,896482,884118,825380,845385,85890
1739,34005,"Burlington County, New Jersey",446301,447861,423394,395066,362542,83759
1740,34007,"Camden County, New Jersey",506721,513574,508932,502824,471650,35071
1741,34009,"Cape May County, New Jersey",92701,97684,102326,95089,82266,10435
1742,34011,"Cumberland County, New Jersey",150085,155456,146438,138053,132866,17219
1743,34013,"Essex County, New Jersey",798698,780872,793633,778206,851116,-52418
1744,34015,"Gloucester County, New Jersey",291745,285223,254673,230082,199917,91828
1745,34017,"Hudson County, New Jersey",671923,622123,608975,553099,556972,114951
1746,34019,"Hunterdon County, New Jersey",125063,128458,121989,107776,87361,37702
1747,34021,"Mercer County, New Jersey",368085,364445,350761,325824,307863,60222
1748,34023,"Middlesex County, New Jersey",825015,798882,750162,671780,595893,229122
1749,34025,"Monmouth County, New Jersey",620821,628112,615301,553124,503173,117648
1750,34027,"Morris County, New Jersey",492715,489811,470212,421353,407630,85085
1751,34029,"Ocean County, New Jersey",602018,569374,510916,433203,346038,255980
1752,34031,"Passaic County, New Jersey",502763,496204,489049,453060,447585,55178
1753,34033,"Salem County, New Jersey",62754,65982,64285,65294,64676,-1922
1754,34035,"Somerset County, New Jersey",330151,319347,297490,240279,203129,127022
1755,34037,"Sussex County, New Jersey",140996,149996,144166,130943,116119,24877
1756,34039,"Union County, New Jersey",555208,529547,522541,493819,504094,51114
1757,34041,"Warren County, New Jersey",105730,108982,102437,91607,84429,21301
1758,35001,"Bernalillo County, New Mexico",679037,646881,556678,480577,419700,259337
1759,35003,"Catron County, New Mexico",3547,3652,3543,2563,2720,827
1760,35005,"Chaves County, New Mexico",64912,64268,61382,57849,51103,13809
1761,35007,"Colfax County, New Mexico",12106,13827,14189,12925,13667,-1561
1762,35009,"Curry County, New Mexico",49502,46924,45044,42207,42019,7483
1763,35011,"De Baca County, New Mexico",1995,1772,2240,2252,2454,-459
1764,35013,"Dona Ana County, New Mexico",217696,201670,174682,135510,96340,121356
1765,35015,"Eddy County, New Mexico",57865,52665,51658,48605,47855,10010
1766,35017,"Grant County, New Mexico",27391,29706,31002,27676,26204,1187
1767,35019,"Guadalupe County, New Mexico",4336,4698,4680,4156,4496,-160
1768,35021,"Harding County, New Mexico",432,943,810,987,1090,-658
1769,35023,"Hidalgo County, New Mexico",4234,4964,5932,5958,6049,-1815
1770,35025,"Lea County, New Mexico",70359,62503,55511,55765,55993,14366
1771,35027,"Lincoln County, New Mexico",19640,20502,19411,12219,10997,8643
1772,35028,"Los Alamos County, New Mexico",18976,18091,18343,18115,17599,1377
1773,35029,"Luna County, New Mexico",24022,25252,25016,18110,15585,8437
1774,35031,"Mckinley County, New Mexico",71956,70663,74798,60686,56449,15507
1775,35033,"Mora County, New Mexico",4500,4923,5180,4264,4205,295
1776,35035,"Otero County, New Mexico",66804,62782,62298,51928,44665,22139
1777,35037,"Quay County, New Mexico",8265,9002,10155,10823,10577,-2312
1778,35039,"Rio Arriba County, New Mexico",38962,40195,41190,34365,29282,9680
1779,35041,"Roosevelt County, New Mexico",18723,19372,18018,16702,15695,3028
1780,35043,"Sandoval County, New Mexico",144954,124263,89908,63319,34799,110155
1781,35045,"San Juan County, New Mexico",125608,127517,113801,91605,81433,44175
1782,35047,"San Miguel County, New Mexico",27546,29321,30126,25743,22751,4795
1783,35049,"Santa Fe County, New Mexico",150319,141702,129292,98928,75360,74959
1784,35051,"Sierra County, New Mexico",10988,11938,13270,9912,8454,2534
1785,35053,"Socorro County, New Mexico",16723,17964,18078,14764,12566,4157
1786,35055,"Taos County, New Mexico",32759,32574,29979,23118,19456,13303
1787,35057,"Torrance County, New Mexico",15477,16467,16911,10285,7491,7986
1788,35059,"Union County, New Mexico",4106,4388,4174,4124,4725,-619
1789,35061,"Valencia County, New Mexico",76518,74554,66152,45235,61115,15403
1790,36001,"Albany County, New York",306165,304032,294565,292594,285909,20256
1791,36003,"Allegany County, New York",46304,49105,49927,50470,51742,-5438
1792,36005,"Bronx County, New York",1427056,1365725,1332650,1203789,1168972,258084
1793,36007,"Broome County, New York",192042,200804,200536,212160,213648,-21606
1794,36009,"Cattaraugus County, New York",76750,80776,83955,84234,85697,-8947
1795,36011,"Cayuga County, New York",76958,80431,81963,82313,79894,-2936
1796,36013,"Chautauqua County, New York",127584,135263,139750,141895,146925,-19341
1797,36015,"Chemung County, New York",84115,88708,91070,95195,97656,-13541
1798,36017,"Chenango County, New York",47527,51045,51401,51768,49344,-1817
1799,36019,"Clinton County, New York",80320,82380,79894,85969,80750,-430
1800,36021,"Columbia County, New York",60016,63241,63094,62982,59487,529
1801,36023,"Cortland County, New York",47618,49452,48599,48963,48820,-1202
1802,36025,"Delaware County, New York",44676,48220,48055,47225,46824,-2148
1803,36027,"Dutchess County, New York",293524,296152,280150,259462,245055,48469
1804,36029,"Erie County, New York",918873,921202,950265,968532,1015472,-96599
1805,36031,"Essex County, New York",37281,39416,38851,37152,36176,1105
1806,36033,"Franklin County, New York",50389,51697,51134,46540,44929,5460
1807,36035,"Fulton County, New York",53452,55497,55073,54191,55153,-1701
1808,36037,"Genesee County, New York",57554,59952,60370,60060,59400,-1846
1809,36039,"Greene County, New York",47335,49410,48195,44739,40861,6474
1810,36041,"Hamilton County, New York",4454,4908,5379,5279,5034,-580
1811,36043,"Herkimer County, New York",61738,64332,64427,65797,66714,-4976
1812,36045,"Jefferson County, New York",111454,115069,111738,110943,88151,23303
1813,36047,"Kings County, New York",2576771,2466782,2465326,2300664,2230936,345835
1814,36049,"Lewis County, New York",26456,27017,26944,26796,25035,1421
1815,36051,"Livingston County, New York",63218,65441,64328,62372,57006,6212
1816,36053,"Madison County, New York",70990,72887,69441,69120,65150,5840
1817,36055,"Monroe County, New York",743084,741274,735343,713968,702238,40846
1818,36057,"Montgomery County, New York",49294,49945,49708,51981,53439,-4145
1819,36059,"Nassau County, New York",1355683,1329083,1334544,1287348,1321582,34101
1820,36061,"New York County, New York",1629153,1583345,1537195,1487536,1428285,200868
1821,36063,"Niagara County, New York",210145,216064,219846,220756,227354,-17209
1822,36065,"Oneida County, New York",229074,234533,235469,250836,253466,-24392
1823,36067,"Onondaga County, New York",461591,463704,458336,468973,463920,-2329
1824,36069,"Ontario County, New York",109774,106298,100224,95101,88909,20865
1825,36071,"Orange County, New York",382077,370201,341367,307647,259603,122474
1826,36073,"Orleans County, New York",40624,43169,44171,41846,38496,2128
1827,36075,"Oswego County, New York",117630,122220,122377,121771,113901,3729
1828,36077,"Otsego County, New York",59593,62604,61676,60517,59075,518
1829,36079,"Putnam County, New York",98714,99545,95745,83941,77193,21521
1830,36081,"Queens County, New York",2270976,2199169,2229379,1951598,1891325,379651
1831,36083,"Rensselaer County, New York",159013,158629,152538,154429,151966,7047
1832,36085,"Richmond County, New York",475596,463450,443728,378977,352121,123475
1833,36087,"Rockland County, New York",325213,305461,286753,265475,259530,65683
1834,36089,"St. Lawrence County, New York",108352,111778,111931,111974,114254,-5902
1835,36091,"Saratoga County, New York",229313,217264,200635,181276,153759,75554
1836,36093,"Schenectady County, New York",155086,153268,146555,149285,149946,5140
1837,36095,"Schoharie County, New York",31189,32789,31582,31859,29710,1479
1838,36097,"Schuyler County, New York",17845,18566,19224,18662,17686,159
1839,36099,"Seneca County, New York",34295,35309,33342,33683,33733,562
1840,36101,"Steuben County, New York",95843,98724,98726,99088,99217,-3374
1841,36103,"Suffolk County, New York",1481364,1482548,1419369,1321864,1284231,197133
1842,36105,"Sullivan County, New York",75329,77625,73966,69277,65155,10174
1843,36107,"Tioga County, New York",48431,51377,51784,52337,49812,-1381
1844,36109,"Tompkins County, New York",102237,100612,96501,94097,87085,15152
1845,36111,"Ulster County, New York",178371,182782,177749,165304,158158,20213
1846,36113,"Warren County, New York",64187,65707,63303,59209,54854,9333
1847,36115,"Washington County, New York",61304,63088,61042,59330,54795,6509
1848,36117,"Wayne County, New York",90103,93654,93765,89123,84581,5522
1849,36119,"Westchester County, New York",968738,939406,923459,874866,866599,102139
1850,36121,"Wyoming County, New York",40027,42367,43424,42507,39895,132
1851,36123,"Yates County, New York",24981,25250,24621,22810,21459,3522
1852,37001,"Alamance County, North Carolina",166144,147072,130800,108213,99319,66825
1853,37003,"Alexander County, North Carolina",37271,36797,33603,27544,24999,12272
1854,37005,"Alleghany County, North Carolina",11085,11084,10677,9590,9587,1498
1855,37007,"Anson County, North Carolina",24430,26785,25275,23474,25649,-1219
1856,37009,"Ashe County, North Carolina",27009,26787,24384,22209,22325,4684
1857,37011,"Avery County, North Carolina",17510,17951,17167,14867,14409,3101
1858,37013,"Beaufort County, North Carolina",47160,47185,44958,42283,40355,6805
1859,37015,"Bertie County, North Carolina",19081,20890,19773,20388,21024,-1943
1860,37017,"Bladen County, North Carolina",33209,34629,32278,28663,30491,2718
1861,37019,"Brunswick County, North Carolina",137303,101994,73143,50985,35777,101526
1862,37021,"Buncombe County, North Carolina",259576,233249,206330,174821,160934,98642
1863,37023,"Burke County, North Carolina",90148,90557,89148,75744,72504,17644
1864,37025,"Cabarrus County, North Carolina",211605,169990,131063,98935,85895,125710
1865,37027,"Caldwell County, North Carolina",82056,82162,77415,70709,67746,14310
1866,37029,"Camden County, North Carolina",10654,9719,6885,5904,5829,4825
1867,37031,"Carteret County, North Carolina",69301,65068,59383,52556,41092,28209
1868,37033,"Caswell County, North Carolina",22619,23848,23501,20693,20705,1914
1869,37035,"Catawba County, North Carolina",158507,153149,141685,118412,105208,53299
1870,37037,"Chatham County, North Carolina",72853,61426,49329,38759,33415,39438
1871,37039,"Cherokee County, North Carolina",28413,27317,24298,20170,18933,9480
1872,37041,"Chowan County, North Carolina",13995,14859,14526,13506,12558,1437
1873,37043,"Clay County, North Carolina",11150,10418,8775,7155,6619,4531
1874,37045,"Cleveland County, North Carolina",97765,97786,96287,84714,83435,14330
1875,37047,"Columbus County, North Carolina",55659,56856,54749,49587,51037,4622
1876,37049,"Craven County, North Carolina",102290,100001,91436,81613,71043,31247
1877,37051,"Cumberland County, North Carolina",334562,312994,302963,274566,247160,87402
1878,37053,"Currituck County, North Carolina",27210,23299,18190,13736,11089,16121
1879,37055,"Dare County, North Carolina",36698,33650,29967,22746,13377,23321
1880,37057,"Davidson County, North Carolina",166837,160638,147246,126677,113162,53675
1881,37059,"Davie County, North Carolina",42543,40581,34835,27859,24599,17944
1882,37061,"Duplin County, North Carolina",58965,56657,49063,39995,40952,18013
1883,37063,"Durham County, North Carolina",317665,258578,223314,181835,152785,164880
1884,37065,"Edgecombe County, North Carolina",52069,56247,55606,56558,55988,-3919
1885,37067,"Forsyth County, North Carolina",378499,342989,306067,265878,243683,134816
1886,37069,"Franklin County, North Carolina",68027,58473,47260,36414,30055,37972
1887,37071,"Gaston County, North Carolina",222119,202642,190365,175093,162568,59551
