,Geo_FIPS,Geo_QName,population_2020,population_2010,population_2000,population_1990,population_1980,pop_changes
795,19087,"Henry County, Iowa",19889,20263,20336,19226,18890,999
796,19089,"Howard County, Iowa",9201,9610,9932,9809,11114,-1913
797,19091,"Humboldt County, Iowa",9518,9905,10381,10756,12246,-2728
798,19093,"Ida County, Iowa",6862,7172,7837,8365,8908,-2046
799,19095,"Iowa County, Iowa",16155,16353,15671,14630,15429,726
800,19097,"Jackson County, Iowa",19348,19942,20296,19950,22503,-3155
801,19099,"Jasper County, Iowa",37032,37050,37213,34795,36425,607
802,19101,"Jefferson County, Iowa",18153,16643,16181,16310,16316,1837
803,19103,"Johnson County, Iowa",150819,126994,111006,96119,81717,69102
804,19105,"Jones County, Iowa",20575,20708,20221,19444,20401,174
805,19107,"Keokuk County, Iowa",10163,10614,11400,11624,12921,-2758
806,19109,"Kossuth County, Iowa",14864,15748,17163,18591,21891,-7027
807,19111,"Lee County, Iowa",33946,35991,38052,38687,43106,-9160
808,19113,"Linn County, Iowa",225601,207765,191701,168767,169775,55826
809,19115,"Louisa County, Iowa",11125,11683,12183,11592,12055,-930
810,19117,"Lucas County, Iowa",8556,9116,9422,9070,10313,-1757
811,19119,"Lyon County, Iowa",11800,11564,11763,11952,12896,-1096
812,19121,"Madison County, Iowa",16148,15488,14019,12483,12597,3551
813,19123,"Mahaska County, Iowa",22351,22382,22335,21522,22867,-516
814,19125,"Marion County, Iowa",33193,33378,32052,30001,29669,3524
815,19127,"Marshall County, Iowa",39804,40131,39311,38276,41652,-1848
816,19129,"Mills County, Iowa",15023,15157,14547,13202,13406,1617
817,19131,"Mitchell County, Iowa",10588,10801,10874,10928,12329,-1741
818,19133,"Monona County, Iowa",8675,9346,10020,10034,11692,-3017
819,19135,"Monroe County, Iowa",7761,7918,8016,8114,9209,-1448
820,19137,"Montgomery County, Iowa",10016,10901,11771,12076,13413,-3397
821,19139,"Muscatine County, Iowa",42703,42501,41722,39907,40436,2267
822,19141,"O'brien County, Iowa",13796,14419,15102,15444,16972,-3176
823,19143,"Osceola County, Iowa",6016,6576,7003,7267,8371,-2355
824,19145,"Page County, Iowa",15205,16095,16976,16870,19063,-3858
825,19147,"Palo Alto County, Iowa",8941,9508,10147,10669,12721,-3780
826,19149,"Plymouth County, Iowa",25141,24933,24849,23388,24743,398
827,19151,"Pocahontas County, Iowa",6725,7509,8662,9525,11369,-4644
828,19153,"Polk County, Iowa",485418,419301,374601,327140,303170,182248
829,19155,"Pottawattamie County, Iowa",93478,91928,87704,82628,86561,6917
830,19157,"Poweshiek County, Iowa",18391,19012,18815,19033,19306,-915
831,19159,"Ringgold County, Iowa",4922,5169,5469,5420,6112,-1190
832,19161,"Sac County, Iowa",9711,10480,11529,12324,14118,-4407
833,19163,"Scott County, Iowa",172938,162184,158668,150979,160022,12916
834,19165,"Shelby County, Iowa",11544,12328,13173,13230,15043,-3499
835,19167,"Sioux County, Iowa",34900,33377,31589,29903,30813,4087
836,19169,"Story County, Iowa",97355,87594,79981,74252,72326,25029
837,19171,"Tama County, Iowa",16962,17952,18103,17419,19533,-2571
838,19173,"Taylor County, Iowa",6160,6402,6958,7114,8353,-2193
839,19175,"Union County, Iowa",12303,12409,12309,12750,13858,-1555
840,19177,"Van Buren County, Iowa",7104,7645,7809,7676,8626,-1522
841,19179,"Wapello County, Iowa",35102,35553,36051,35687,40241,-5139
842,19181,"Warren County, Iowa",50867,45346,40671,36033,34878,15989
843,19183,"Washington County, Iowa",22100,21626,20670,19612,20141,1959
844,19185,"Wayne County, Iowa",6426,6404,6730,7067,8199,-1773
845,19187,"Webster County, Iowa",36348,38286,40235,40342,45953,-9605
846,19189,"Winnebago County, Iowa",10474,10962,11723,12122,13010,-2536
847,19191,"Winneshiek County, Iowa",20090,21031,21310,20847,21876,-1786
848,19193,"Woodbury County, Iowa",102687,101217,103877,98276,100884,1803
849,19195,"Worth County, Iowa",7422,7628,7909,7991,9075,-1653
850,19197,"Wright County, Iowa",12644,13384,14334,14269,16319,-3675
851,20001,"Allen County, Kansas",12503,13473,14385,14638,15654,-3151
852,20003,"Anderson County, Kansas",7877,8084,8110,7803,8749,-872
853,20005,"Atchison County, Kansas",16210,16889,16774,16932,18397,-2187
854,20007,"Barber County, Kansas",4493,4900,5307,5874,6548,-2055
855,20009,"Barton County, Kansas",26209,27499,28205,29382,31343,-5134
856,20011,"Bourbon County, Kansas",14539,15097,15379,14966,15969,-1430
857,20013,"Brown County, Kansas",9575,10019,10724,11128,11955,-2380
858,20015,"Butler County, Kansas",66890,64853,59482,50580,44782,22108
859,20017,"Chase County, Kansas",2604,2834,3030,3021,3309,-705
860,20019,"Chautauqua County, Kansas",3280,3736,4359,4407,5016,-1736
861,20021,"Cherokee County, Kansas",20017,21740,22605,21374,22304,-2287
862,20023,"Cheyenne County, Kansas",2639,2783,3165,3243,3678,-1039
863,20025,"Clark County, Kansas",2006,2231,2390,2418,2599,-593
864,20027,"Clay County, Kansas",8030,8531,8822,9158,9802,-1772
865,20029,"Cloud County, Kansas",8831,9538,10268,11023,12494,-3663
866,20031,"Coffey County, Kansas",8218,8587,8865,8404,9370,-1152
867,20033,"Comanche County, Kansas",1759,1865,1967,2313,2554,-795
868,20035,"Cowley County, Kansas",35090,36140,36291,36915,36824,-1734
869,20037,"Crawford County, Kansas",38874,38985,38242,35568,37916,958
870,20039,"Decatur County, Kansas",2826,3015,3472,4021,4509,-1683
871,20041,"Dickinson County, Kansas",18614,19643,19344,18958,20175,-1561
872,20043,"Doniphan County, Kansas",7616,7957,8249,8134,9268,-1652
873,20045,"Douglas County, Kansas",121304,109052,99962,81798,67640,53664
874,20047,"Edwards County, Kansas",2822,3052,3449,3787,4271,-1449
875,20049,"Elk County, Kansas",2502,2930,3261,3327,3918,-1416
876,20051,"Ellis County, Kansas",28747,28039,27507,26004,26098,2649
877,20053,"Ellsworth County, Kansas",6176,6476,6525,6586,6640,-464
878,20055,"Finney County, Kansas",36451,36139,40523,33070,23825,12626
879,20057,"Ford County, Kansas",33718,32727,32458,27463,24315,9403
880,20059,"Franklin County, Kansas",25643,25841,24784,21994,22062,3581
881,20061,"Geary County, Kansas",33309,30537,27947,30453,29852,3457
882,20063,"Gove County, Kansas",2650,2721,3068,3231,3726,-1076
883,20065,"Graham County, Kansas",2464,2663,2946,3543,3995,-1531
884,20067,"Grant County, Kansas",7324,7744,7909,7159,6977,347
885,20069,"Gray County, Kansas",6020,5870,5904,5396,5138,882
886,20071,"Greeley County, Kansas",1156,1294,1534,1774,1845,-689
887,20073,"Greenwood County, Kansas",6010,6824,7673,7847,8764,-2754
888,20075,"Hamilton County, Kansas",2552,2643,2670,2388,2514,38
889,20077,"Harper County, Kansas",5506,6033,6536,7124,7778,-2272
890,20079,"Harvey County, Kansas",34434,34150,32869,31028,30531,3903
891,20081,"Haskell County, Kansas",3990,4196,4307,3886,3814,176
892,20083,"Hodgeman County, Kansas",1872,1955,2085,2177,2269,-397
893,20085,"Jackson County, Kansas",13249,13360,12657,11525,11644,1605
894,20087,"Jefferson County, Kansas",18974,19059,18426,15905,15207,3767
895,20089,"Jewell County, Kansas",2854,3151,3791,4251,5241,-2387
896,20091,"Johnson County, Kansas",597574,531228,451086,355054,270269,327305
897,20093,"Kearny County, Kansas",3863,3966,4531,4027,3435,428
898,20095,"Kingman County, Kansas",7173,7949,8673,8292,8960,-1787
899,20097,"Kiowa County, Kansas",2483,2671,3278,3660,4046,-1563
900,20099,"Labette County, Kansas",19938,21791,22835,23693,25682,-5744
901,20101,"Lane County, Kansas",1523,1725,2155,2375,2472,-949
902,20103,"Leavenworth County, Kansas",81499,74611,68691,64371,54809,26690
903,20105,"Lincoln County, Kansas",3013,3308,3578,3653,4145,-1132
904,20107,"Linn County, Kansas",9687,9782,9570,8254,8234,1453
905,20109,"Logan County, Kansas",2789,2774,3046,3081,3478,-689
906,20111,"Lyon County, Kansas",33237,34974,35935,34732,35108,-1871
907,20113,"Mcpherson County, Kansas",28557,29178,29554,27268,26855,1702
908,20115,"Marion County, Kansas",11865,12689,13361,12888,13522,-1657
909,20117,"Marshall County, Kansas",9713,10147,10965,11705,12787,-3074
910,20119,"Meade County, Kansas",4120,4523,4631,4247,4788,-668
911,20121,"Miami County, Kansas",33740,32116,28351,23466,21618,12122
912,20123,"Mitchell County, Kansas",6053,6383,6932,7203,8117,-2064
913,20125,"Montgomery County, Kansas",32114,35453,36252,38816,42281,-10167
914,20127,"Morris County, Kansas",5551,5946,6104,6198,6419,-868
915,20129,"Morton County, Kansas",2656,3244,3496,3480,3454,-798
916,20131,"Nemaha County, Kansas",10109,10253,10717,10446,11211,-1102
917,20133,"Neosho County, Kansas",16008,16538,16997,17035,18967,-2959
918,20135,"Ness County, Kansas",2838,3120,3454,4033,4498,-1660
919,20137,"Norton County, Kansas",5416,5692,5953,5947,6689,-1273
920,20139,"Osage County, Kansas",15855,16426,16712,15248,15319,536
921,20141,"Osborne County, Kansas",3494,3906,4452,4867,5959,-2465
922,20143,"Ottawa County, Kansas",5776,6107,6163,5634,5971,-195
923,20145,"Pawnee County, Kansas",6539,6913,7233,7555,8065,-1526
924,20147,"Phillips County, Kansas",5297,5601,6001,6590,7406,-2109
925,20149,"Pottawatomie County, Kansas",24203,20781,18209,16128,14782,9421
926,20151,"Pratt County, Kansas",9324,9670,9647,9702,10275,-951
927,20153,"Rawlins County, Kansas",2490,2594,2966,3404,4105,-1615
928,20155,"Reno County, Kansas",62421,64054,64790,62389,64983,-2562
929,20157,"Republic County, Kansas",4607,5069,5835,6482,7569,-2962
930,20159,"Rice County, Kansas",9532,10128,10761,10610,11900,-2368
931,20161,"Riley County, Kansas",74059,69035,62843,67139,63505,10554
932,20163,"Rooks County, Kansas",4985,5241,5685,6039,7006,-2021
933,20165,"Rush County, Kansas",2953,3290,3551,3842,4516,-1563
934,20167,"Russell County, Kansas",6896,6915,7370,7835,8868,-1972
935,20169,"Saline County, Kansas",54384,54982,53597,49301,48905,5479
936,20171,"Scott County, Kansas",4893,4832,5120,5289,5782,-889
937,20173,"Sedgwick County, Kansas",515416,486123,452869,403662,366531,148885
938,20175,"Seward County, Kansas",21902,22588,22510,18743,17071,4831
939,20177,"Shawnee County, Kansas",177293,175537,169871,160976,154916,22377
940,20179,"Sheridan County, Kansas",2515,2578,2813,3043,3544,-1029
941,20181,"Sherman County, Kansas",5904,6002,6760,6926,7759,-1855
942,20183,"Smith County, Kansas",3594,3934,4536,5078,5947,-2353
943,20185,"Stafford County, Kansas",4125,4433,4789,5365,5694,-1569
944,20187,"Stanton County, Kansas",2030,2197,2406,2333,2339,-309
945,20189,"Stevens County, Kansas",5498,5533,5463,5048,4736,762
946,20191,"Sumner County, Kansas",22928,24257,25946,25841,24928,-2000
947,20193,"Thomas County, Kansas",7748,7757,8180,8258,8451,-703
948,20195,"Trego County, Kansas",2802,2979,3319,3694,4165,-1363
949,20197,"Wabaunsee County, Kansas",6877,7004,6885,6603,6867,10
950,20199,"Wallace County, Kansas",1583,1440,1749,1821,2045,-462
951,20201,"Washington County, Kansas",5474,5851,6483,7073,8543,-3069
952,20203,"Wichita County, Kansas",2112,2244,2531,2758,3041,-929
953,20205,"Wilson County, Kansas",8600,9598,10332,10289,12128,-3528
954,20207,"Woodson County, Kansas",3117,3352,3788,4116,4600,-1483
955,20209,"Wyandotte County, Kansas",165447,155462,157882,161993,172335,-6888
956,21001,"Adair County, Kentucky",19366,18542,17244,15360,15233,4133
957,21003,"Allen County, Kentucky",21065,19688,17800,14628,14128,6937
958,21005,"Anderson County, Kentucky",22580,21080,19111,14571,12567,10013
959,21007,"Ballard County, Kentucky",7914,8225,8286,7902,8798,-884
960,21009,"Barren County, Kentucky",44026,41685,38033,34001,34009,10017
961,21011,"Bath County, Kentucky",12421,11565,11085,9692,10025,2396
962,21013,"Bell County, Kentucky",26426,28793,30060,31506,34330,-7904
963,21015,"Boone County, Kentucky",132368,114723,85991,57589,45842,86526
964,21017,"Bourbon County, Kentucky",19998,19947,19360,19236,19405,593
965,21019,"Boyd County, Kentucky",47361,49330,49752,51150,55513,-8152
966,21021,"Boyle County, Kentucky",30090,28245,27697,25641,25066,5024
967,21023,"Bracken County, Kentucky",8308,8479,8279,7766,7738,570
968,21025,"Breathitt County, Kentucky",12802,14202,16100,15703,17004,-4202
969,21027,"Breckinridge County, Kentucky",20283,19893,18648,16312,16861,3422
970,21029,"Bullitt County, Kentucky",80921,72515,61236,47567,43346,37575
971,21031,"Butler County, Kentucky",12756,12763,13010,11245,11064,1692
972,21033,"Caldwell County, Kentucky",12679,12934,13060,13232,13473,-794
973,21035,"Calloway County, Kentucky",38991,36763,34177,30735,30031,8960
974,21037,"Campbell County, Kentucky",93608,89016,88616,83866,83317,10291
975,21039,"Carlisle County, Kentucky",4738,5126,5351,5238,5487,-749
976,21041,"Carroll County, Kentucky",10691,10703,10155,9292,9270,1421
977,21043,"Carter County, Kentucky",26976,27821,26889,24340,25060,1916
978,21045,"Casey County, Kentucky",15968,15939,15447,14211,14818,1150
979,21047,"Christian County, Kentucky",71470,72678,72265,68941,66878,4592
980,21049,"Clark County, Kentucky",36152,35305,33144,29496,28322,7830
981,21051,"Clay County, Kentucky",20110,22197,24556,21746,22752,-2642
982,21053,"Clinton County, Kentucky",10175,10161,9634,9135,9321,854
983,21055,"Crittenden County, Kentucky",8940,9313,9384,9196,9207,-267
984,21057,"Cumberland County, Kentucky",6660,6931,7147,6784,7289,-629
985,21059,"Daviess County, Kentucky",101001,95398,91545,87189,85949,15052
986,21061,"Edmonson County, Kentucky",12195,12086,11644,10357,9962,2233
987,21063,"Elliott County, Kentucky",7461,7493,6748,6455,6908,553
988,21065,"Estill County, Kentucky",14187,14733,15307,14614,14495,-308
989,21067,"Fayette County, Kentucky",322200,288045,260512,225366,204165,118035
990,21069,"Fleming County, Kentucky",14519,14318,13792,12292,12323,2196
991,21071,"Floyd County, Kentucky",35931,39949,42441,43586,48764,-12833
992,21073,"Franklin County, Kentucky",50744,49067,47687,43781,41830,8914
993,21075,"Fulton County, Kentucky",6064,6858,7752,8271,8971,-2907
994,21077,"Gallatin County, Kentucky",8760,8428,7870,5393,4842,3918
995,21079,"Garrard County, Kentucky",17554,16842,14792,11579,10853,6701
996,21081,"Grant County, Kentucky",25107,24604,22384,15737,13308,11799
997,21083,"Graves County, Kentucky",37125,36958,37028,33550,34049,3076
998,21085,"Grayson County, Kentucky",26313,25540,24053,21050,20854,5459
999,21087,"Green County, Kentucky",11000,11377,11518,10371,11043,-43
1000,21089,"Greenup County, Kentucky",35359,36962,36891,36742,39132,-3773
1001,21091,"Hancock County, Kentucky",8748,8555,8392,7864,7742,1006
1002,21093,"Hardin County, Kentucky",109627,100876,94174,89240,88917,20710
1003,21095,"Harlan County, Kentucky",26307,29688,33202,36574,41889,-15582
1004,21097,"Harrison County, Kentucky",18763,18761,17983,16248,15166,3597
1005,21099,"Hart County, Kentucky",18833,18201,17445,14890,15402,3431
1006,21101,"Henderson County, Kentucky",45550,45943,44829,43044,40849,4701
1007,21103,"Henry County, Kentucky",15999,15474,15060,12823,12740,3259
1008,21105,"Hickman County, Kentucky",4461,4949,5262,5566,6065,-1604
1009,21107,"Hopkins County, Kentucky",45044,46886,46519,46126,46174,-1130
1010,21109,"Jackson County, Kentucky",13368,13560,13495,11955,11996,1372
1011,21111,"Jefferson County, Kentucky",768419,729452,693604,664937,685004,83415
1012,21113,"Jessamine County, Kentucky",53476,47073,39041,30508,26146,27330
1013,21115,"Johnson County, Kentucky",22427,23325,23445,23248,24432,-2005
1014,21117,"Kenton County, Kentucky",166552,158034,151464,142031,137058,29494
1015,21119,"Knott County, Kentucky",15041,16587,17649,17906,17940,-2899
1016,21121,"Knox County, Kentucky",31288,31765,31795,29676,30239,1049
1017,21123,"Larue County, Kentucky",14269,14080,13373,11679,11922,2347
1018,21125,"Laurel County, Kentucky",60631,58155,52715,43438,38982,21649
1019,21127,"Lawrence County, Kentucky",15604,15841,15569,13998,14121,1483
1020,21129,"Lee County, Kentucky",7088,7865,7916,7422,7754,-666
1021,21131,"Leslie County, Kentucky",10081,11470,12401,13642,14882,-4801
1022,21133,"Letcher County, Kentucky",21936,24462,25277,27000,30687,-8751
1023,21135,"Lewis County, Kentucky",13345,13968,14092,13029,14545,-1200
1024,21137,"Lincoln County, Kentucky",24493,24779,23361,20045,19053,5440
1025,21139,"Livingston County, Kentucky",9172,9514,9804,9062,9219,-47
1026,21141,"Logan County, Kentucky",27049,26838,26573,24416,24138,2911
1027,21143,"Lyon County, Kentucky",8226,8367,8080,6624,6490,1736
1028,21145,"Mccracken County, Kentucky",65485,65217,65514,62879,61310,4175
1029,21147,"Mccreary County, Kentucky",17333,18122,17080,15603,15634,1699
1030,21149,"Mclean County, Kentucky",9202,9635,9938,9628,10090,-888
1031,21151,"Madison County, Kentucky",92090,81580,70872,57508,53352,38738
1032,21153,"Magoffin County, Kentucky",12346,13294,13332,13077,13515,-1169
1033,21155,"Marion County, Kentucky",19257,19619,18212,16499,17910,1347
1034,21157,"Marshall County, Kentucky",31225,31386,30125,27205,25637,5588
1035,21159,"Martin County, Kentucky",11421,13138,12578,12526,13925,-2504
1036,21161,"Mason County, Kentucky",17122,17362,16800,16666,17765,-643
1037,21163,"Meade County, Kentucky",28379,28907,26349,24170,22854,5525
1038,21165,"Menifee County, Kentucky",6463,6427,6556,5092,5117,1346
1039,21167,"Mercer County, Kentucky",21690,21272,20817,19148,19011,2679
1040,21169,"Metcalfe County, Kentucky",10062,10130,10037,8963,9484,578
1041,21171,"Monroe County, Kentucky",10616,11089,11756,11401,12353,-1737
1042,21173,"Montgomery County, Kentucky",28042,25908,22554,19561,20046,7996
1043,21175,"Morgan County, Kentucky",13270,14055,13948,11648,12103,1167
1044,21177,"Muhlenberg County, Kentucky",30815,31541,31839,31318,32238,-1423
1045,21179,"Nelson County, Kentucky",45915,42523,37477,29710,27584,18331
1046,21181,"Nicholas County, Kentucky",7189,7136,6813,6725,7157,32
1047,21183,"Ohio County, Kentucky",24081,23837,22916,21105,21765,2316
1048,21185,"Oldham County, Kentucky",66508,58784,46178,33263,27795,38713
1049,21187,"Owen County, Kentucky",10847,10928,10547,9035,8924,1923
1050,21189,"Owsley County, Kentucky",4416,4742,4858,5036,5709,-1293
1051,21191,"Pendleton County, Kentucky",14587,14894,14390,12036,10989,3598
1052,21193,"Perry County, Kentucky",26266,28739,29390,30283,33763,-7497
1053,21195,"Pike County, Kentucky",58595,65309,68736,72583,81123,-22528
1054,21197,"Powell County, Kentucky",12283,12786,13237,11686,11101,1182
1055,21199,"Pulaski County, Kentucky",64789,62062,56217,49489,45803,18986
1056,21201,"Robertson County, Kentucky",2139,2278,2266,2124,2265,-126
1057,21203,"Rockcastle County, Kentucky",16795,17075,16582,14803,13973,2822
1058,21205,"Rowan County, Kentucky",24534,23075,22094,20353,19049,5485
1059,21207,"Russell County, Kentucky",17846,17445,16315,14716,13708,4138
1060,21209,"Scott County, Kentucky",55961,44868,33061,23867,21813,34148
1061,21211,"Shelby County, Kentucky",48100,40899,33337,24824,23328,24772
1062,21213,"Simpson County, Kentucky",18319,17214,16405,15145,14673,3646
1063,21215,"Spencer County, Kentucky",18945,16582,11766,6801,5929,13016
1064,21217,"Taylor County, Kentucky",25572,24247,22927,21146,21178,4394
1065,21219,"Todd County, Kentucky",12334,12307,11971,10940,11874,460
1066,21221,"Trigg County, Kentucky",14569,14117,12597,10361,9384,5185
1067,21223,"Trimble County, Kentucky",8528,8872,8125,6090,6253,2275
1068,21225,"Union County, Kentucky",14582,15077,15637,16557,17821,-3239
1069,21227,"Warren County, Kentucky",130836,109775,92522,76673,71828,59008
1070,21229,"Washington County, Kentucky",12044,11593,10916,10441,10764,1280
1071,21231,"Wayne County, Kentucky",20447,20716,19923,17468,17022,3425
1072,21233,"Webster County, Kentucky",13021,13734,14120,13955,14832,-1811
1073,21235,"Whitley County, Kentucky",36252,36006,35865,33326,33396,2856
1074,21237,"Wolfe County, Kentucky",7188,7315,7065,6503,6698,490
1075,21239,"Woodford County, Kentucky",26486,24523,23208,19955,17778,8708
1076,22001,"Acadia Parish, Louisiana",62371,61139,58861,55882,56427,5944
1077,22003,"Allen Parish, Louisiana",25572,25816,25440,21226,21390,4182
1078,22005,"Ascension Parish, Louisiana",125061,102501,76627,58214,50068,74993
1079,22007,"Assumption Parish, Louisiana",22236,23487,23388,22753,22084,152
1080,22009,"Avoyelles Parish, Louisiana",40465,42013,41481,39159,41393,-928
1081,22011,"Beauregard Parish, Louisiana",37387,35000,32986,30083,29692,7695
1082,22013,"Bienville Parish, Louisiana",13391,14546,15752,15979,16387,-2996
1083,22015,"Bossier Parish, Louisiana",126952,113837,98310,86088,80721,46231
1084,22017,"Caddo Parish, Louisiana",243243,253048,252161,248253,252358,-9115
1085,22019,"Calcasieu Parish, Louisiana",202858,189134,183577,168134,167223,35635
1086,22021,"Caldwell Parish, Louisiana",9959,10188,10560,9810,10761,-802
1087,22023,"Cameron Parish, Louisiana",6963,7280,9991,9260,9336,-2373
1088,22025,"Catahoula Parish, Louisiana",9586,10465,10920,11065,12287,-2701
1089,22027,"Claiborne Parish, Louisiana",15854,17160,16851,17405,17095,-1241
1090,22029,"Concordia Parish, Louisiana",19533,20502,20247,20828,22981,-3448
1091,22031,"De Soto Parish, Louisiana",27395,26465,25494,25346,25727,1668
1092,22033,"East Baton Rouge Parish, Louisiana",443158,435815,412852,380105,366191,76967
1093,22035,"East Carroll Parish, Louisiana",6947,7964,9421,9709,11772,-4825
1094,22037,"East Feliciana Parish, Louisiana",19228,20417,21360,19211,19015,213
1095,22039,"Evangeline Parish, Louisiana",33491,34419,35434,33274,33343,148
1096,22041,"Franklin Parish, Louisiana",20109,20727,21263,22387,24141,-4032
1097,22043,"Grant Parish, Louisiana",22339,21675,18698,17526,16703,5636
1098,22045,"Iberia Parish, Louisiana",70763,73395,73266,68297,63752,7011
1099,22047,"Iberville Parish, Louisiana",32626,33513,33320,31049,32159,467
1100,22049,"Jackson Parish, Louisiana",15822,16078,15397,15705,17321,-1499
1101,22051,"Jefferson Parish, Louisiana",434903,431019,455466,448306,454592,-19689
1102,22053,"Jefferson Davis Parish, Louisiana",31425,31500,31435,30722,32168,-743
1103,22055,"Lafayette Parish, Louisiana",243692,215581,190503,164762,150017,93675
1104,22057,"Lafourche Parish, Louisiana",97980,95428,89974,85860,82483,15497
1105,22059,"La Salle Parish, Louisiana",14950,14680,14282,13662,17004,-2054
1106,22061,"Lincoln Parish, Louisiana",47118,45797,42509,41745,39763,7355
1107,22063,"Livingston Parish, Louisiana",140524,122798,91814,70526,58806,81718
1108,22065,"Madison Parish, Louisiana",11137,12286,13728,12463,15975,-4838
1109,22067,"Morehouse Parish, Louisiana",25189,28388,31021,31938,34803,-9614
1110,22069,"Natchitoches Parish, Louisiana",38505,39274,39080,36689,39863,-1358
1111,22071,"Orleans Parish, Louisiana",391249,295285,484674,496938,557515,-166266
1112,22073,"Ouachita Parish, Louisiana",154679,152207,147250,142191,139241,15438
1113,22075,"Plaquemines Parish, Louisiana",23305,22710,26757,25575,26049,-2744
1114,22077,"Pointe Coupee Parish, Louisiana",21883,22837,22763,22540,24045,-2162
1115,22079,"Rapides Parish, Louisiana",130376,130800,126337,131556,135282,-4906
1116,22081,"Red River Parish, Louisiana",8462,9181,9622,9387,10433,-1971
1117,22083,"Richland Parish, Louisiana",20251,20692,20981,20629,22187,-1936
1118,22085,"Sabine Parish, Louisiana",23915,24119,23459,22646,25280,-1365
1119,22087,"St. Bernard Parish, Louisiana",46694,27739,67229,66631,64097,-17403
1120,22089,"St. Charles Parish, Louisiana",52856,52645,48072,42437,37259,15597
1121,22091,"St. Helena Parish, Louisiana",10227,11125,10525,9874,9827,400
1122,22093,"St. James Parish, Louisiana",21142,22096,21216,20879,21495,-353
1123,22095,"St. John The Baptist Parish, Louisiana",43055,46728,43044,39996,31924,11131
1124,22097,"St. Landry Parish, Louisiana",82786,84309,87700,80331,84128,-1342
1125,22099,"St. Martin Parish, Louisiana",53607,51721,48583,43978,40214,13393
1126,22101,"St. Mary Parish, Louisiana",50020,54348,53500,58086,64253,-14233
1127,22103,"St. Tammany Parish, Louisiana",258447,228894,191268,144508,110869,147578
1128,22105,"Tangipahoa Parish, Louisiana",133753,118190,100588,85709,80698,53055
1129,22107,"Tensas Parish, Louisiana",4435,5430,6618,7103,8525,-4090
1130,22109,"Terrebonne Parish, Louisiana",111297,111131,104503,96982,94393,16904
1131,22111,"Union Parish, Louisiana",22270,22750,22803,20690,21167,1103
1132,22113,"Vermilion Parish, Louisiana",59787,57280,53807,50055,48458,11329
1133,22115,"Vernon Parish, Louisiana",49315,50451,52531,61961,53475,-4160
1134,22117,"Washington Parish, Louisiana",46325,46578,43926,43185,44207,2118
1135,22119,"Webster Parish, Louisiana",38813,41238,41831,41989,43631,-4818
1136,22121,"West Baton Rouge Parish, Louisiana",26395,23274,21601,19419,19086,7309
1137,22123,"West Carroll Parish, Louisiana",10934,11689,12314,12093,12922,-1988
1138,22125,"West Feliciana Parish, Louisiana",15441,15681,15111,12915,12186,3255
1139,22127,"Winn Parish, Louisiana",14165,15477,16894,16269,17253,-3088
1140,23001,"Androscoggin County, Maine",107958,107882,103793,105259,99657,8301
1141,23003,"Aroostook County, Maine",67431,72412,73938,86936,91331,-23900
1142,23005,"Cumberland County, Maine",294520,279994,265612,243135,215789,78731
1143,23007,"Franklin County, Maine",29933,30657,29467,29008,27098,2835
1144,23009,"Hancock County, Maine",54832,54309,51791,46948,41781,13051
1145,23011,"Kennebec County, Maine",122158,121925,117114,115904,109889,12269
1146,23013,"Knox County, Maine",39809,40111,39618,36310,32941,6868
1147,23015,"Lincoln County, Maine",34415,34719,33616,30357,25691,8724
1148,23017,"Oxford County, Maine",57741,57867,54755,52602,48968,8773
1149,23019,"Penobscot County, Maine",151696,152934,144919,146601,137015,14681
1150,23021,"Piscataquis County, Maine",16864,17555,17235,18653,17634,-770
1151,23023,"Sagadahoc County, Maine",35720,35688,35214,33535,28795,6925
1152,23025,"Somerset County, Maine",50573,52261,50888,49767,45028,5545
1153,23027,"Waldo County, Maine",39723,38740,36280,33018,28414,11309
1154,23029,"Washington County, Maine",31378,33154,33941,35308,34963,-3585
1155,23031,"York County, Maine",206074,197457,186742,164587,139666,66408
1156,24001,"Allegany County, Maryland",71002,74638,74930,74946,80548,-9546
1157,24003,"Anne Arundel County, Maryland",575421,527020,489656,427239,370775,204646
1158,24005,"Baltimore County, Maryland",828193,799195,754292,692134,655615,172578
1159,24009,"Calvert County, Maryland",92094,87891,74563,51372,34638,57456
1160,24011,"Caroline County, Maryland",33260,32805,29772,27035,23143,10117
1161,24013,"Carroll County, Maryland",168233,167208,150897,123372,96356,71877
1162,24015,"Cecil County, Maryland",102889,100139,85951,71347,60430,42459
1163,24017,"Charles County, Maryland",161448,143912,120546,101154,72751,88697
1164,24019,"Dorchester County, Maryland",31994,32287,30674,30236,30623,1371
1165,24021,"Frederick County, Maryland",255955,229205,195277,150208,114792,141163
1166,24023,"Garrett County, Maryland",29155,30145,29846,28138,26498,2657
1167,24025,"Harford County, Maryland",253736,242888,218590,182132,145930,107806
1168,24027,"Howard County, Maryland",322407,279366,247842,187328,118572,203835
1169,24029,"Kent County, Maryland",19456,20018,19197,17842,16695,2761
1170,24031,"Montgomery County, Maryland",1047661,947230,873341,757027,579053,468608
1171,24033,"Prince George's County, Maryland",910551,854722,801515,729268,665071,245480
1172,24035,"Queen Anne's County, Maryland",50163,46945,40563,33953,25508,24655
1173,24037,"St. Mary's County, Maryland",113182,102086,86211,75974,59895,53287
1174,24039,"Somerset County, Maryland",25699,26411,24747,23440,19188,6511
